week_ending_date,location,location_name,value
2026-02-21,44,Rhode Island,0.0153
2026-02-21,45,South Carolina,0.0339
2026-02-21,46,South Dakota,0.0352
2026-02-21,47,Tennessee,0.0321
2026-02-21,48,Texas,0.0337
2026-02-21,US,US,0.0326
2026-02-21,01,Alabama,0.0659
2026-02-21,02,Alaska,0.0251
2026-02-21,04,Arizona,0.0359
2026-02-21,05,Arkansas,0.0533
2026-02-21,06,California,0.0311
2026-02-21,08,Colorado,0.0229
2026-02-21,56,Wyoming,0.0184
2026-02-21,09,Connecticut,0.0193
2026-02-21,10,Delaware,0.0331
2026-02-21,11,District of Columbia,0.0092
2026-02-21,12,Florida,0.0485
2026-02-21,13,Georgia,0.0261
2026-02-21,15,Hawaii,0.0239
2026-02-21,16,Idaho,0.0332
2026-02-21,17,Illinois,0.0296
2026-02-21,18,Indiana,0.0414
2026-02-21,19,Iowa,0.0419
2026-02-21,20,Kansas,0.0435
2026-02-21,21,Kentucky,0.0378
2026-02-21,22,Louisiana,0.038
2026-02-21,23,Maine,0.0214
2026-02-21,24,Maryland,0.0128
2026-02-21,25,Massachusetts,0.0181
2026-02-21,26,Michigan,0.0281
2026-02-21,27,Minnesota,0.0239
2026-02-21,28,Mississippi,0.0467
2026-02-21,30,Montana,0.0286
2026-02-21,31,Nebraska,0.0399
2026-02-21,49,Utah,0.0259
2026-02-21,50,Vermont,0.0414
2026-02-21,51,Virginia,0.0245
2026-02-21,53,Washington,0.0333
2026-02-21,54,West Virginia,0.0352
2026-02-21,55,Wisconsin,0.0327
2026-02-14,32,Nevada,0.0247
2026-02-14,33,New Hampshire,0.027
2026-02-14,34,New Jersey,0.0184
2026-02-14,35,New Mexico,0.0328
2026-02-14,36,New York,0.0089
2026-02-14,37,North Carolina,0.0251
2026-02-14,38,North Dakota,0.0176
2026-02-14,39,Ohio,0.0327
2026-02-14,40,Oklahoma,0.0426
2026-02-14,41,Oregon,0.0567
2026-02-14,42,Pennsylvania,0.0181
2026-02-14,44,Rhode Island,0.0098
2026-02-14,45,South Carolina,0.0325
2026-02-14,46,South Dakota,0.0445
2026-02-14,47,Tennessee,0.0296
2026-02-14,48,Texas,0.0436
2026-02-14,US,US,0.0357
2026-02-14,01,Alabama,0.0857
2026-02-14,02,Alaska,0.0278
2026-02-14,04,Arizona,0.0406
2026-02-14,05,Arkansas,0.0574
2026-02-14,06,California,0.0403
2026-02-14,08,Colorado,0.0199
2026-02-14,56,Wyoming,0.021
2026-02-14,09,Connecticut,0.0152
2026-02-14,10,Delaware,0.0273
2026-02-14,11,District of Columbia,0.0085
2026-02-14,12,Florida,0.0624
2026-02-14,13,Georgia,0.028
2026-02-14,15,Hawaii,0.0259
2026-02-14,16,Idaho,0.0324
2026-02-14,17,Illinois,0.0316
2026-02-14,18,Indiana,0.036
2026-02-14,19,Iowa,0.0477
2026-02-14,20,Kansas,0.057
2026-02-14,21,Kentucky,0.0281
2026-02-14,22,Louisiana,0.0529
2026-02-14,23,Maine,0.0237
2026-02-14,24,Maryland,0.0103
2026-02-14,25,Massachusetts,0.0143
2026-02-14,26,Michigan,0.026
2026-02-14,27,Minnesota,0.0232
2026-02-14,28,Mississippi,0.0594
2026-02-14,30,Montana,0.0349
2026-02-14,31,Nebraska,0.0433
2026-02-14,49,Utah,0.032
2026-02-14,50,Vermont,0.0393
2026-02-14,51,Virginia,0.02
2026-02-14,53,Washington,0.0411
2026-02-14,54,West Virginia,0.0302
2026-02-14,55,Wisconsin,0.0332
2026-02-07,32,Nevada,0.0234
2026-02-07,33,New Hampshire,0.0273
2026-02-07,34,New Jersey,0.0141
2026-02-07,35,New Mexico,0.0357
2026-02-07,36,New York,0.0064
2026-02-07,37,North Carolina,0.03
2026-02-07,38,North Dakota,0.0248
2026-02-07,39,Ohio,0.0249
2026-02-07,40,Oklahoma,0.0359
2026-02-07,41,Oregon,0.0723
2026-02-07,42,Pennsylvania,0.0153
2026-02-07,44,Rhode Island,0.013
2026-02-07,45,South Carolina,0.036
2026-02-07,46,South Dakota,0.0416
2026-02-07,47,Tennessee,0.0282
2026-02-07,48,Texas,0.0401
2026-02-07,US,US,0.0326
2026-02-07,01,Alabama,0.0719
2026-02-07,02,Alaska,0.0316
2026-02-07,04,Arizona,0.0377
2026-02-07,05,Arkansas,0.0431
2026-02-07,06,California,0.0451
2026-02-07,08,Colorado,0.0182
2026-02-07,56,Wyoming,0.0205
2026-02-07,09,Connecticut,0.0132
2026-02-07,10,Delaware,0.0235
2026-02-07,11,District of Columbia,0.0096
2026-02-07,12,Florida,0.0531
2026-02-07,13,Georgia,0.0245
2026-02-07,15,Hawaii,0.026
2026-02-07,16,Idaho,0.0336
2026-02-07,17,Illinois,0.0276
2026-02-07,18,Indiana,0.0262
2026-02-07,19,Iowa,0.0528
2026-02-07,20,Kansas,0.0548
2026-02-07,21,Kentucky,0.0251
2026-02-07,22,Louisiana,0.0497
2026-02-07,23,Maine,0.0254
2026-02-07,24,Maryland,0.0085
2026-02-07,25,Massachusetts,0.0147
2026-02-07,26,Michigan,0.0239
2026-02-07,27,Minnesota,0.023
2026-02-07,28,Mississippi,0.0527
2026-02-07,30,Montana,0.0385
2026-02-07,31,Nebraska,0.0362
2026-02-07,49,Utah,0.032
2026-02-07,50,Vermont,0.0334
2026-02-07,51,Virginia,0.0211
2026-02-07,53,Washington,0.0532
2026-02-07,54,West Virginia,0.0293
2026-02-07,55,Wisconsin,0.0341
2026-01-31,32,Nevada,0.0217
2026-01-31,33,New Hampshire,0.0285
2026-01-31,34,New Jersey,0.0167
2026-01-31,35,New Mexico,0.0287
2026-01-31,36,New York,0.0075
2026-01-31,37,North Carolina,0.0386
2026-01-31,38,North Dakota,0.0331
2026-01-31,39,Ohio,0.035
2026-01-31,40,Oklahoma,0.0445
2026-01-31,41,Oregon,0.0708
2026-01-31,42,Pennsylvania,0.0213
2026-01-31,44,Rhode Island,0.012
2026-01-31,45,South Carolina,0.0356
2026-01-31,46,South Dakota,0.0463
2026-01-31,47,Tennessee,0.0431
2026-01-31,48,Texas,0.0427
2026-01-31,US,US,0.0328
2026-01-31,01,Alabama,0.0589
2026-01-31,02,Alaska,0.0288
2026-01-31,04,Arizona,0.0268
2026-01-31,05,Arkansas,0.0581
2026-01-31,06,California,0.0383
2026-01-31,08,Colorado,0.0179
2026-01-31,56,Wyoming,0.0184
2026-01-31,09,Connecticut,0.0115
2026-01-31,10,Delaware,0.0361
2026-01-31,11,District of Columbia,0.0159
2026-01-31,12,Florida,0.0405
2026-01-31,13,Georgia,0.0213
2026-01-31,15,Hawaii,0.021
2026-01-31,16,Idaho,0.03
2026-01-31,17,Illinois,0.0291
2026-01-31,18,Indiana,0.0335
2026-01-31,19,Iowa,0.0528
2026-01-31,20,Kansas,0.0497
2026-01-31,21,Kentucky,0.0419
2026-01-31,22,Louisiana,0.0464
2026-01-31,23,Maine,0.0275
2026-01-31,24,Maryland,0.0148
2026-01-31,25,Massachusetts,0.0173
2026-01-31,26,Michigan,0.024
2026-01-31,27,Minnesota,0.0254
2026-01-31,28,Mississippi,0.0452
2026-01-31,30,Montana,0.0375
2026-01-31,31,Nebraska,0.0291
2026-01-31,49,Utah,0.0304
2026-01-31,50,Vermont,0.0377
2026-01-31,51,Virginia,0.0343
2026-01-31,53,Washington,0.0535
2026-01-31,54,West Virginia,0.0479
2026-01-31,55,Wisconsin,0.033
2026-01-24,32,Nevada,0.0242
2026-01-24,33,New Hampshire,0.0412
2026-01-24,34,New Jersey,0.0206
2026-01-24,35,New Mexico,0.0355
2026-01-24,36,New York,0.0106
2026-01-24,37,North Carolina,0.0407
2026-01-24,38,North Dakota,0.0372
2026-01-24,39,Ohio,0.0377
2026-01-24,40,Oklahoma,0.0433
2026-01-24,41,Oregon,0.0429
2026-01-24,42,Pennsylvania,0.0275
2026-01-24,44,Rhode Island,0.0158
2026-01-24,45,South Carolina,0.0338
2026-01-24,46,South Dakota,0.0524
2026-01-24,47,Tennessee,0.0369
2026-01-24,48,Texas,0.0471
2026-01-24,US,US,0.034
2026-01-24,01,Alabama,0.0497
2026-01-24,02,Alaska,0.0462
2026-01-24,04,Arizona,0.0237
2026-01-24,05,Arkansas,0.0522
2026-01-24,06,California,0.0352
2026-01-24,08,Colorado,0.0217
2026-01-24,56,Wyoming,0.022
2026-01-24,09,Connecticut,0.0168
2026-01-24,10,Delaware,0.0412
2026-01-24,11,District of Columbia,0.0204
2026-01-24,12,Florida,0.0413
2026-01-24,13,Georgia,0.021
2026-01-24,15,Hawaii,0.0251
2026-01-24,16,Idaho,0.0281
2026-01-24,17,Illinois,0.0351
2026-01-24,18,Indiana,0.0338
2026-01-24,19,Iowa,0.0598
2026-01-24,20,Kansas,0.0546
2026-01-24,21,Kentucky,0.0423
2026-01-24,22,Louisiana,0.051
2026-01-24,23,Maine,0.0368
2026-01-24,24,Maryland,0.0213
2026-01-24,25,Massachusetts,0.0247
2026-01-24,26,Michigan,0.0309
2026-01-24,27,Minnesota,0.0357
2026-01-24,28,Mississippi,0.0351
2026-01-24,30,Montana,0.0355
2026-01-24,31,Nebraska,0.0302
2026-01-24,49,Utah,0.0315
2026-01-24,50,Vermont,0.0523
2026-01-24,51,Virginia,0.0392
2026-01-24,53,Washington,0.0408
2026-01-24,54,West Virginia,0.0446
2026-01-24,55,Wisconsin,0.0398
2026-01-17,32,Nevada,0.0212
2026-01-17,33,New Hampshire,0.0486
2026-01-17,34,New Jersey,0.0315
2026-01-17,35,New Mexico,0.035
2026-01-17,36,New York,0.016
2026-01-17,37,North Carolina,0.0449
2026-01-17,38,North Dakota,0.0368
2026-01-17,39,Ohio,0.0348
2026-01-17,40,Oklahoma,0.0249
2026-01-17,41,Oregon,0.0297
2026-01-17,42,Pennsylvania,0.033
2026-01-17,44,Rhode Island,0.029
2026-01-17,45,South Carolina,0.0288
2026-01-17,46,South Dakota,0.046
2026-01-17,47,Tennessee,0.0267
2026-01-17,48,Texas,0.034
2026-01-17,US,US,0.0319
2026-01-17,01,Alabama,0.0344
2026-01-17,02,Alaska,0.0546
2026-01-17,04,Arizona,0.0169
2026-01-17,05,Arkansas,0.0314
2026-01-17,06,California,0.0248
2026-01-17,08,Colorado,0.0266
2026-01-17,56,Wyoming,0.0258
2026-01-17,09,Connecticut,0.0298
2026-01-17,10,Delaware,0.0444
2026-01-17,11,District of Columbia,0.0303
2026-01-17,12,Florida,0.0388
2026-01-17,13,Georgia,0.0194
2026-01-17,15,Hawaii,0.0394
2026-01-17,16,Idaho,0.0306
2026-01-17,17,Illinois,0.0331
2026-01-17,18,Indiana,0.0293
2026-01-17,19,Iowa,0.0579
2026-01-17,20,Kansas,0.044
2026-01-17,21,Kentucky,0.0337
2026-01-17,22,Louisiana,0.0338
2026-01-17,23,Maine,0.0455
2026-01-17,24,Maryland,0.031
2026-01-17,25,Massachusetts,0.0394
2026-01-17,26,Michigan,0.034
2026-01-17,27,Minnesota,0.0438
2026-01-17,28,Mississippi,0.021
2026-01-17,30,Montana,0.0298
2026-01-17,31,Nebraska,0.0303
2026-01-17,49,Utah,0.0335
2026-01-17,50,Vermont,0.0463
2026-01-17,51,Virginia,0.0397
2026-01-17,53,Washington,0.0359
2026-01-17,54,West Virginia,0.0434
2026-01-17,55,Wisconsin,0.0398
2026-01-10,32,Nevada,0.0277
2026-01-10,33,New Hampshire,0.0625
2026-01-10,34,New Jersey,0.0519
2026-01-10,35,New Mexico,0.0475
2026-01-10,36,New York,0.0303
2026-01-10,37,North Carolina,0.0723
2026-01-10,38,North Dakota,0.0488
2026-01-10,39,Ohio,0.044
2026-01-10,40,Oklahoma,0.0224
2026-01-10,41,Oregon,0.0247
2026-01-10,42,Pennsylvania,0.0416
2026-01-10,44,Rhode Island,0.0456
2026-01-10,45,South Carolina,0.0425
2026-01-10,46,South Dakota,0.0431
2026-01-10,47,Tennessee,0.0369
2026-01-10,48,Texas,0.0391
2026-01-10,US,US,0.0415
2026-01-10,01,Alabama,0.0439
2026-01-10,02,Alaska,0.0673
2026-01-10,04,Arizona,0.0207
2026-01-10,05,Arkansas,0.033
2026-01-10,06,California,0.0225
2026-01-10,08,Colorado,0.0429
2026-01-10,56,Wyoming,0.0435
2026-01-10,09,Connecticut,0.0448
2026-01-10,10,Delaware,0.0555
2026-01-10,11,District of Columbia,0.0511
2026-01-10,12,Florida,0.0465
2026-01-10,13,Georgia,0.0315
2026-01-10,15,Hawaii,0.0537
2026-01-10,16,Idaho,0.0373
2026-01-10,17,Illinois,0.0439
2026-01-10,18,Indiana,0.0393
2026-01-10,19,Iowa,0.0529
2026-01-10,20,Kansas,0.0428
2026-01-10,21,Kentucky,0.0389
2026-01-10,22,Louisiana,0.0454
2026-01-10,23,Maine,0.0488
2026-01-10,24,Maryland,0.0516
2026-01-10,25,Massachusetts,0.0566
2026-01-10,26,Michigan,0.0413
2026-01-10,27,Minnesota,0.0606
2026-01-10,28,Mississippi,0.0257
2026-01-10,30,Montana,0.0332
2026-01-10,31,Nebraska,0.0273
2026-01-10,49,Utah,0.0416
2026-01-10,50,Vermont,0.0439
2026-01-10,51,Virginia,0.0552
2026-01-10,53,Washington,0.0355
2026-01-10,54,West Virginia,0.0384
2026-01-10,55,Wisconsin,0.0524
2026-01-03,32,Nevada,0.0396
2026-01-03,33,New Hampshire,0.0833
2026-01-03,34,New Jersey,0.085
2026-01-03,35,New Mexico,0.0826
2026-01-03,36,New York,0.0612
2026-01-03,37,North Carolina,0.1249
2026-01-03,38,North Dakota,0.0806
2026-01-03,39,Ohio,0.0679
2026-01-03,40,Oklahoma,0.0338
2026-01-03,41,Oregon,0.027
2026-01-03,42,Pennsylvania,0.0639
2026-01-03,44,Rhode Island,0.0779
2026-01-03,45,South Carolina,0.0713
2026-01-03,46,South Dakota,0.0553
2026-01-03,47,Tennessee,0.0595
2026-01-03,48,Texas,0.0598
2026-01-03,US,US,0.0647
2026-01-03,01,Alabama,0.0713
2026-01-03,02,Alaska,0.0918
2026-01-03,04,Arizona,0.0298
2026-01-03,05,Arkansas,0.0498
2026-01-03,06,California,0.0261
2026-01-03,08,Colorado,0.0764
2026-01-03,56,Wyoming,0.0685
2026-01-03,09,Connecticut,0.0853
2026-01-03,10,Delaware,0.0745
2026-01-03,11,District of Columbia,0.076
2026-01-03,12,Florida,0.0556
2026-01-03,13,Georgia,0.0617
2026-01-03,15,Hawaii,0.0758
2026-01-03,16,Idaho,0.0542
2026-01-03,17,Illinois,0.0692
2026-01-03,18,Indiana,0.0634
2026-01-03,19,Iowa,0.0702
2026-01-03,20,Kansas,0.0556
2026-01-03,21,Kentucky,0.0602
2026-01-03,22,Louisiana,0.0711
2026-01-03,23,Maine,0.0755
2026-01-03,24,Maryland,0.0861
2026-01-03,25,Massachusetts,0.0877
2026-01-03,26,Michigan,0.0708
2026-01-03,27,Minnesota,0.1014
2026-01-03,28,Mississippi,0.0391
2026-01-03,30,Montana,0.0532
2026-01-03,31,Nebraska,0.0395
2026-01-03,49,Utah,0.0694
2026-01-03,50,Vermont,0.0677
2026-01-03,51,Virginia,0.0834
2026-01-03,53,Washington,0.0386
2026-01-03,54,West Virginia,0.0496
2026-01-03,55,Wisconsin,0.0823
2025-12-27,32,Nevada,0.0547
2025-12-27,33,New Hampshire,0.0958
2025-12-27,34,New Jersey,0.1119
2025-12-27,35,New Mexico,0.1147
2025-12-27,36,New York,0.094
2025-12-27,37,North Carolina,0.1749
2025-12-27,38,North Dakota,0.083
2025-12-27,39,Ohio,0.087
2025-12-27,40,Oklahoma,0.0431
2025-12-27,41,Oregon,0.0224
2025-12-27,42,Pennsylvania,0.0692
2025-12-27,44,Rhode Island,0.092
2025-12-27,45,South Carolina,0.1021
2025-12-27,46,South Dakota,0.0467
2025-12-27,47,Tennessee,0.0861
2025-12-27,48,Texas,0.0981
2025-12-27,US,US,0.0859
2025-12-27,01,Alabama,0.10780000000000001
2025-12-27,02,Alaska,0.1126
2025-12-27,04,Arizona,0.0386
2025-12-27,05,Arkansas,0.0718
2025-12-27,06,California,0.0272
2025-12-27,08,Colorado,0.096
2025-12-27,56,Wyoming,0.0711
2025-12-27,09,Connecticut,0.1202
2025-12-27,10,Delaware,0.0933
2025-12-27,11,District of Columbia,0.086
2025-12-27,12,Florida,0.0668
2025-12-27,13,Georgia,0.098
2025-12-27,15,Hawaii,0.0927
2025-12-27,16,Idaho,0.0733
2025-12-27,17,Illinois,0.0903
2025-12-27,18,Indiana,0.0879
2025-12-27,19,Iowa,0.0741
2025-12-27,20,Kansas,0.0715
2025-12-27,21,Kentucky,0.0784
2025-12-27,22,Louisiana,0.1052
2025-12-27,23,Maine,0.075
2025-12-27,24,Maryland,0.1126
2025-12-27,25,Massachusetts,0.1034
2025-12-27,26,Michigan,0.081
2025-12-27,27,Minnesota,0.1257
2025-12-27,28,Mississippi,0.0593
2025-12-27,30,Montana,0.062
2025-12-27,31,Nebraska,0.0416
2025-12-27,49,Utah,0.0921
2025-12-27,50,Vermont,0.0634
2025-12-27,51,Virginia,0.1017
2025-12-27,53,Washington,0.0343
2025-12-27,54,West Virginia,0.0516
2025-12-27,55,Wisconsin,0.0914
2025-12-20,32,Nevada,0.0364
2025-12-20,33,New Hampshire,0.048
2025-12-20,34,New Jersey,0.0878
2025-12-20,35,New Mexico,0.0644
2025-12-20,36,New York,0.0846
2025-12-20,37,North Carolina,0.1124
2025-12-20,38,North Dakota,0.0422
2025-12-20,39,Ohio,0.0479
2025-12-20,40,Oklahoma,0.0217
2025-12-20,41,Oregon,0.0119
2025-12-20,42,Pennsylvania,0.0357
2025-12-20,44,Rhode Island,0.0593
2025-12-20,45,South Carolina,0.0632
2025-12-20,46,South Dakota,0.0131
2025-12-20,47,Tennessee,0.0425
2025-12-20,48,Texas,0.0759
2025-12-20,US,US,0.0557
2025-12-20,01,Alabama,0.0679
2025-12-20,02,Alaska,0.0742
2025-12-20,04,Arizona,0.0224
2025-12-20,05,Arkansas,0.0458
2025-12-20,06,California,0.016
2025-12-20,08,Colorado,0.0705
2025-12-20,56,Wyoming,0.0431
2025-12-20,09,Connecticut,0.0997
2025-12-20,10,Delaware,0.049
2025-12-20,11,District of Columbia,0.0607
2025-12-20,12,Florida,0.0499
2025-12-20,13,Georgia,0.0622
2025-12-20,15,Hawaii,0.0685
2025-12-20,16,Idaho,0.0427
2025-12-20,17,Illinois,0.0504
2025-12-20,18,Indiana,0.0498
2025-12-20,19,Iowa,0.0255
2025-12-20,20,Kansas,0.0354
2025-12-20,21,Kentucky,0.0385
2025-12-20,22,Louisiana,0.0764
2025-12-20,23,Maine,0.0372
2025-12-20,24,Maryland,0.0798
2025-12-20,25,Massachusetts,0.0637
2025-12-20,26,Michigan,0.0459
2025-12-20,27,Minnesota,0.0842
2025-12-20,28,Mississippi,0.038
2025-12-20,30,Montana,0.028
2025-12-20,31,Nebraska,0.0196
2025-12-20,49,Utah,0.0546
2025-12-20,50,Vermont,0.0218
2025-12-20,51,Virginia,0.0501
2025-12-20,53,Washington,0.0206
2025-12-20,54,West Virginia,0.0219
2025-12-20,55,Wisconsin,0.0484
2025-12-13,32,Nevada,0.0165
2025-12-13,33,New Hampshire,0.0188
2025-12-13,34,New Jersey,0.052
2025-12-13,35,New Mexico,0.0239
2025-12-13,36,New York,0.058
2025-12-13,37,North Carolina,0.0523
2025-12-13,38,North Dakota,0.0213
2025-12-13,39,Ohio,0.0206
2025-12-13,40,Oklahoma,0.0071
2025-12-13,41,Oregon,0.0087
2025-12-13,42,Pennsylvania,0.0184
2025-12-13,44,Rhode Island,0.0311
2025-12-13,45,South Carolina,0.0247
2025-12-13,46,South Dakota,0.0056
2025-12-13,47,Tennessee,0.0176
2025-12-13,48,Texas,0.0415
2025-12-13,US,US,0.029
2025-12-13,01,Alabama,0.0305
2025-12-13,02,Alaska,0.0302
2025-12-13,04,Arizona,0.011
2025-12-13,05,Arkansas,0.014
2025-12-13,06,California,0.0083
2025-12-13,08,Colorado,0.043
2025-12-13,56,Wyoming,0.0209
2025-12-13,09,Connecticut,0.0577
2025-12-13,10,Delaware,0.0211
2025-12-13,11,District of Columbia,0.0381
2025-12-13,12,Florida,0.0298
2025-12-13,13,Georgia,0.0257
2025-12-13,15,Hawaii,0.0637
2025-12-13,16,Idaho,0.0248
2025-12-13,17,Illinois,0.0206
2025-12-13,18,Indiana,0.0213
2025-12-13,19,Iowa,0.0109
2025-12-13,20,Kansas,0.0111
2025-12-13,21,Kentucky,0.0175
2025-12-13,22,Louisiana,0.0445
2025-12-13,23,Maine,0.0138
2025-12-13,24,Maryland,0.0392
2025-12-13,25,Massachusetts,0.0303
2025-12-13,26,Michigan,0.025
2025-12-13,27,Minnesota,0.0436
2025-12-13,28,Mississippi,0.021
2025-12-13,30,Montana,0.0201
2025-12-13,31,Nebraska,0.0088
2025-12-13,49,Utah,0.029
2025-12-13,50,Vermont,0.0136
2025-12-13,51,Virginia,0.0257
2025-12-13,53,Washington,0.0141
2025-12-13,54,West Virginia,0.0107
2025-12-13,55,Wisconsin,0.0215
2025-12-06,32,Nevada,0.0064
2025-12-06,33,New Hampshire,0.0101
2025-12-06,34,New Jersey,0.0278
2025-12-06,35,New Mexico,0.009
2025-12-06,36,New York,0.0345
2025-12-06,37,North Carolina,0.0305
2025-12-06,38,North Dakota,0.0075
2025-12-06,39,Ohio,0.0095
2025-12-06,40,Oklahoma,0.0037
2025-12-06,41,Oregon,0.0064
2025-12-06,42,Pennsylvania,0.0118
