"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.65,17.55
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.7,18.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.75,20.25
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.8,21.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.85,22.95
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.9,24.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.95,25.65
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Alabama","quantile",0.975,26.325
2023-10-14,"wk inc flu hosp	",1,"2023-10-31","Alabama","quantile",0.99,26.73
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.01,0.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.025,0.5
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.05,1
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.1,2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.15,3
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.2,4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.25,5
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.3,6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.35,7
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.4,8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.45,9
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.5,10
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.55,11
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.6,12
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.65,13
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.7,14
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.75,15
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.8,16
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.85,17
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.9,18
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.95,19
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Alabama","quantile",0.975,19.5
2023-10-14,"wk inc flu hosp	",2,"2023-11-07","Alabama","quantile",0.99,19.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.01,0.26
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.025,0.65
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.05,1.3
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.1,2.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.15,3.9
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.2,5.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.25,6.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.3,7.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.35,9.1
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.4,10.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.45,11.7
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.5,13
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.55,14.3
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.6,15.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.65,16.9
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.7,18.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.75,19.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.8,20.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.85,22.1
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.9,23.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.95,24.7
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Alabama","quantile",0.975,25.35
2023-10-14,"wk inc flu hosp	",3,"2023-11-14","Alabama","quantile",0.99,25.74
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.01,0.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.025,0.625
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.05,1.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.1,2.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.15,3.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.2,5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.25,6.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.3,7.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.35,8.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.4,10
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.45,11.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.5,12.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.55,13.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.6,15
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.65,16.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.7,17.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.75,18.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.8,20
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.85,21.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.9,22.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.95,23.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.975,24.375
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Alabama","quantile",0.99,24.75
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.01,0.17
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.025,0.425
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.05,0.85
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.1,1.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.15,2.55
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.2,3.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.25,4.25
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.3,5.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.35,5.95
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.4,6.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.45,7.65
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.5,8.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.55,9.35
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.6,10.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.65,11.05
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.7,11.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.75,12.75
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.8,13.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.85,14.45
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.9,15.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.95,16.15
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arkansas","quantile",0.975,16.575
2023-10-14,"wk inc flu hosp	",1,"2023-10-31","Arkansas","quantile",0.99,16.83
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.01,0.09
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.025,0.225
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.05,0.45
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.1,0.9
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.15,1.35
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.2,1.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.25,2.25
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.3,2.7
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.35,3.15
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.4,3.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.45,4.05
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.5,4.5
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.55,4.95
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.6,5.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.65,5.85
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.7,6.3
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.75,6.75
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.8,7.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.85,7.65
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.9,8.1
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.95,8.55
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arkansas","quantile",0.975,8.775
2023-10-14,"wk inc flu hosp	",2,"2023-11-07","Arkansas","quantile",0.99,8.91
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.01,0.1
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.025,0.25
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.05,0.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.1,1
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.15,1.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.2,2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.25,2.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.3,3
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.35,3.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.4,4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.45,4.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.5,5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.55,5.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.6,6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.65,6.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.7,7
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.75,7.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.8,8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.85,8.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.9,9
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.95,9.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Arkansas","quantile",0.975,9.75
2023-10-14,"wk inc flu hosp	",3,"2023-11-14","Arkansas","quantile",0.99,9.9
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.01,0.13
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.025,0.325
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.05,0.65
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.1,1.3
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.15,1.95
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.2,2.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.25,3.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.3,3.9
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.35,4.55
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.4,5.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.45,5.85
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.5,6.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.55,7.15
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.6,7.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.65,8.45
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.7,9.1
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.75,9.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.8,10.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.85,11.05
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.9,11.7
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.95,12.35
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.975,12.675
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Arkansas","quantile",0.99,12.87
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.01,0.22
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.025,0.55
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.05,1.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.1,2.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.15,3.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.2,4.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.25,5.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.3,6.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.35,7.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.4,8.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.45,9.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.5,11
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.55,12.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.6,13.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.65,14.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.7,15.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.75,16.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.8,17.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.85,18.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.9,19.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.95,20.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Arizona","quantile",0.975,21.45
2023-10-14,"wk inc flu hosp	",1,"2023-10-31","Arizona","quantile",0.99,21.78
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arizona","quantile",0.01,0.12
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arizona","quantile",0.025,0.3
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Arizona","quantile",0.05,0.6
