location,output_type_id,reference_date,target,horizon,target_end_date,output_type,value
06,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,654
06,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,714
06,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,810
06,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,897
06,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1005
08,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
08,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
08,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
08,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
08,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
08,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
08,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
08,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
08,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
08,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,24
08,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,26
08,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
08,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
08,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,32
08,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,35
08,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,38
08,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
08,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
08,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,48
08,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
08,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,63
08,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,72
08,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,82
09,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
09,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
09,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
09,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
09,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
09,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
09,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
09,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
09,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
09,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
09,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
09,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
09,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
09,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
09,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
09,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
09,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
09,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
09,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
09,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,21
09,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
09,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,34
09,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
10,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
10,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
10,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
10,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
10,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
10,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
10,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
10,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
10,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
10,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
10,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
10,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
10,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
10,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
10,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
10,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
10,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
10,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
10,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
10,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
10,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
10,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
10,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
11,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
11,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
11,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
11,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
11,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
11,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
11,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
11,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
11,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
11,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
11,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
11,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
11,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
11,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
11,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
11,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
11,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
11,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
11,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
11,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
11,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
11,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
11,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
12,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,184
12,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,209
12,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,233
12,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,261
12,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,282
12,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,298
12,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,313
12,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,327
12,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,340
12,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,352
12,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,365
12,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,391
12,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,390
12,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,403
12,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,416
12,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,431
12,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,447
12,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,466
12,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,488
12,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,516
12,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,560
12,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,599
12,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,647
13,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
13,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
13,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
13,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
13,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
13,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
13,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
13,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
13,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
13,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,31
13,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,34
13,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
13,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,40
13,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
13,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,48
13,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,52
13,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,57
13,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,62
13,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,69
13,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,78
13,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,93
13,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,107
13,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,125
15,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
15,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
15,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
15,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
15,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
15,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
15,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
15,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
15,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
15,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
15,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
15,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
15,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
15,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
15,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
15,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
15,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
15,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
15,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
15,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
15,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
15,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,21
15,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,24
16,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
16,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
16,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
16,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
16,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
16,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
16,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
16,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
16,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
16,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
16,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,29
16,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
16,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
16,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,36
16,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,38
16,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
16,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
16,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,48
16,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,53
16,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,59
16,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,68
16,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,77
16,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,88
17,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
17,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
17,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
17,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,26
17,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
17,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,39
17,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
17,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,49
17,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
17,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,60
17,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,65
17,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,76
17,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,76
17,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,82
17,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,89
17,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,96
17,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,104
17,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,114
17,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,126
17,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,141
17,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,166
17,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,189
17,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,218
18,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
18,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
18,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
18,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
18,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
18,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
18,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
18,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
18,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
18,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
18,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,31
18,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
18,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
18,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
18,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,45
18,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,49
18,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
18,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,60
18,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,67
18,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,77
18,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,93
18,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,108
18,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,127
19,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
19,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
19,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
19,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
19,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
19,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
19,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
19,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
19,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
19,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
19,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
19,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
19,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
19,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
19,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
19,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
19,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
19,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
19,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
19,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
19,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
