week_ending_date,location,location_name,value
2021-11-27,02,Alaska,0
2021-12-04,02,Alaska,0
2021-12-11,02,Alaska,0
2021-12-18,02,Alaska,2
2021-12-25,02,Alaska,7
2022-01-01,02,Alaska,8
2022-01-08,02,Alaska,3
2022-01-15,02,Alaska,12
2022-01-22,02,Alaska,15
2022-01-29,02,Alaska,1
2022-02-05,02,Alaska,1
2022-02-12,02,Alaska,0
2022-02-19,02,Alaska,0
2022-02-26,02,Alaska,1
2022-03-05,02,Alaska,0
2022-03-12,02,Alaska,2
2022-03-19,02,Alaska,1
2022-03-26,02,Alaska,3
2022-04-02,02,Alaska,0
2022-04-09,02,Alaska,2
2022-04-16,02,Alaska,1
2022-04-23,02,Alaska,2
2022-04-30,02,Alaska,1
2022-05-07,02,Alaska,6
2022-05-14,02,Alaska,3
2022-05-21,02,Alaska,18
2022-05-28,02,Alaska,4
2022-06-04,02,Alaska,2
2022-06-11,02,Alaska,6
2022-06-18,02,Alaska,1
2022-06-25,02,Alaska,3
2022-07-02,02,Alaska,2
2022-07-09,02,Alaska,3
2022-07-16,02,Alaska,0
2022-07-23,02,Alaska,0
2022-07-30,02,Alaska,0
2022-08-06,02,Alaska,0
2022-08-13,02,Alaska,1
2022-08-20,02,Alaska,1
2022-08-27,02,Alaska,1
2022-09-03,02,Alaska,0
2022-09-10,02,Alaska,5
2022-09-17,02,Alaska,0
2022-09-24,02,Alaska,0
2022-10-01,02,Alaska,2
2022-10-08,02,Alaska,0
2022-10-15,02,Alaska,5
2022-10-22,02,Alaska,1
2022-10-29,02,Alaska,11
2022-11-05,02,Alaska,15
2022-11-12,02,Alaska,14
2022-11-19,02,Alaska,36
2022-11-26,02,Alaska,65
2022-12-03,02,Alaska,53
2022-12-10,02,Alaska,73
2022-12-17,02,Alaska,51
2022-12-24,02,Alaska,43
2022-12-31,02,Alaska,43
2023-01-07,02,Alaska,32
2023-01-14,02,Alaska,7
2023-01-21,02,Alaska,7
2023-01-28,02,Alaska,5
2023-02-04,02,Alaska,3
2023-02-11,02,Alaska,1
2023-02-18,02,Alaska,2
2023-02-25,02,Alaska,5
2023-03-04,02,Alaska,2
2023-03-11,02,Alaska,4
2023-03-18,02,Alaska,1
2023-03-25,02,Alaska,3
2023-04-01,02,Alaska,1
2023-04-08,02,Alaska,2
2023-04-15,02,Alaska,2
2023-04-22,02,Alaska,1
2023-04-29,02,Alaska,0
2023-05-06,02,Alaska,5
2023-05-13,02,Alaska,1
2023-05-20,02,Alaska,0
2023-05-27,02,Alaska,0
2023-06-03,02,Alaska,3
2023-06-10,02,Alaska,2
2023-06-17,02,Alaska,6
2023-06-24,02,Alaska,0
2023-07-01,02,Alaska,4
2023-07-08,02,Alaska,2
2023-07-15,02,Alaska,2
2023-07-22,02,Alaska,1
2023-07-29,02,Alaska,0
2023-08-05,02,Alaska,2
2023-08-12,02,Alaska,1
2023-08-19,02,Alaska,2
2023-08-26,02,Alaska,0
2023-09-02,02,Alaska,2
2023-09-09,02,Alaska,2
2023-09-16,02,Alaska,5
2023-09-23,02,Alaska,6
2023-09-30,02,Alaska,7
2023-10-07,02,Alaska,10
2023-10-14,02,Alaska,14
2023-10-21,02,Alaska,21
2023-10-28,02,Alaska,30
2023-11-04,02,Alaska,33
2023-11-11,02,Alaska,39
2023-11-18,02,Alaska,17
2023-11-25,02,Alaska,14
2023-12-02,02,Alaska,15
2023-12-09,02,Alaska,14
2023-12-16,02,Alaska,4
2023-12-23,02,Alaska,5
2023-12-30,02,Alaska,4
2024-01-06,02,Alaska,5
2024-01-13,02,Alaska,6
2024-01-20,02,Alaska,9
2024-01-27,02,Alaska,7
2024-02-03,02,Alaska,8
2024-02-10,02,Alaska,11
2024-02-17,02,Alaska,2
2024-02-24,02,Alaska,4
2024-03-02,02,Alaska,11
2024-03-09,02,Alaska,5
2024-03-16,02,Alaska,9
2024-03-23,02,Alaska,10
2024-03-30,02,Alaska,8
2024-04-06,02,Alaska,7
2024-04-13,02,Alaska,4
2024-04-20,02,Alaska,2
2024-11-02,02,Alaska,8
2024-11-09,02,Alaska,6
2024-11-16,02,Alaska,9
2024-11-23,02,Alaska,7
2024-11-30,02,Alaska,10
2024-12-07,02,Alaska,18
2024-12-14,02,Alaska,27
2024-12-21,02,Alaska,22
2024-12-28,02,Alaska,35
2025-01-04,02,Alaska,64
2025-01-11,02,Alaska,45
2025-01-18,02,Alaska,33
2025-01-25,02,Alaska,29
2025-02-01,02,Alaska,30
2025-02-08,02,Alaska,26
2025-02-15,02,Alaska,53
2025-02-22,02,Alaska,52
2025-03-01,02,Alaska,57
2025-03-08,02,Alaska,62
2025-03-15,02,Alaska,31
2025-03-22,02,Alaska,26
2025-03-29,02,Alaska,32
2025-04-05,02,Alaska,17
2025-04-12,02,Alaska,16
2025-04-19,02,Alaska,12
2025-04-26,02,Alaska,9
2025-05-03,02,Alaska,9
2025-05-10,02,Alaska,5
2025-05-17,02,Alaska,6
2025-05-24,02,Alaska,10
2025-05-31,02,Alaska,8
2025-06-07,02,Alaska,11
2025-06-14,02,Alaska,11
2025-06-21,02,Alaska,17
2025-06-28,02,Alaska,5
2025-07-05,02,Alaska,4
2025-07-12,02,Alaska,2
2025-07-19,02,Alaska,6
2025-07-26,02,Alaska,4
2025-08-02,02,Alaska,2
2025-08-09,02,Alaska,2
2025-08-16,02,Alaska,4
2025-08-23,02,Alaska,2
2025-08-30,02,Alaska,2
2025-09-06,02,Alaska,3
2025-09-13,02,Alaska,12
2025-09-20,02,Alaska,1
2025-09-27,02,Alaska,1
2025-10-04,02,Alaska,2
2025-10-11,02,Alaska,0
2025-10-18,02,Alaska,0
2025-10-25,02,Alaska,1
2025-11-01,02,Alaska,0
2025-11-08,02,Alaska,3
2025-11-15,02,Alaska,0
2025-11-22,02,Alaska,3
2025-11-29,02,Alaska,7
2025-12-06,02,Alaska,8
2020-08-08,01,Alabama,NA
2020-08-15,01,Alabama,NA
2020-08-22,01,Alabama,NA
2020-08-29,01,Alabama,NA
2020-09-05,01,Alabama,NA
2020-09-12,01,Alabama,NA
2020-09-19,01,Alabama,NA
2020-09-26,01,Alabama,NA
2020-10-03,01,Alabama,NA
2020-10-10,01,Alabama,NA
2020-10-17,01,Alabama,NA
2020-10-24,01,Alabama,3
2020-10-31,01,Alabama,18
2020-11-07,01,Alabama,21
2020-11-14,01,Alabama,25
2020-11-21,01,Alabama,11
2020-11-28,01,Alabama,17
2020-12-05,01,Alabama,12
2020-12-12,01,Alabama,6
2020-12-19,01,Alabama,35
2020-12-26,01,Alabama,19
2021-01-02,01,Alabama,20
2021-01-09,01,Alabama,33
2021-01-16,01,Alabama,42
2021-01-23,01,Alabama,22
2021-01-30,01,Alabama,46
2021-02-06,01,Alabama,37
2021-02-13,01,Alabama,33
2021-02-20,01,Alabama,29
2021-02-27,01,Alabama,31
2021-03-06,01,Alabama,29
2021-03-13,01,Alabama,23
2021-03-20,01,Alabama,28
2021-03-27,01,Alabama,18
2021-04-03,01,Alabama,10
2021-04-10,01,Alabama,13
2021-04-17,01,Alabama,11
2021-04-24,01,Alabama,32
2021-05-01,01,Alabama,20
2021-05-08,01,Alabama,14
2021-05-15,01,Alabama,19
2021-05-22,01,Alabama,16
2021-05-29,01,Alabama,15
2021-06-05,01,Alabama,18
2021-06-12,01,Alabama,22
2021-06-19,01,Alabama,8
2021-06-26,01,Alabama,7
2021-07-03,01,Alabama,17
2021-07-10,01,Alabama,7
2021-07-17,01,Alabama,18
2021-07-24,01,Alabama,14
2021-07-31,01,Alabama,45
2021-08-07,01,Alabama,29
2021-08-14,01,Alabama,22
2021-08-21,01,Alabama,30
2021-08-28,01,Alabama,41
2021-09-04,01,Alabama,47
2021-09-11,01,Alabama,30
2021-09-18,01,Alabama,30
2021-09-25,01,Alabama,15
2021-10-02,01,Alabama,7
2021-10-09,01,Alabama,13
2021-10-16,01,Alabama,5
2021-10-23,01,Alabama,6
2021-10-30,01,Alabama,12
2021-11-06,01,Alabama,9
2021-11-13,01,Alabama,15
2021-11-20,01,Alabama,16
2021-11-27,01,Alabama,10
2021-12-04,01,Alabama,23
2021-12-11,01,Alabama,17
2021-12-18,01,Alabama,23
2021-12-25,01,Alabama,17
2022-01-01,01,Alabama,69
2022-01-08,01,Alabama,32
2022-01-15,01,Alabama,15
2022-01-22,01,Alabama,18
2022-01-29,01,Alabama,41
2022-02-05,01,Alabama,5
2022-02-12,01,Alabama,9
2022-02-19,01,Alabama,21
2022-02-26,01,Alabama,10
2022-03-05,01,Alabama,26
2022-03-12,01,Alabama,35
2022-03-19,01,Alabama,23
2022-03-26,01,Alabama,17
2022-04-02,01,Alabama,25
2022-04-09,01,Alabama,21
2022-04-16,01,Alabama,11
2022-04-23,01,Alabama,25
2022-04-30,01,Alabama,8
2022-05-07,01,Alabama,19
2022-05-14,01,Alabama,12
2022-05-21,01,Alabama,15
2022-05-28,01,Alabama,13
2022-06-04,01,Alabama,13
2022-06-11,01,Alabama,15
2022-06-18,01,Alabama,15
2022-06-25,01,Alabama,7
2022-07-02,01,Alabama,8
2022-07-09,01,Alabama,15
2022-07-16,01,Alabama,33
2022-07-23,01,Alabama,5
2022-07-30,01,Alabama,9
2022-08-06,01,Alabama,9
2022-08-13,01,Alabama,7
2022-08-20,01,Alabama,5
2022-08-27,01,Alabama,10
2022-09-03,01,Alabama,13
2022-09-10,01,Alabama,12
2022-09-17,01,Alabama,22
2022-09-24,01,Alabama,19
2022-10-01,01,Alabama,28
2022-10-08,01,Alabama,42
2022-10-15,01,Alabama,87
2022-10-22,01,Alabama,140
2022-10-29,01,Alabama,269
2022-11-05,01,Alabama,399
2022-11-12,01,Alabama,348
2022-11-19,01,Alabama,258
2022-11-26,01,Alabama,268
2022-12-03,01,Alabama,417
2022-12-10,01,Alabama,254
2022-12-17,01,Alabama,174
2022-12-24,01,Alabama,151
2022-12-31,01,Alabama,147
2023-01-07,01,Alabama,123
2023-01-14,01,Alabama,99
2023-01-21,01,Alabama,57
2023-01-28,01,Alabama,42
2023-02-04,01,Alabama,35
2023-02-11,01,Alabama,29
2023-02-18,01,Alabama,30
2023-02-25,01,Alabama,29
2023-03-04,01,Alabama,15
2023-03-11,01,Alabama,17
2023-03-18,01,Alabama,22
2023-03-25,01,Alabama,19
2023-04-01,01,Alabama,27
2023-04-08,01,Alabama,17
2023-04-15,01,Alabama,16
2023-04-22,01,Alabama,20
2023-04-29,01,Alabama,11
2023-05-06,01,Alabama,4
2023-05-13,01,Alabama,14
2023-05-20,01,Alabama,10
2023-05-27,01,Alabama,11
2023-06-03,01,Alabama,25
2023-06-10,01,Alabama,14
2023-06-17,01,Alabama,5
2023-06-24,01,Alabama,11
2023-07-01,01,Alabama,11
2023-07-08,01,Alabama,3
2023-07-15,01,Alabama,14
2023-07-22,01,Alabama,15
2023-07-29,01,Alabama,30
2023-08-05,01,Alabama,13
2023-08-12,01,Alabama,9
2023-08-19,01,Alabama,7
2023-08-26,01,Alabama,12
2023-09-02,01,Alabama,12
2023-09-09,01,Alabama,5
2023-09-16,01,Alabama,20
2023-09-23,01,Alabama,8
2023-09-30,01,Alabama,20
2023-10-07,01,Alabama,20
2023-10-14,01,Alabama,24
2023-10-21,01,Alabama,30
2023-10-28,01,Alabama,30
2023-11-04,01,Alabama,37
2023-11-11,01,Alabama,56
2023-11-18,01,Alabama,73
2023-11-25,01,Alabama,71
2023-12-02,01,Alabama,84
2023-12-09,01,Alabama,110
2023-12-16,01,Alabama,143
2023-12-23,01,Alabama,269
2023-12-30,01,Alabama,318
2024-01-06,01,Alabama,348
2024-01-13,01,Alabama,226
2024-01-20,01,Alabama,169
2024-01-27,01,Alabama,140
2024-02-03,01,Alabama,103
2024-02-10,01,Alabama,109
2024-02-17,01,Alabama,120
2024-02-24,01,Alabama,87
2024-03-02,01,Alabama,81
2024-03-09,01,Alabama,84
2024-03-16,01,Alabama,64
2024-03-23,01,Alabama,69
2024-03-30,01,Alabama,60
2024-04-06,01,Alabama,39
2024-04-13,01,Alabama,19
2024-04-20,01,Alabama,17
2024-11-02,01,Alabama,13
2024-11-09,01,Alabama,32
2024-11-16,01,Alabama,44
2024-11-23,01,Alabama,50
2024-11-30,01,Alabama,65
2024-12-07,01,Alabama,102
2024-12-14,01,Alabama,193
2024-12-21,01,Alabama,432
2024-12-28,01,Alabama,661
2025-01-04,01,Alabama,684
2025-01-11,01,Alabama,473
2025-01-18,01,Alabama,488
2025-01-25,01,Alabama,626
2025-02-01,01,Alabama,734
2025-02-08,01,Alabama,660
2025-02-15,01,Alabama,415
2025-02-22,01,Alabama,286
2025-03-01,01,Alabama,329
2025-03-08,01,Alabama,314
2025-03-15,01,Alabama,272
2025-03-22,01,Alabama,192
2025-03-29,01,Alabama,169
2025-04-05,01,Alabama,85
2025-04-12,01,Alabama,54
2025-04-19,01,Alabama,49
2025-04-26,01,Alabama,35
2025-05-03,01,Alabama,27
2025-05-10,01,Alabama,33
2025-05-17,01,Alabama,37
2025-05-24,01,Alabama,28
2025-05-31,01,Alabama,11
2025-06-07,01,Alabama,14
2025-06-14,01,Alabama,18
2025-06-21,01,Alabama,22
2025-06-28,01,Alabama,27
2025-07-05,01,Alabama,15
2025-07-12,01,Alabama,11
2025-07-19,01,Alabama,13
2025-07-26,01,Alabama,16
2025-08-02,01,Alabama,19
2025-08-09,01,Alabama,17
2025-08-16,01,Alabama,27
2025-08-23,01,Alabama,24
2025-08-30,01,Alabama,29
2025-09-06,01,Alabama,23
2025-09-13,01,Alabama,31
2025-09-20,01,Alabama,15
2025-09-27,01,Alabama,18
2025-10-04,01,Alabama,21
2025-10-11,01,Alabama,14
2025-10-18,01,Alabama,12
2025-10-25,01,Alabama,11
2025-11-01,01,Alabama,15
2025-11-08,01,Alabama,18
2025-11-15,01,Alabama,31
2025-11-22,01,Alabama,37
2025-11-29,01,Alabama,46
2025-12-06,01,Alabama,62
2020-08-08,05,Arkansas,NA
2020-08-15,05,Arkansas,NA
2020-08-22,05,Arkansas,NA
2020-08-29,05,Arkansas,NA
2020-09-05,05,Arkansas,NA
2020-09-12,05,Arkansas,NA
2020-09-19,05,Arkansas,NA
2020-09-26,05,Arkansas,NA
2020-10-03,05,Arkansas,NA
2020-10-10,05,Arkansas,NA
2020-10-17,05,Arkansas,0
2020-10-24,05,Arkansas,4
2020-10-31,05,Arkansas,8
2020-11-07,05,Arkansas,14
2020-11-14,05,Arkansas,10
2020-11-21,05,Arkansas,6
2020-11-28,05,Arkansas,13
2020-12-05,05,Arkansas,6
2020-12-12,05,Arkansas,12
2020-12-19,05,Arkansas,11
2020-12-26,05,Arkansas,9
2021-01-02,05,Arkansas,20
2021-01-09,05,Arkansas,20
2021-01-16,05,Arkansas,17
2021-01-23,05,Arkansas,13
2021-01-30,05,Arkansas,21
2021-02-06,05,Arkansas,9
2021-02-13,05,Arkansas,19
2021-02-20,05,Arkansas,16
2021-02-27,05,Arkansas,10
2021-03-06,05,Arkansas,10
2021-03-13,05,Arkansas,21
2021-03-20,05,Arkansas,13
2021-03-27,05,Arkansas,14
2021-04-03,05,Arkansas,11
2021-04-10,05,Arkansas,14
2021-04-17,05,Arkansas,16
2021-04-24,05,Arkansas,18
2021-05-01,05,Arkansas,15
2021-05-08,05,Arkansas,6
2021-05-15,05,Arkansas,6
2021-05-22,05,Arkansas,3
2021-05-29,05,Arkansas,1
2021-06-05,05,Arkansas,7
2021-06-12,05,Arkansas,1
2021-06-19,05,Arkansas,4
2021-06-26,05,Arkansas,4
2021-07-03,05,Arkansas,2
2021-07-10,05,Arkansas,1
2021-07-17,05,Arkansas,1
2021-07-24,05,Arkansas,1
2021-07-31,05,Arkansas,0
2021-08-07,05,Arkansas,3
2021-08-14,05,Arkansas,2
2021-08-21,05,Arkansas,3
2021-08-28,05,Arkansas,5
2021-09-04,05,Arkansas,2
2021-09-11,05,Arkansas,0
2021-09-18,05,Arkansas,2
2021-09-25,05,Arkansas,3
2021-10-02,05,Arkansas,0
2021-10-09,05,Arkansas,3
2021-10-16,05,Arkansas,4
2021-10-23,05,Arkansas,3
2021-10-30,05,Arkansas,3
2021-11-06,05,Arkansas,3
2021-11-13,05,Arkansas,6
2021-11-20,05,Arkansas,9
2021-11-27,05,Arkansas,2
2021-12-04,05,Arkansas,12
2021-12-11,05,Arkansas,11
2021-12-18,05,Arkansas,13
2021-12-25,05,Arkansas,11
2022-01-01,05,Arkansas,28
2022-01-08,05,Arkansas,35
2022-01-15,05,Arkansas,30
2022-01-22,05,Arkansas,19
2022-01-29,05,Arkansas,13
2022-02-05,05,Arkansas,16
2022-02-12,05,Arkansas,23
2022-02-19,05,Arkansas,22
2022-02-26,05,Arkansas,37
2022-03-05,05,Arkansas,57
2022-03-12,05,Arkansas,60
2022-03-19,05,Arkansas,62
2022-03-26,05,Arkansas,74
2022-04-02,05,Arkansas,56
2022-04-09,05,Arkansas,74
2022-04-16,05,Arkansas,43
2022-04-23,05,Arkansas,34
2022-04-30,05,Arkansas,33
2022-05-07,05,Arkansas,17
2022-05-14,05,Arkansas,28
2022-05-21,05,Arkansas,15
2022-05-28,05,Arkansas,14
2022-06-04,05,Arkansas,17
2022-06-11,05,Arkansas,19
2022-06-18,05,Arkansas,10
2022-06-25,05,Arkansas,16
2022-07-02,05,Arkansas,8
2022-07-09,05,Arkansas,5
2022-07-16,05,Arkansas,19
2022-07-23,05,Arkansas,10
2022-07-30,05,Arkansas,1
2022-08-06,05,Arkansas,3
2022-08-13,05,Arkansas,7
2022-08-20,05,Arkansas,3
2022-08-27,05,Arkansas,3
2022-09-03,05,Arkansas,6
2022-09-10,05,Arkansas,6
2022-09-17,05,Arkansas,5
2022-09-24,05,Arkansas,7
2022-10-01,05,Arkansas,10
2022-10-08,05,Arkansas,22
2022-10-15,05,Arkansas,37
2022-10-22,05,Arkansas,47
2022-10-29,05,Arkansas,77
2022-11-05,05,Arkansas,134
2022-11-12,05,Arkansas,203
2022-11-19,05,Arkansas,214
2022-11-26,05,Arkansas,407
2022-12-03,05,Arkansas,466
2022-12-10,05,Arkansas,346
2022-12-17,05,Arkansas,251
2022-12-24,05,Arkansas,201
2022-12-31,05,Arkansas,204
2023-01-07,05,Arkansas,158
2023-01-14,05,Arkansas,105
2023-01-21,05,Arkansas,65
2023-01-28,05,Arkansas,44
2023-02-04,05,Arkansas,20
2023-02-11,05,Arkansas,33
2023-02-18,05,Arkansas,25
2023-02-25,05,Arkansas,30
2023-03-04,05,Arkansas,33
2023-03-11,05,Arkansas,23
2023-03-18,05,Arkansas,15
2023-03-25,05,Arkansas,18
2023-04-01,05,Arkansas,27
2023-04-08,05,Arkansas,15
2023-04-15,05,Arkansas,17
2023-04-22,05,Arkansas,8
2023-04-29,05,Arkansas,11
2023-05-06,05,Arkansas,9
2023-05-13,05,Arkansas,12
2023-05-20,05,Arkansas,9
2023-05-27,05,Arkansas,14
2023-06-03,05,Arkansas,6
2023-06-10,05,Arkansas,1
2023-06-17,05,Arkansas,5
2023-06-24,05,Arkansas,12
2023-07-01,05,Arkansas,6
2023-07-08,05,Arkansas,4
2023-07-15,05,Arkansas,8
2023-07-22,05,Arkansas,6
2023-07-29,05,Arkansas,5
2023-08-05,05,Arkansas,11
2023-08-12,05,Arkansas,10
2023-08-19,05,Arkansas,7
2023-08-26,05,Arkansas,9
2023-09-02,05,Arkansas,6
2023-09-09,05,Arkansas,8
2023-09-16,05,Arkansas,7
2023-09-23,05,Arkansas,6
2023-09-30,05,Arkansas,10
2023-10-07,05,Arkansas,17
2023-10-14,05,Arkansas,15
2023-10-21,05,Arkansas,18
2023-10-28,05,Arkansas,13
2023-11-04,05,Arkansas,18
2023-11-11,05,Arkansas,24
2023-11-18,05,Arkansas,17
2023-11-25,05,Arkansas,57
2023-12-02,05,Arkansas,24
2023-12-09,05,Arkansas,41
2023-12-16,05,Arkansas,53
2023-12-23,05,Arkansas,96
2023-12-30,05,Arkansas,187
2024-01-06,05,Arkansas,234
2024-01-13,05,Arkansas,223
2024-01-20,05,Arkansas,227
2024-01-27,05,Arkansas,275
2024-02-03,05,Arkansas,245
2024-02-10,05,Arkansas,291
2024-02-17,05,Arkansas,258
2024-02-24,05,Arkansas,275
2024-03-02,05,Arkansas,278
2024-03-09,05,Arkansas,247
2024-03-16,05,Arkansas,190
2024-03-23,05,Arkansas,103
2024-03-30,05,Arkansas,82
2024-04-06,05,Arkansas,60
2024-04-13,05,Arkansas,47
2024-04-20,05,Arkansas,30
2024-11-02,05,Arkansas,6
2024-11-09,05,Arkansas,11
2024-11-16,05,Arkansas,13
2024-11-23,05,Arkansas,8
2024-11-30,05,Arkansas,12
2024-12-07,05,Arkansas,32
2024-12-14,05,Arkansas,42
2024-12-21,05,Arkansas,59
2024-12-28,05,Arkansas,127
2025-01-04,05,Arkansas,212
2025-01-11,05,Arkansas,158
2025-01-18,05,Arkansas,223
2025-01-25,05,Arkansas,388
2025-02-01,05,Arkansas,551
2025-02-08,05,Arkansas,752
2025-02-15,05,Arkansas,543
2025-02-22,05,Arkansas,392
2025-03-01,05,Arkansas,363
2025-03-08,05,Arkansas,325
2025-03-15,05,Arkansas,229
2025-03-22,05,Arkansas,164
2025-03-29,05,Arkansas,111
2025-04-05,05,Arkansas,71
2025-04-12,05,Arkansas,32
2025-04-19,05,Arkansas,29
2025-04-26,05,Arkansas,24
2025-05-03,05,Arkansas,21
2025-05-10,05,Arkansas,13
2025-05-17,05,Arkansas,13
2025-05-24,05,Arkansas,14
2025-05-31,05,Arkansas,14
2025-06-07,05,Arkansas,14
2025-06-14,05,Arkansas,12
2025-06-21,05,Arkansas,14
2025-06-28,05,Arkansas,20
2025-07-05,05,Arkansas,5
2025-07-12,05,Arkansas,8
2025-07-19,05,Arkansas,4
2025-07-26,05,Arkansas,4
2025-08-02,05,Arkansas,2
2025-08-09,05,Arkansas,2
2025-08-16,05,Arkansas,4
2025-08-23,05,Arkansas,2
2025-08-30,05,Arkansas,1
2025-09-06,05,Arkansas,2
2025-09-13,05,Arkansas,1
2025-09-20,05,Arkansas,3
2025-09-27,05,Arkansas,9
2025-10-04,05,Arkansas,4
2025-10-11,05,Arkansas,5
2025-10-18,05,Arkansas,2
2025-10-25,05,Arkansas,3
2025-11-01,05,Arkansas,9
2025-11-08,05,Arkansas,9
2025-11-15,05,Arkansas,13
2025-11-22,05,Arkansas,17
2025-11-29,05,Arkansas,78
2025-12-06,05,Arkansas,51
2020-08-08,60,American Samoa,NA
2020-08-15,60,American Samoa,NA
2020-08-22,60,American Samoa,NA
2020-08-29,60,American Samoa,NA
2020-09-05,60,American Samoa,NA
2020-09-12,60,American Samoa,NA
2020-09-19,60,American Samoa,NA
2020-09-26,60,American Samoa,NA
2020-10-03,60,American Samoa,NA
2020-10-10,60,American Samoa,NA
2020-10-17,60,American Samoa,NA
2020-10-24,60,American Samoa,NA
2020-10-31,60,American Samoa,NA
2020-11-07,60,American Samoa,NA
2020-11-14,60,American Samoa,NA
2020-11-21,60,American Samoa,NA
2020-11-28,60,American Samoa,NA
2020-12-05,60,American Samoa,NA
2020-12-12,60,American Samoa,NA
2020-12-19,60,American Samoa,NA
2020-12-26,60,American Samoa,NA
2021-01-02,60,American Samoa,NA
2021-01-09,60,American Samoa,NA
2021-01-16,60,American Samoa,NA
2021-01-23,60,American Samoa,NA
2021-01-30,60,American Samoa,NA
2021-02-06,60,American Samoa,NA
2021-02-13,60,American Samoa,NA
2021-02-20,60,American Samoa,NA
2021-02-27,60,American Samoa,NA
2021-03-06,60,American Samoa,NA
2021-03-13,60,American Samoa,NA
2021-03-20,60,American Samoa,NA
2021-03-27,60,American Samoa,NA
2021-04-03,60,American Samoa,NA
2021-04-10,60,American Samoa,NA
2021-04-17,60,American Samoa,NA
2021-04-24,60,American Samoa,NA
2021-05-01,60,American Samoa,NA
2021-05-08,60,American Samoa,NA
2021-05-15,60,American Samoa,NA
2021-05-22,60,American Samoa,NA
2021-05-29,60,American Samoa,NA
2021-06-05,60,American Samoa,NA
2021-06-12,60,American Samoa,NA
2021-06-19,60,American Samoa,NA
2021-06-26,60,American Samoa,NA
2021-07-03,60,American Samoa,NA
2021-07-10,60,American Samoa,NA
2021-07-17,60,American Samoa,NA
2021-07-24,60,American Samoa,NA
2021-07-31,60,American Samoa,NA
2021-08-07,60,American Samoa,NA
2021-08-14,60,American Samoa,NA
2021-08-21,60,American Samoa,NA
2021-08-28,60,American Samoa,0
2021-09-04,60,American Samoa,0
2021-09-11,60,American Samoa,0
2021-09-18,60,American Samoa,0
2021-09-25,60,American Samoa,0
2021-10-02,60,American Samoa,0
2021-10-09,60,American Samoa,0
2021-10-16,60,American Samoa,0
2021-10-23,60,American Samoa,0
2021-10-30,60,American Samoa,0
2021-11-06,60,American Samoa,0
2021-11-13,60,American Samoa,0
2021-11-20,60,American Samoa,0
2021-11-27,60,American Samoa,0
2021-12-04,60,American Samoa,0
2021-12-11,60,American Samoa,0
2021-12-18,60,American Samoa,0
2021-12-25,60,American Samoa,0
2022-01-01,60,American Samoa,0
2022-01-08,60,American Samoa,0
2022-01-15,60,American Samoa,0
2022-01-22,60,American Samoa,0
2022-01-29,60,American Samoa,0
2022-02-05,60,American Samoa,0
2022-02-12,60,American Samoa,0
2022-02-19,60,American Samoa,0
2022-02-26,60,American Samoa,0
2022-03-05,60,American Samoa,0
2022-03-12,60,American Samoa,0
2022-03-19,60,American Samoa,0
2022-03-26,60,American Samoa,0
2022-04-02,60,American Samoa,0
2022-04-09,60,American Samoa,0
2022-04-16,60,American Samoa,0
2022-04-23,60,American Samoa,0
