"target","target_end_date","location","observation","weekly_rate"
"wk inc flu hosp",2024-11-02,"55",5,0.0845887001339039
"wk inc flu hosp",2024-11-02,"54",0,0
"wk inc flu hosp",2024-11-02,"56",0,0
"wk inc flu hosp",2024-11-09,"02",5,0.681750626528826
"wk inc flu hosp",2024-11-09,"01",32,0.626410892659012
"wk inc flu hosp",2024-11-09,"05",11,0.358571087696057
"wk inc flu hosp",2024-11-09,"04",262,3.5256072118314
"wk inc flu hosp",2024-11-09,"06",159,0.40805649288071
"wk inc flu hosp",2024-11-09,"08",20,0.340274363219064
"wk inc flu hosp",2024-11-09,"09",4,0.110583504922072
"wk inc flu hosp",2024-11-09,"11",3,0.44184443541118
"wk inc flu hosp",2024-11-09,"10",1,0.0969095543129597
"wk inc flu hosp",2024-11-09,"12",360,1.59216470979304
"wk inc flu hosp",2024-11-09,"13",41,0.371739560714454
"wk inc flu hosp",2024-11-09,"15",7,0.48775797170725
"wk inc flu hosp",2024-11-09,"19",4,0.124727003770497
"wk inc flu hosp",2024-11-09,"16",8,0.407181459399428
"wk inc flu hosp",2024-11-09,"17",36,0.286859698276188
"wk inc flu hosp",2024-11-09,"18",28,0.40803246889226
"wk inc flu hosp",2024-11-09,"20",7,0.238051028618495
"wk inc flu hosp",2024-11-09,"21",16,0.35350100769881
"wk inc flu hosp",2024-11-09,"22",85,1.85843167169864
"wk inc flu hosp",2024-11-09,"25",30,0.42848579262516
"wk inc flu hosp",2024-11-09,"24",9,0.145625106286102
"wk inc flu hosp",2024-11-09,"23",1,0.0716475057353828
"wk inc flu hosp",2024-11-09,"26",36,0.35866358362107
"wk inc flu hosp",2024-11-09,"27",17,0.296274866393106
"wk inc flu hosp",2024-11-09,"29",30,0.484171153857327
"wk inc flu hosp",2024-11-09,"28",23,0.782395422646606
"wk inc flu hosp",2024-11-09,"30",0,0
"wk inc flu hosp",2024-11-09,"37",27,0.24918114001479
"wk inc flu hosp",2024-11-09,"38",0,0
"wk inc flu hosp",2024-11-09,"31",4,0.202185728821424
"wk inc flu hosp",2024-11-09,"33",5,0.356619645177718
"wk inc flu hosp",2024-11-09,"34",30,0.322898648249389
"wk inc flu hosp",2024-11-09,"35",16,0.75672623205672
"wk inc flu hosp",2024-11-09,"32",25,0.782674467530906
"wk inc flu hosp",2024-11-09,"36",55,0.281024950110407
"wk inc flu hosp",2024-11-09,"39",24,0.203632550154061
"wk inc flu hosp",2024-11-09,"40",13,0.320684864463775
"wk inc flu hosp",2024-11-09,"41",25,0.59054774011553
"wk inc flu hosp",2024-11-09,"42",142,1.09553674472675
"wk inc flu hosp",2024-11-09,"72",119,3.7121481764774
"wk inc flu hosp",2024-11-09,"44",3,0.273732118449362
"wk inc flu hosp",2024-11-09,"45",21,0.390802736735736
"wk inc flu hosp",2024-11-09,"46",2,0.217552577019051
"wk inc flu hosp",2024-11-09,"47",80,1.12257241960242
"wk inc flu hosp",2024-11-09,"48",182,0.596656735610352
"wk inc flu hosp",2024-11-09,"US",2081,0.621351881050259
"wk inc flu hosp",2024-11-09,"49",7,0.204814066864185
"wk inc flu hosp",2024-11-09,"51",26,0.29831230958209
"wk inc flu hosp",2024-11-09,"50",0,0
"wk inc flu hosp",2024-11-09,"53",14,0.17919128413594
"wk inc flu hosp",2024-11-09,"55",12,0.203012880321369
"wk inc flu hosp",2024-11-09,"54",6,0.338969453767674
"wk inc flu hosp",2024-11-09,"56",5,0.856080827727431
"wk inc flu hosp",2024-11-16,"02",9,1.22715112775189
"wk inc flu hosp",2024-11-16,"01",44,0.861314977406142
"wk inc flu hosp",2024-11-16,"05",13,0.423765830913522
"wk inc flu hosp",2024-11-16,"04",329,4.42719378890279
"wk inc flu hosp",2024-11-16,"06",313,0.803281020576492
"wk inc flu hosp",2024-11-16,"08",29,0.493397826667642
"wk inc flu hosp",2024-11-16,"09",5,0.13822938115259
"wk inc flu hosp",2024-11-16,"11",1,0.147281478470393
"wk inc flu hosp",2024-11-16,"10",4,0.387638217251839
"wk inc flu hosp",2024-11-16,"12",375,1.65850490603442
"wk inc flu hosp",2024-11-16,"13",44,0.398940016376488
"wk inc flu hosp",2024-11-16,"15",15,1.04519565365839
"wk inc flu hosp",2024-11-16,"19",5,0.155908754713122
"wk inc flu hosp",2024-11-16,"16",12,0.610772189099142
"wk inc flu hosp",2024-11-16,"17",34,0.270923048371956
"wk inc flu hosp",2024-11-16,"18",26,0.378887292542813
"wk inc flu hosp",2024-11-16,"20",11,0.374080187829063
"wk inc flu hosp",2024-11-16,"21",18,0.397688633661161
"wk inc flu hosp",2024-11-16,"22",84,1.83656776967866
"wk inc flu hosp",2024-11-16,"25",16,0.228525756066752
"wk inc flu hosp",2024-11-16,"24",11,0.177986241016347
"wk inc flu hosp",2024-11-16,"23",0,0
"wk inc flu hosp",2024-11-16,"26",46,0.458292356849144
"wk inc flu hosp",2024-11-16,"27",8,0.139423466537932
"wk inc flu hosp",2024-11-16,"29",29,0.468032115395416
"wk inc flu hosp",2024-11-16,"28",24,0.816412614935588
"wk inc flu hosp",2024-11-16,"30",4,0.353103604128487
"wk inc flu hosp",2024-11-16,"37",38,0.350699382243038
"wk inc flu hosp",2024-11-16,"38",1,0.127563060799106
"wk inc flu hosp",2024-11-16,"31",6,0.303278593232136
"wk inc flu hosp",2024-11-16,"33",6,0.427943574213261
"wk inc flu hosp",2024-11-16,"34",37,0.398241666174246
"wk inc flu hosp",2024-11-16,"35",21,0.993203179574446
"wk inc flu hosp",2024-11-16,"32",43,1.34620008415316
"wk inc flu hosp",2024-11-16,"36",63,0.321901306490103
"wk inc flu hosp",2024-11-16,"39",40,0.339387583590101
"wk inc flu hosp",2024-11-16,"40",13,0.320684864463775
"wk inc flu hosp",2024-11-16,"41",35,0.826766836161742
"wk inc flu hosp",2024-11-16,"42",111,0.8563702722864
"wk inc flu hosp",2024-11-16,"72",204,6.36368258824696
"wk inc flu hosp",2024-11-16,"44",0,0
"wk inc flu hosp",2024-11-16,"45",13,0.241925503693551
"wk inc flu hosp",2024-11-16,"46",0,0
"wk inc flu hosp",2024-11-16,"47",94,1.31902259303284
"wk inc flu hosp",2024-11-16,"48",223,0.731068417808289
"wk inc flu hosp",2024-11-16,"US",2535,0.756908706613362
"wk inc flu hosp",2024-11-16,"49",10,0.292591524091693
"wk inc flu hosp",2024-11-16,"51",26,0.29831230958209
"wk inc flu hosp",2024-11-16,"50",3,0.463346224654962
"wk inc flu hosp",2024-11-16,"53",22,0.281586303642191
"wk inc flu hosp",2024-11-16,"55",6,0.101506440160685
"wk inc flu hosp",2024-11-16,"54",4,0.225979635845116
"wk inc flu hosp",2024-11-16,"56",4,0.684864662181945
"wk inc flu hosp",2024-11-23,"02",5,0.681750626528826
"wk inc flu hosp",2024-11-23,"01",50,0.978767019779707
"wk inc flu hosp",2024-11-23,"05",8,0.26077897286986
"wk inc flu hosp",2024-11-23,"04",475,6.39184513595387
"wk inc flu hosp",2024-11-23,"06",479,1.2293022647161
"wk inc flu hosp",2024-11-23,"08",31,0.527425262989549
"wk inc flu hosp",2024-11-23,"09",4,0.110583504922072
"wk inc flu hosp",2024-11-23,"11",8,1.17825182776315
"wk inc flu hosp",2024-11-23,"10",7,0.678366880190718
"wk inc flu hosp",2024-11-23,"12",423,1.87079353400682
"wk inc flu hosp",2024-11-23,"13",47,0.426140472038521
"wk inc flu hosp",2024-11-23,"15",8,0.557437681951143
"wk inc flu hosp",2024-11-23,"19",4,0.124727003770497
"wk inc flu hosp",2024-11-23,"16",31,1.57782815517278
"wk inc flu hosp",2024-11-23,"17",86,0.685275945882006
"wk inc flu hosp",2024-11-23,"18",32,0.466322821591155
"wk inc flu hosp",2024-11-23,"20",17,0.578123926644916
"wk inc flu hosp",2024-11-23,"21",20,0.441876259623513
"wk inc flu hosp",2024-11-23,"22",78,1.70538435755876
"wk inc flu hosp",2024-11-23,"25",45,0.64272868893774
"wk inc flu hosp",2024-11-23,"24",16,0.258889077841959
"wk inc flu hosp",2024-11-23,"23",0,0
"wk inc flu hosp",2024-11-23,"26",56,0.557921130077219
"wk inc flu hosp",2024-11-23,"27",11,0.191707266489657
"wk inc flu hosp",2024-11-23,"29",40,0.645561538476436
"wk inc flu hosp",2024-11-23,"28",35,1.1906017301144
"wk inc flu hosp",2024-11-23,"30",1,0.0882759010321218
"wk inc flu hosp",2024-11-23,"37",31,0.286096864461426
"wk inc flu hosp",2024-11-23,"38",3,0.382689182397318
"wk inc flu hosp",2024-11-23,"31",4,0.202185728821424
"wk inc flu hosp",2024-11-23,"33",11,0.784563219390979
"wk inc flu hosp",2024-11-23,"34",47,0.505874548924042
"wk inc flu hosp",2024-11-23,"35",28,1.32427090609926
"wk inc flu hosp",2024-11-23,"32",47,1.4714279989581
"wk inc flu hosp",2024-11-23,"36",103,0.52628308838858
"wk inc flu hosp",2024-11-23,"39",40,0.339387583590101
"wk inc flu hosp",2024-11-23,"40",14,0.345352930960989
"wk inc flu hosp",2024-11-23,"41",62,1.46455839548651
"wk inc flu hosp",2024-11-23,"42",134,1.03381636474214
"wk inc flu hosp",2024-11-23,"72",96,2.99467415917504
"wk inc flu hosp",2024-11-23,"44",2,0.182488078966242
"wk inc flu hosp",2024-11-23,"45",12,0.223315849563278
"wk inc flu hosp",2024-11-23,"46",0,0
"wk inc flu hosp",2024-11-23,"47",58,0.813865004211751
"wk inc flu hosp",2024-11-23,"48",273,0.894985103415529
"wk inc flu hosp",2024-11-23,"US",3099,0.925309696960477
"wk inc flu hosp",2024-11-23,"49",20,0.585183048183387
"wk inc flu hosp",2024-11-23,"51",35,0.401574262898967
"wk inc flu hosp",2024-11-23,"50",0,0
"wk inc flu hosp",2024-11-23,"53",29,0.371181945710161
"wk inc flu hosp",2024-11-23,"55",18,0.304519320482054
"wk inc flu hosp",2024-11-23,"54",4,0.225979635845116
"wk inc flu hosp",2024-11-23,"56",8,1.36972932436389
"wk inc flu hosp",2024-11-30,"02",9,1.22715112775189
"wk inc flu hosp",2024-11-30,"01",65,1.27239712571362
"wk inc flu hosp",2024-11-30,"05",12,0.391168459304789
"wk inc flu hosp",2024-11-30,"04",541,7.27997519694957
"wk inc flu hosp",2024-11-30,"06",693,1.77851037463102
"wk inc flu hosp",2024-11-30,"08",67,1.13991911678386
"wk inc flu hosp",2024-11-30,"09",10,0.27645876230518
"wk inc flu hosp",2024-11-30,"11",6,0.883688870822361
"wk inc flu hosp",2024-11-30,"10",5,0.484547771564799
"wk inc flu hosp",2024-11-30,"12",605,2.6757212484022
"wk inc flu hosp",2024-11-30,"13",56,0.507741839024621
"wk inc flu hosp",2024-11-30,"15",14,0.975515943414501
"wk inc flu hosp",2024-11-30,"19",4,0.124727003770497
"wk inc flu hosp",2024-11-30,"16",63,3.20655399277049
"wk inc flu hosp",2024-11-30,"17",83,0.661370971025656
"wk inc flu hosp",2024-11-30,"18",41,0.597476115163667
"wk inc flu hosp",2024-11-30,"20",20,0.680145796052842
"wk inc flu hosp",2024-11-30,"21",24,0.530251511548215
"wk inc flu hosp",2024-11-30,"22",141,3.08281018481775
"wk inc flu hosp",2024-11-30,"25",63,0.899820164512835
"wk inc flu hosp",2024-11-30,"24",21,0.339791914667571
"wk inc flu hosp",2024-11-30,"23",2,0.143295011470766
"wk inc flu hosp",2024-11-30,"26",65,0.647587025982487
"wk inc flu hosp",2024-11-30,"27",18,0.313702799710348
"wk inc flu hosp",2024-11-30,"29",41,0.661700576938347
"wk inc flu hosp",2024-11-30,"28",28,0.95248138409152
"wk inc flu hosp",2024-11-30,"30",2,0.176551802064244
"wk inc flu hosp",2024-11-30,"37",43,0.396844037801333
"wk inc flu hosp",2024-11-30,"38",1,0.127563060799106
"wk inc flu hosp",2024-11-30,"31",11,0.556010754258916
"wk inc flu hosp",2024-11-30,"33",14,0.99853500649761
"wk inc flu hosp",2024-11-30,"34",67,0.721140314423635
"wk inc flu hosp",2024-11-30,"35",55,2.60124642269498
"wk inc flu hosp",2024-11-30,"32",61,1.90972570077541
"wk inc flu hosp",2024-11-30,"36",145,0.740883959381982
"wk inc flu hosp",2024-11-30,"39",55,0.466657927436389
"wk inc flu hosp",2024-11-30,"40",40,0.98672265988854
"wk inc flu hosp",2024-11-30,"41",80,1.8897527683697
"wk inc flu hosp",2024-11-30,"42",115,0.887230462278703
"wk inc flu hosp",2024-11-30,"72",279,8.70327177510247
"wk inc flu hosp",2024-11-30,"44",6,0.547464236898725
"wk inc flu hosp",2024-11-30,"45",18,0.334973774344917
"wk inc flu hosp",2024-11-30,"46",5,0.543881442547628
"wk inc flu hosp",2024-11-30,"47",60,0.841929314701812
"wk inc flu hosp",2024-11-30,"48",403,1.32116848599435
"wk inc flu hosp",2024-11-30,"US",4298,1.28331109310621
"wk inc flu hosp",2024-11-30,"49",20,0.585183048183387
"wk inc flu hosp",2024-11-30,"51",46,0.527783316952928
"wk inc flu hosp",2024-11-30,"50",3,0.463346224654962
"wk inc flu hosp",2024-11-30,"53",46,0.588771362160945
"wk inc flu hosp",2024-11-30,"55",12,0.203012880321369
"wk inc flu hosp",2024-11-30,"54",3,0.169484726883837
"wk inc flu hosp",2024-11-30,"56",7,1.1985131588184
"wk inc flu hosp",2024-12-07,"02",17,2.31795213019801
"wk inc flu hosp",2024-12-07,"01",102,1.9966847203506
"wk inc flu hosp",2024-12-07,"05",32,1.04311589147944
"wk inc flu hosp",2024-12-07,"04",829,11.155451826749
"wk inc flu hosp",2024-12-07,"06",1064,2.73064219135268
"wk inc flu hosp",2024-12-07,"08",90,1.53123463448579
"wk inc flu hosp",2024-12-07,"09",13,0.359396390996733
"wk inc flu hosp",2024-12-07,"11",2,0.294562956940787
"wk inc flu hosp",2024-12-07,"10",15,1.4536433146944
"wk inc flu hosp",2024-12-07,"12",700,3.09587582459758
"wk inc flu hosp",2024-12-07,"13",88,0.797880032752975
"wk inc flu hosp",2024-12-07,"15",20,1.39359420487786
"wk inc flu hosp",2024-12-07,"19",13,0.405362762254116
"wk inc flu hosp",2024-12-07,"16",77,3.91912154671949
"wk inc flu hosp",2024-12-07,"17",106,0.844642444924332
"wk inc flu hosp",2024-12-07,"18",65,0.947218231357033
"wk inc flu hosp",2024-12-07,"20",35,1.19025514309247
"wk inc flu hosp",2024-12-07,"21",53,1.17097208800231
"wk inc flu hosp",2024-12-07,"22",160,3.49822432319745
"wk inc flu hosp",2024-12-07,"25",83,1.18547735959627
"wk inc flu hosp",2024-12-07,"24",37,0.59868099250953
"wk inc flu hosp",2024-12-07,"23",3,0.214942517206149
"wk inc flu hosp",2024-12-07,"26",91,0.906621836375481
"wk inc flu hosp",2024-12-07,"27",40,0.697117332689662
"wk inc flu hosp",2024-12-07,"29",54,0.871508076943189
"wk inc flu hosp",2024-12-07,"28",39,1.32667049927033
"wk inc flu hosp",2024-12-07,"30",2,0.176551802064244
"wk inc flu hosp",2024-12-07,"37",65,0.599880522257829
"wk inc flu hosp",2024-12-07,"38",2,0.255126121598212
"wk inc flu hosp",2024-12-07,"31",10,0.50546432205356
"wk inc flu hosp",2024-12-07,"33",16,1.1411828645687
"wk inc flu hosp",2024-12-07,"34",109,1.17319842197278
"wk inc flu hosp",2024-12-07,"35",103,4.87142511886514
"wk inc flu hosp",2024-12-07,"32",81,2.53586527480014
"wk inc flu hosp",2024-12-07,"36",275,1.40512475055204
"wk inc flu hosp",2024-12-07,"39",91,0.77210675266748
"wk inc flu hosp",2024-12-07,"40",40,0.98672265988854
"wk inc flu hosp",2024-12-07,"41",118,2.7873853333453
"wk inc flu hosp",2024-12-07,"42",176,1.35784835966132
"wk inc flu hosp",2024-12-07,"72",440,13.7255898962189
"wk inc flu hosp",2024-12-07,"44",10,0.912440394831208
"wk inc flu hosp",2024-12-07,"45",40,0.744386165210926
"wk inc flu hosp",2024-12-07,"46",1,0.108776288509526
"wk inc flu hosp",2024-12-07,"47",115,1.61369785317847
"wk inc flu hosp",2024-12-07,"48",530,1.73751686743674
"wk inc flu hosp",2024-12-07,"US",6307,1.88316497538875
"wk inc flu hosp",2024-12-07,"49",64,1.87258575418684
"wk inc flu hosp",2024-12-07,"51",68,0.78020142506085
"wk inc flu hosp",2024-12-07,"50",0,0
"wk inc flu hosp",2024-12-07,"53",78,0.998351440185949
"wk inc flu hosp",2024-12-07,"55",27,0.456778980723081
"wk inc flu hosp",2024-12-07,"54",13,0.734433816496626
"wk inc flu hosp",2024-12-07,"56",5,0.856080827727431
"wk inc flu hosp",2024-12-14,"02",25,3.40875313264413
"wk inc flu hosp",2024-12-14,"01",193,3.77804069634967
"wk inc flu hosp",2024-12-14,"05",42,1.36908960756676
"wk inc flu hosp",2024-12-14,"04",960,12.9182554326647
"wk inc flu hosp",2024-12-14,"06",1407,3.61091500303874
"wk inc flu hosp",2024-12-14,"08",129,2.19476964276296
"wk inc flu hosp",2024-12-14,"09",24,0.663501029532431
"wk inc flu hosp",2024-12-14,"11",6,0.883688870822361
"wk inc flu hosp",2024-12-14,"10",15,1.4536433146944
"wk inc flu hosp",2024-12-14,"12",872,3.8565767414987
"wk inc flu hosp",2024-12-14,"13",214,1.94029917055837
"wk inc flu hosp",2024-12-14,"15",34,2.36911014829236
"wk inc flu hosp",2024-12-14,"19",23,0.71718027168036
"wk inc flu hosp",2024-12-14,"16",107,5.44605201946735
"wk inc flu hosp",2024-12-14,"17",240,1.91239798850792
"wk inc flu hosp",2024-12-14,"18",140,2.0401623444613
"wk inc flu hosp",2024-12-14,"20",90,3.06065608223779
"wk inc flu hosp",2024-12-14,"21",79,1.74541122551287
"wk inc flu hosp",2024-12-14,"22",256,5.59715891711592
"wk inc flu hosp",2024-12-14,"25",126,1.79964032902567
"wk inc flu hosp",2024-12-14,"24",73,1.18118141765394
"wk inc flu hosp",2024-12-14,"23",2,0.143295011470766
"wk inc flu hosp",2024-12-14,"26",167,1.66380051290885
"wk inc flu hosp",2024-12-14,"27",92,1.60336986518622
"wk inc flu hosp",2024-12-14,"29",88,1.42023538464816
"wk inc flu hosp",2024-12-14,"28",61,2.07504872962795
"wk inc flu hosp",2024-12-14,"30",6,0.529655406192731
"wk inc flu hosp",2024-12-14,"37",173,1.59660508231699
"wk inc flu hosp",2024-12-14,"38",5,0.63781530399553
"wk inc flu hosp",2024-12-14,"31",19,0.960382211901764
"wk inc flu hosp",2024-12-14,"33",22,1.56912643878196
"wk inc flu hosp",2024-12-14,"34",174,1.87281215984646
"wk inc flu hosp",2024-12-14,"35",108,5.10790206638286
"wk inc flu hosp",2024-12-14,"32",113,3.5376885932397
"wk inc flu hosp",2024-12-14,"36",434,2.21754233359848
"wk inc flu hosp",2024-12-14,"39",152,1.28967281764238
"wk inc flu hosp",2024-12-14,"40",57,1.40607979034117
"wk inc flu hosp",2024-12-14,"41",233,5.50390493787674
"wk inc flu hosp",2024-12-14,"42",268,2.06763272948428
"wk inc flu hosp",2024-12-14,"72",378,11.7915295017517
"wk inc flu hosp",2024-12-14,"44",28,2.55483310552738
"wk inc flu hosp",2024-12-14,"45",79,1.47016267629158
"wk inc flu hosp",2024-12-14,"46",8,0.870210308076204
"wk inc flu hosp",2024-12-14,"47",216,3.03094553292652
"wk inc flu hosp",2024-12-14,"48",708,2.32106026819851
"wk inc flu hosp",2024-12-14,"US",9191,2.74427925936229
"wk inc flu hosp",2024-12-14,"49",87,2.54554625959773
"wk inc flu hosp",2024-12-14,"51",140,1.60629705159587
"wk inc flu hosp",2024-12-14,"50",8,1.23558993241323
"wk inc flu hosp",2024-12-14,"53",186,2.38068420352034
"wk inc flu hosp",2024-12-14,"55",66,1.11657084176753
"wk inc flu hosp",2024-12-14,"54",21,1.18639308818686
"wk inc flu hosp",2024-12-14,"56",31,5.30770113191007
"wk inc flu hosp",2024-12-21,"02",18,2.45430225550377
"wk inc flu hosp",2024-12-21,"01",437,8.55442375287464
"wk inc flu hosp",2024-12-21,"05",59,1.92324492491521
"wk inc flu hosp",2024-12-21,"04",1492,20.077121984933
"wk inc flu hosp",2024-12-21,"06",2445,6.27483097542979
"wk inc flu hosp",2024-12-21,"08",179,3.04545555081062
"wk inc flu hosp",2024-12-21,"09",41,1.13348092545124
"wk inc flu hosp",2024-12-21,"11",20,2.94562956940787
"wk inc flu hosp",2024-12-21,"10",43,4.16711083545727
"wk inc flu hosp",2024-12-21,"12",1251,5.53277236653082
"wk inc flu hosp",2024-12-21,"13",388,3.5179255989563
"wk inc flu hosp",2024-12-21,"15",42,2.9265478302435
"wk inc flu hosp",2024-12-21,"19",42,1.30963353959022
"wk inc flu hosp",2024-12-21,"16",188,9.56876429588655
"wk inc flu hosp",2024-12-21,"17",488,3.88854257663278
"wk inc flu hosp",2024-12-21,"18",284,4.1386150416215
"wk inc flu hosp",2024-12-21,"20",120,4.08087477631705
"wk inc flu hosp",2024-12-21,"21",200,4.41876259623513
"wk inc flu hosp",2024-12-21,"22",421,9.20470275041328
"wk inc flu hosp",2024-12-21,"25",137,1.95675178632156
"wk inc flu hosp",2024-12-21,"24",131,2.11965432483104
"wk inc flu hosp",2024-12-21,"23",10,0.716475057353828
"wk inc flu hosp",2024-12-21,"26",213,2.12209286975799
"wk inc flu hosp",2024-12-21,"27",227,3.95614086301383
"wk inc flu hosp",2024-12-21,"29",249,4.01862057701581
"wk inc flu hosp",2024-12-21,"28",95,3.23163326745337
"wk inc flu hosp",2024-12-21,"30",27,2.38344932786729
"wk inc flu hosp",2024-12-21,"37",292,2.6948478846044
"wk inc flu hosp",2024-12-21,"38",8,1.02050448639285
"wk inc flu hosp",2024-12-21,"31",78,3.94262171201777
"wk inc flu hosp",2024-12-21,"33",24,1.71177429685305
"wk inc flu hosp",2024-12-21,"34",335,3.60570157211818
"wk inc flu hosp",2024-12-21,"35",207,9.79014562723382
"wk inc flu hosp",2024-12-21,"32",208,6.51185156985714
"wk inc flu hosp",2024-12-21,"36",741,3.7861725096693
"wk inc flu hosp",2024-12-21,"39",301,2.55389156651551
"wk inc flu hosp",2024-12-21,"40",105,2.59014698220742
"wk inc flu hosp",2024-12-21,"41",386,9.11805710738378
"wk inc flu hosp",2024-12-21,"42",492,3.79580336905323
"wk inc flu hosp",2024-12-21,"72",351,10.9492773944837
"wk inc flu hosp",2024-12-21,"44",23,2.09861290811178
"wk inc flu hosp",2024-12-21,"45",160,2.97754466084371
"wk inc flu hosp",2024-12-21,"46",14,1.52286803913336
"wk inc flu hosp",2024-12-21,"47",373,5.23399390639626
"wk inc flu hosp",2024-12-21,"48",1172,3.8422071106337
"wk inc flu hosp",2024-12-21,"US",15467,4.61818815194827
"wk inc flu hosp",2024-12-21,"49",163,4.7692418426946
"wk inc flu hosp",2024-12-21,"51",192,2.20292167076005
"wk inc flu hosp",2024-12-21,"50",8,1.23558993241323
"wk inc flu hosp",2024-12-21,"53",416,5.32454101432506
"wk inc flu hosp",2024-12-21,"55",120,2.03012880321369
"wk inc flu hosp",2024-12-21,"54",37,2.09031163156732
"wk inc flu hosp",2024-12-21,"56",14,2.39702631763681
"wk inc flu hosp",2024-12-28,"02",32,4.36320400978448
"wk inc flu hosp",2024-12-28,"01",667,13.0567520438613
"wk inc flu hosp",2024-12-28,"05",128,4.17246356591775
"wk inc flu hosp",2024-12-28,"04",2241,30.1560525256266
"wk inc flu hosp",2024-12-28,"06",3498,8.97724284337563
"wk inc flu hosp",2024-12-28,"08",475,8.08151612645276
"wk inc flu hosp",2024-12-28,"09",148,4.09158968211666
"wk inc flu hosp",2024-12-28,"11",38,5.59669618187495
"wk inc flu hosp",2024-12-28,"10",96,9.30331721404413
"wk inc flu hosp",2024-12-28,"12",2081,9.20359655855367
"wk inc flu hosp",2024-12-28,"13",800,7.25345484320887
"wk inc flu hosp",2024-12-28,"15",57,3.9717434839019
"wk inc flu hosp",2024-12-28,"19",118,3.67944661122967
"wk inc flu hosp",2024-12-28,"16",333,16.9489282475012
"wk inc flu hosp",2024-12-28,"17",1143,9.10779542026898
"wk inc flu hosp",2024-12-28,"18",590,8.59782702308691
"wk inc flu hosp",2024-12-28,"20",225,7.65164020559447
"wk inc flu hosp",2024-12-28,"21",515,11.3783136853054
"wk inc flu hosp",2024-12-28,"22",601,13.1402051140104
"wk inc flu hosp",2024-12-28,"25",256,3.65641209706803
"wk inc flu hosp",2024-12-28,"24",195,3.15521063619887
"wk inc flu hosp",2024-12-28,"23",30,2.14942517206148
"wk inc flu hosp",2024-12-28,"26",429,4.27407437148441
"wk inc flu hosp",2024-12-28,"27",545,9.49822365789664
"wk inc flu hosp",2024-12-28,"29",611,9.86095250022756
"wk inc flu hosp",2024-12-28,"28",212,7.21164476526436
"wk inc flu hosp",2024-12-28,"30",60,5.29655406192731
"wk inc flu hosp",2024-12-28,"37",611,5.63887690922359
