reference_date,horizon,target,location,output_type,output_type_id,value,target_end_date
2023-09-30,2,wk flu hosp rate change,16,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,16,category,large_increase,5.0182080713057076e-14,2023-10-21
2023-09-30,-1,wk flu hosp rate change,17,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,17,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,17,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,17,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,17,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,18,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,18,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,18,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,18,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,18,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,19,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,19,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,19,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,19,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,19,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,20,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,20,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,20,category,large_increase,9.880984919163893e-15,2023-10-07
2023-09-30,2,wk flu hosp rate change,20,category,large_increase,3.3306690738754696e-15,2023-10-14
2023-09-30,3,wk flu hosp rate change,20,category,large_increase,7.635114762649664e-12,2023-10-21
2023-09-30,-1,wk flu hosp rate change,21,category,large_increase,1.1247545117498703e-9,2023-09-23
2023-09-30,0,wk flu hosp rate change,21,category,large_increase,2.0445685033898542e-8,2023-09-30
2023-09-30,1,wk flu hosp rate change,21,category,large_increase,1.0351287904608597e-7,2023-10-07
2023-09-30,2,wk flu hosp rate change,21,category,large_increase,5.8384612366957356e-8,2023-10-14
2023-09-30,3,wk flu hosp rate change,21,category,large_increase,3.009837577394592e-6,2023-10-21
2023-09-30,-1,wk flu hosp rate change,22,category,large_increase,1.3803980181137376e-10,2023-09-23
2023-09-30,0,wk flu hosp rate change,22,category,large_increase,4.494852023917417e-8,2023-09-30
2023-09-30,1,wk flu hosp rate change,22,category,large_increase,1.6124042101495206e-9,2023-10-07
2023-09-30,2,wk flu hosp rate change,22,category,large_increase,2.5862845198787454e-10,2023-10-14
2023-09-30,3,wk flu hosp rate change,22,category,large_increase,2.5412280724168568e-8,2023-10-21
2023-09-30,-1,wk flu hosp rate change,23,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,23,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,23,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,23,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,23,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,24,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,24,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,24,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,24,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,24,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,25,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,25,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,25,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,25,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,25,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,26,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,26,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,26,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,26,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,26,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,27,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,27,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,27,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,27,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,27,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,28,category,large_increase,5.912077633918322e-5,2023-09-23
2023-09-30,0,wk flu hosp rate change,28,category,large_increase,2.0761645406286444e-4,2023-09-30
2023-09-30,1,wk flu hosp rate change,28,category,large_increase,8.896428503724074e-5,2023-10-07
2023-09-30,2,wk flu hosp rate change,28,category,large_increase,5.428687633435292e-5,2023-10-14
2023-09-30,3,wk flu hosp rate change,28,category,large_increase,1.454004436691747e-4,2023-10-21
2023-09-30,-1,wk flu hosp rate change,29,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,29,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,29,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,29,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,29,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,30,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,30,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,30,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,30,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,30,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,31,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,31,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,31,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,31,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,31,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,32,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,32,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,32,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,32,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,32,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,33,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,33,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,33,category,large_increase,3.6976910422481524e-10,2023-10-07
2023-09-30,2,wk flu hosp rate change,33,category,large_increase,6.401545959988653e-13,2023-10-14
2023-09-30,3,wk flu hosp rate change,33,category,large_increase,5.846672257447949e-9,2023-10-21
2023-09-30,-1,wk flu hosp rate change,34,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,34,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,34,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,34,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,34,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,35,category,large_increase,3.3306690738754696e-16,2023-09-23
2023-09-30,0,wk flu hosp rate change,35,category,large_increase,4.2992063797875346e-8,2023-09-30
2023-09-30,1,wk flu hosp rate change,35,category,large_increase,1.8187698813676434e-7,2023-10-07
2023-09-30,2,wk flu hosp rate change,35,category,large_increase,6.773520189184978e-9,2023-10-14
2023-09-30,3,wk flu hosp rate change,35,category,large_increase,1.731964630269367e-6,2023-10-21
2023-09-30,-1,wk flu hosp rate change,36,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,36,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,36,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,36,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,36,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,37,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,37,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,37,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,37,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,37,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,38,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,38,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,38,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,38,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,38,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,39,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,39,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,39,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,39,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,39,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,40,category,large_increase,9.319434113308489e-12,2023-09-23
2023-09-30,0,wk flu hosp rate change,40,category,large_increase,3.068460596722389e-9,2023-09-30
2023-09-30,1,wk flu hosp rate change,40,category,large_increase,7.690281300654078e-9,2023-10-07
2023-09-30,2,wk flu hosp rate change,40,category,large_increase,2.485232131199666e-9,2023-10-14
2023-09-30,3,wk flu hosp rate change,40,category,large_increase,2.757514062645683e-7,2023-10-21
2023-09-30,-1,wk flu hosp rate change,41,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,41,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,41,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,41,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,41,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,42,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,42,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,42,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,42,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,42,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,44,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,44,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,44,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,44,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,44,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,45,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,45,category,large_increase,3.885780586188048e-15,2023-09-30
2023-09-30,1,wk flu hosp rate change,45,category,large_increase,3.219646771412954e-15,2023-10-07
2023-09-30,2,wk flu hosp rate change,45,category,large_increase,2.708944180085382e-14,2023-10-14
2023-09-30,3,wk flu hosp rate change,45,category,large_increase,9.421019520061691e-11,2023-10-21
2023-09-30,-1,wk flu hosp rate change,46,category,large_increase,3.121710812070688e-7,2023-09-23
2023-09-30,0,wk flu hosp rate change,46,category,large_increase,3.0363741885586215e-5,2023-09-30
2023-09-30,1,wk flu hosp rate change,46,category,large_increase,6.953876986870444e-5,2023-10-07
2023-09-30,2,wk flu hosp rate change,46,category,large_increase,1.317578109273354e-4,2023-10-14
2023-09-30,3,wk flu hosp rate change,46,category,large_increase,9.568314344333695e-4,2023-10-21
2023-09-30,-1,wk flu hosp rate change,47,category,large_increase,5.3290705182007514e-15,2023-09-23
2023-09-30,0,wk flu hosp rate change,47,category,large_increase,1.2945200467129325e-11,2023-09-30
2023-09-30,1,wk flu hosp rate change,47,category,large_increase,1.8373080834521716e-12,2023-10-07
2023-09-30,2,wk flu hosp rate change,47,category,large_increase,8.626432901337466e-14,2023-10-14
2023-09-30,3,wk flu hosp rate change,47,category,large_increase,2.0939217026949564e-10,2023-10-21
2023-09-30,-1,wk flu hosp rate change,48,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,48,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,48,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,48,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,48,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,49,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,49,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,49,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,49,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,49,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,50,category,large_increase,4.279021581510278e-12,2023-09-23
2023-09-30,0,wk flu hosp rate change,50,category,large_increase,1.5293322164211531e-12,2023-09-30
2023-09-30,1,wk flu hosp rate change,50,category,large_increase,1.1003642441664852e-11,2023-10-07
2023-09-30,2,wk flu hosp rate change,50,category,large_increase,2.387671171888428e-10,2023-10-14
2023-09-30,3,wk flu hosp rate change,50,category,large_increase,1.0291619856328538e-7,2023-10-21
2023-09-30,-1,wk flu hosp rate change,51,category,large_increase,1.5543122344752192e-15,2023-09-23
2023-09-30,0,wk flu hosp rate change,51,category,large_increase,4.886091531375314e-13,2023-09-30
2023-09-30,1,wk flu hosp rate change,51,category,large_increase,9.690026558928366e-13,2023-10-07
2023-09-30,2,wk flu hosp rate change,51,category,large_increase,5.10702591327572e-14,2023-10-14
2023-09-30,3,wk flu hosp rate change,51,category,large_increase,1.2766010470954825e-11,2023-10-21
2023-09-30,-1,wk flu hosp rate change,53,category,large_increase,2.0650970565694315e-5,2023-09-23
2023-09-30,0,wk flu hosp rate change,53,category,large_increase,5.209234132452778e-5,2023-09-30
2023-09-30,1,wk flu hosp rate change,53,category,large_increase,3.4032614659618154e-5,2023-10-07
2023-09-30,2,wk flu hosp rate change,53,category,large_increase,1.3023972651904359e-5,2023-10-14
2023-09-30,3,wk flu hosp rate change,53,category,large_increase,9.372776267591032e-5,2023-10-21
2023-09-30,-1,wk flu hosp rate change,54,category,large_increase,1.8958951947256608e-6,2023-09-23
2023-09-30,0,wk flu hosp rate change,54,category,large_increase,1.2116820796503891e-4,2023-09-30
2023-09-30,1,wk flu hosp rate change,54,category,large_increase,1.8110509171698208e-4,2023-10-07
2023-09-30,2,wk flu hosp rate change,54,category,large_increase,1.4183558997793444e-4,2023-10-14
2023-09-30,3,wk flu hosp rate change,54,category,large_increase,6.730667268606272e-4,2023-10-21
2023-09-30,-1,wk flu hosp rate change,55,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,55,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,55,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,55,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,55,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,56,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,56,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,56,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,56,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,56,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,72,category,large_increase,0.020342117558670436,2023-09-23
2023-09-30,0,wk flu hosp rate change,72,category,large_increase,0.0393818821289712,2023-09-30
2023-09-30,1,wk flu hosp rate change,72,category,large_increase,0.036164670302947344,2023-10-07
2023-09-30,2,wk flu hosp rate change,72,category,large_increase,0.03163975720087675,2023-10-14
2023-09-30,3,wk flu hosp rate change,72,category,large_increase,0.05708831760813016,2023-10-21
2023-09-30,-1,wk flu hosp rate change,US,category,large_increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,US,category,large_increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,US,category,large_increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,US,category,large_increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,US,category,large_increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,01,category,increase,1.0390674583304893e-4,2023-09-23
2023-09-30,0,wk flu hosp rate change,01,category,increase,0.01294803763647101,2023-09-30
2023-09-30,1,wk flu hosp rate change,01,category,increase,0.03709981411627139,2023-10-07
2023-09-30,2,wk flu hosp rate change,01,category,increase,7.509345079569352e-4,2023-10-14
2023-09-30,3,wk flu hosp rate change,01,category,increase,1.7015961505739696e-4,2023-10-21
2023-09-30,-1,wk flu hosp rate change,02,category,increase,0.0647629540994592,2023-09-23
2023-09-30,0,wk flu hosp rate change,02,category,increase,0.17414039285007843,2023-09-30
2023-09-30,1,wk flu hosp rate change,02,category,increase,0.2268744045767056,2023-10-07
2023-09-30,2,wk flu hosp rate change,02,category,increase,0.1705830785213761,2023-10-14
2023-09-30,3,wk flu hosp rate change,02,category,increase,0.11353232737323993,2023-10-21
2023-09-30,-1,wk flu hosp rate change,04,category,increase,1.9821921881657545e-12,2023-09-23
2023-09-30,0,wk flu hosp rate change,04,category,increase,2.7471350267371797e-5,2023-09-30
2023-09-30,1,wk flu hosp rate change,04,category,increase,0.0013263208853052655,2023-10-07
2023-09-30,2,wk flu hosp rate change,04,category,increase,1.2943229643624932e-7,2023-10-14
2023-09-30,3,wk flu hosp rate change,04,category,increase,2.8839812760139694e-9,2023-10-21
2023-09-30,-1,wk flu hosp rate change,05,category,increase,0.003267884298728374,2023-09-23
2023-09-30,0,wk flu hosp rate change,05,category,increase,0.02634601977098283,2023-09-30
2023-09-30,1,wk flu hosp rate change,05,category,increase,0.04269715224944426,2023-10-07
2023-09-30,2,wk flu hosp rate change,05,category,increase,0.005147870272785737,2023-10-14
2023-09-30,3,wk flu hosp rate change,05,category,increase,0.0022574230130213424,2023-10-21
2023-09-30,-1,wk flu hosp rate change,06,category,increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,06,category,increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,06,category,increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,06,category,increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,06,category,increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,08,category,increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,08,category,increase,1.7040057143091758e-9,2023-09-30
2023-09-30,1,wk flu hosp rate change,08,category,increase,5.57994793581873e-6,2023-10-07
2023-09-30,2,wk flu hosp rate change,08,category,increase,5.440092820663267e-15,2023-10-14
2023-09-30,3,wk flu hosp rate change,08,category,increase,2.1094237467877974e-15,2023-10-21
2023-09-30,-1,wk flu hosp rate change,09,category,increase,1.4390487423909804e-6,2023-09-23
2023-09-30,0,wk flu hosp rate change,09,category,increase,0.008217026223920731,2023-09-30
2023-09-30,1,wk flu hosp rate change,09,category,increase,0.038583649425522504,2023-10-07
2023-09-30,2,wk flu hosp rate change,09,category,increase,0.0013403942125738144,2023-10-14
2023-09-30,3,wk flu hosp rate change,09,category,increase,5.014553878625039e-4,2023-10-21
2023-09-30,-1,wk flu hosp rate change,10,category,increase,0,2023-09-23
2023-09-30,0,wk flu hosp rate change,10,category,increase,0,2023-09-30
2023-09-30,1,wk flu hosp rate change,10,category,increase,0,2023-10-07
2023-09-30,2,wk flu hosp rate change,10,category,increase,0,2023-10-14
2023-09-30,3,wk flu hosp rate change,10,category,increase,0,2023-10-21
2023-09-30,-1,wk flu hosp rate change,11,category,increase,2.4774541307337472e-09,2023-09-23
2023-09-30,0,wk flu hosp rate change,11,category,increase,0.0032073157296665933,2023-09-30
2023-09-30,1,wk flu hosp rate change,11,category,increase,0.0147238304064502,2023-10-07
2023-09-30,2,wk flu hosp rate change,11,category,increase,0.01015980573093922,2023-10-14
2023-09-30,3,wk flu hosp rate change,11,category,increase,0.00537958674461092,2023-10-21
2023-09-30,-1,wk flu hosp rate change,12,category,increase,3.0888668289819066e-9,2023-09-23
2023-09-30,0,wk flu hosp rate change,12,category,increase,6.673807629842265e-5,2023-09-30
2023-09-30,1,wk flu hosp rate change,12,category,increase,7.931585210788628e-4,2023-10-07
2023-09-30,2,wk flu hosp rate change,12,category,increase,3.5120770580654437e-7,2023-10-14
2023-09-30,3,wk flu hosp rate change,12,category,increase,2.794072696543637e-7,2023-10-21
2023-09-30,-1,wk flu hosp rate change,13,category,increase,7.482936492664294e-11,2023-09-23
2023-09-30,0,wk flu hosp rate change,13,category,increase,9.693446391889626e-5,2023-09-30
2023-09-30,1,wk flu hosp rate change,13,category,increase,0.0019500362411083438,2023-10-07
2023-09-30,2,wk flu hosp rate change,13,category,increase,2.6617194248679255e-7,2023-10-14
2023-09-30,3,wk flu hosp rate change,13,category,increase,1.093375578964384e-8,2023-10-21
2023-09-30,-1,wk flu hosp rate change,15,category,increase,0.01167686834392112,2023-09-23
2023-09-30,0,wk flu hosp rate change,15,category,increase,0.04937809610487576,2023-09-30
2023-09-30,1,wk flu hosp rate change,15,category,increase,0.06513171661486161,2023-10-07
2023-09-30,2,wk flu hosp rate change,15,category,increase,0.009174728616824335,2023-10-14
2023-09-30,3,wk flu hosp rate change,15,category,increase,0.004832251192364745,2023-10-21
2023-09-30,-1,wk flu hosp rate change,16,category,increase,2.9950711755155623e-6,2023-09-23
2023-09-30,0,wk flu hosp rate change,16,category,increase,0.0030018079090591288,2023-09-30
2023-09-30,1,wk flu hosp rate change,16,category,increase,0.013592302832921677,2023-10-07
2023-09-30,2,wk flu hosp rate change,16,category,increase,1.7792367695435019e-4,2023-10-14
2023-09-30,3,wk flu hosp rate change,16,category,increase,7.116686736574618e-5,2023-10-21
2023-09-30,-1,wk flu hosp rate change,17,category,increase,6.838973831690964e-14,2023-09-23
