reference_date,horizon,target,location,output_type,output_type_id,value,target_end_date
2023-09-23,3,wk flu hosp rate change,22,category,large_increase,4.5625546130079186e-7,2023-10-14
2023-09-23,-1,wk flu hosp rate change,23,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,23,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,23,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,23,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,23,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,24,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,24,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,24,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,24,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,24,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,25,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,25,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,25,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,25,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,25,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,26,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,26,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,26,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,26,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,26,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,27,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,27,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,27,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,27,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,27,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,28,category,large_increase,5.777303780141185e-5,2023-09-16
2023-09-23,0,wk flu hosp rate change,28,category,large_increase,8.549111618395555e-4,2023-09-23
2023-09-23,1,wk flu hosp rate change,28,category,large_increase,0.0011577172414389825,2023-09-30
2023-09-23,2,wk flu hosp rate change,28,category,large_increase,9.71260161386267e-4,2023-10-07
2023-09-23,3,wk flu hosp rate change,28,category,large_increase,0.0037107702406682375,2023-10-14
2023-09-23,-1,wk flu hosp rate change,29,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,29,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,29,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,29,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,29,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,30,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,30,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,30,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,30,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,30,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,31,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,31,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,31,category,large_increase,8.86339668326741e-10,2023-09-30
2023-09-23,2,wk flu hosp rate change,31,category,large_increase,1.3344880755994382e-13,2023-10-07
2023-09-23,3,wk flu hosp rate change,31,category,large_increase,3.1327379579337844e-9,2023-10-14
2023-09-23,-1,wk flu hosp rate change,32,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,32,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,32,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,32,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,32,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,33,category,large_increase,8.66414301414764e-8,2023-09-16
2023-09-23,0,wk flu hosp rate change,33,category,large_increase,3.7251822179174e-6,2023-09-23
2023-09-23,1,wk flu hosp rate change,33,category,large_increase,5.058380245559491e-6,2023-09-30
2023-09-23,2,wk flu hosp rate change,33,category,large_increase,6.180322410509476e-7,2023-10-07
2023-09-23,3,wk flu hosp rate change,33,category,large_increase,4.386434977232678e-5,2023-10-14
2023-09-23,-1,wk flu hosp rate change,34,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,34,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,34,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,34,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,34,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,35,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,35,category,large_increase,1.624256285026604e-13,2023-09-23
2023-09-23,1,wk flu hosp rate change,35,category,large_increase,3.206324095117452e-12,2023-09-30
2023-09-23,2,wk flu hosp rate change,35,category,large_increase,6.217248937900877e-15,2023-10-07
2023-09-23,3,wk flu hosp rate change,35,category,large_increase,2.0885315699104012e-9,2023-10-14
2023-09-23,-1,wk flu hosp rate change,36,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,36,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,36,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,36,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,36,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,37,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,37,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,37,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,37,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,37,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,38,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,38,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,38,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,38,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,38,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,39,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,39,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,39,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,39,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,39,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,40,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,40,category,large_increase,9.146006174631793e-11,2023-09-23
2023-09-23,1,wk flu hosp rate change,40,category,large_increase,1.5839851652543757e-10,2023-09-30
2023-09-23,2,wk flu hosp rate change,40,category,large_increase,1.718482356416473e-9,2023-10-07
2023-09-23,3,wk flu hosp rate change,40,category,large_increase,1.4903481360128978e-7,2023-10-14
2023-09-23,-1,wk flu hosp rate change,41,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,41,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,41,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,41,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,41,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,42,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,42,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,42,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,42,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,42,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,44,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,44,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,44,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,44,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,44,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,45,category,large_increase,8.326672684688674e-15,2023-09-16
2023-09-23,0,wk flu hosp rate change,45,category,large_increase,1.4810563886413775e-10,2023-09-23
2023-09-23,1,wk flu hosp rate change,45,category,large_increase,8.517937466478998e-10,2023-09-30
2023-09-23,2,wk flu hosp rate change,45,category,large_increase,1.5301430122960369e-9,2023-10-07
2023-09-23,3,wk flu hosp rate change,45,category,large_increase,5.428936554752184e-7,2023-10-14
2023-09-23,-1,wk flu hosp rate change,46,category,large_increase,3.736953914013075e-5,2023-09-16
2023-09-23,0,wk flu hosp rate change,46,category,large_increase,1.735953034553983e-5,2023-09-23
2023-09-23,1,wk flu hosp rate change,46,category,large_increase,2.2191975569407774e-5,2023-09-30
2023-09-23,2,wk flu hosp rate change,46,category,large_increase,4.262277334621256e-5,2023-10-07
2023-09-23,3,wk flu hosp rate change,46,category,large_increase,5.193469560884623e-4,2023-10-14
2023-09-23,-1,wk flu hosp rate change,47,category,large_increase,6.250555628639631e-14,2023-09-16
2023-09-23,0,wk flu hosp rate change,47,category,large_increase,1.2867484855405564e-13,2023-09-23
2023-09-23,1,wk flu hosp rate change,47,category,large_increase,1.7885692926711272e-13,2023-09-30
2023-09-23,2,wk flu hosp rate change,47,category,large_increase,3.3306690738754696e-16,2023-10-07
2023-09-23,3,wk flu hosp rate change,47,category,large_increase,1.199040866595169e-13,2023-10-14
2023-09-23,-1,wk flu hosp rate change,48,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,48,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,48,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,48,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,48,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,49,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,49,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,49,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,49,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,49,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,50,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,50,category,large_increase,1.0724754417879012e-13,2023-09-23
2023-09-23,1,wk flu hosp rate change,50,category,large_increase,5.848144191133997e-11,2023-09-30
2023-09-23,2,wk flu hosp rate change,50,category,large_increase,1.2878587085651816e-14,2023-10-07
2023-09-23,3,wk flu hosp rate change,50,category,large_increase,1.3322676295501878e-15,2023-10-14
2023-09-23,-1,wk flu hosp rate change,51,category,large_increase,1.7763568394002505e-15,2023-09-16
2023-09-23,0,wk flu hosp rate change,51,category,large_increase,5.444533712761768e-13,2023-09-23
2023-09-23,1,wk flu hosp rate change,51,category,large_increase,3.739231146937527e-13,2023-09-30
2023-09-23,2,wk flu hosp rate change,51,category,large_increase,5.10702591327572e-15,2023-10-07
2023-09-23,3,wk flu hosp rate change,51,category,large_increase,1.775635194434244e-11,2023-10-14
2023-09-23,-1,wk flu hosp rate change,53,category,large_increase,2.7302663165862384e-6,2023-09-16
2023-09-23,0,wk flu hosp rate change,53,category,large_increase,2.6110652010857827e-5,2023-09-23
2023-09-23,1,wk flu hosp rate change,53,category,large_increase,9.465195587199382e-6,2023-09-30
2023-09-23,2,wk flu hosp rate change,53,category,large_increase,5.406606211511011e-6,2023-10-07
2023-09-23,3,wk flu hosp rate change,53,category,large_increase,5.5850796555123594e-5,2023-10-14
2023-09-23,-1,wk flu hosp rate change,54,category,large_increase,4.340972026284362e-14,2023-09-16
2023-09-23,0,wk flu hosp rate change,54,category,large_increase,4.4955483780029226e-10,2023-09-23
2023-09-23,1,wk flu hosp rate change,54,category,large_increase,8.68358137617875e-8,2023-09-30
2023-09-23,2,wk flu hosp rate change,54,category,large_increase,2.050854193136331e-7,2023-10-07
2023-09-23,3,wk flu hosp rate change,54,category,large_increase,1.10805844676376e-5,2023-10-14
2023-09-23,-1,wk flu hosp rate change,55,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,55,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,55,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,55,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,55,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,56,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,56,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,56,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,56,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,56,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,72,category,large_increase,0.06941820790562614,2023-09-16
2023-09-23,0,wk flu hosp rate change,72,category,large_increase,0.07545088088448904,2023-09-23
2023-09-23,1,wk flu hosp rate change,72,category,large_increase,0.06602920988413796,2023-09-30
2023-09-23,2,wk flu hosp rate change,72,category,large_increase,0.05658004692671126,2023-10-07
2023-09-23,3,wk flu hosp rate change,72,category,large_increase,0.09084583575714988,2023-10-14
2023-09-23,-1,wk flu hosp rate change,US,category,large_increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,US,category,large_increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,US,category,large_increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,US,category,large_increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,US,category,large_increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,01,category,increase,1.3169818569025438e-9,2023-09-16
2023-09-23,0,wk flu hosp rate change,01,category,increase,4.0068421933081577e-4,2023-09-23
2023-09-23,1,wk flu hosp rate change,01,category,increase,0.004383680938690904,2023-09-30
2023-09-23,2,wk flu hosp rate change,01,category,increase,1.814038280956165e-5,2023-10-07
2023-09-23,3,wk flu hosp rate change,01,category,increase,9.674133498727144e-7,2023-10-14
2023-09-23,-1,wk flu hosp rate change,02,category,increase,4.17591516921334e-11,2023-09-16
2023-09-23,0,wk flu hosp rate change,02,category,increase,0.003526914929140479,2023-09-23
2023-09-23,1,wk flu hosp rate change,02,category,increase,0.032193424413122895,2023-09-30
2023-09-23,2,wk flu hosp rate change,02,category,increase,0.021021656216204554,2023-10-07
2023-09-23,3,wk flu hosp rate change,02,category,increase,0.01128903286616123,2023-10-14
2023-09-23,-1,wk flu hosp rate change,04,category,increase,5.82835036788687e-7,2023-09-16
2023-09-23,0,wk flu hosp rate change,04,category,increase,0.0016967900372564237,2023-09-23
2023-09-23,1,wk flu hosp rate change,04,category,increase,0.007315934329274021,2023-09-30
2023-09-23,2,wk flu hosp rate change,04,category,increase,5.573452653007127e-5,2023-10-07
2023-09-23,3,wk flu hosp rate change,04,category,increase,9.229077400418895e-6,2023-10-14
2023-09-23,-1,wk flu hosp rate change,05,category,increase,9.942090912272716e-4,2023-09-16
2023-09-23,0,wk flu hosp rate change,05,category,increase,0.015883196780421494,2023-09-23
2023-09-23,1,wk flu hosp rate change,05,category,increase,0.032642944057931333,2023-09-30
2023-09-23,2,wk flu hosp rate change,05,category,increase,0.001371360121655174,2023-10-07
2023-09-23,3,wk flu hosp rate change,05,category,increase,4.5666108416597684e-4,2023-10-14
2023-09-23,-1,wk flu hosp rate change,06,category,increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,06,category,increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,06,category,increase,1.1102230246251565e-16,2023-09-30
2023-09-23,2,wk flu hosp rate change,06,category,increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,06,category,increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,08,category,increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,08,category,increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,08,category,increase,3.4983154151291274e-9,2023-09-30
2023-09-23,2,wk flu hosp rate change,08,category,increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,08,category,increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,09,category,increase,1.5492903848723927e-8,2023-09-16
2023-09-23,0,wk flu hosp rate change,09,category,increase,0.0013967026399540616,2023-09-23
2023-09-23,1,wk flu hosp rate change,09,category,increase,0.01346438391725091,2023-09-30
2023-09-23,2,wk flu hosp rate change,09,category,increase,3.5363152673639764e-4,2023-10-07
2023-09-23,3,wk flu hosp rate change,09,category,increase,2.0274156678923294e-4,2023-10-14
2023-09-23,-1,wk flu hosp rate change,10,category,increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,10,category,increase,0,2023-09-23
2023-09-23,1,wk flu hosp rate change,10,category,increase,0,2023-09-30
2023-09-23,2,wk flu hosp rate change,10,category,increase,0,2023-10-07
2023-09-23,3,wk flu hosp rate change,10,category,increase,0,2023-10-14
2023-09-23,-1,wk flu hosp rate change,11,category,increase,8.185428358897795e-6,2023-09-16
2023-09-23,0,wk flu hosp rate change,11,category,increase,0.006650117010868706,2023-09-23
2023-09-23,1,wk flu hosp rate change,11,category,increase,0.024599246235488925,2023-09-30
2023-09-23,2,wk flu hosp rate change,11,category,increase,0.012671292148860092,2023-10-07
2023-09-23,3,wk flu hosp rate change,11,category,increase,0.004940334412954384,2023-10-14
2023-09-23,-1,wk flu hosp rate change,12,category,increase,2.0619916119013482e-7,2023-09-16
2023-09-23,0,wk flu hosp rate change,12,category,increase,0.0013782320150961258,2023-09-23
2023-09-23,1,wk flu hosp rate change,12,category,increase,0.012514998258193022,2023-09-30
2023-09-23,2,wk flu hosp rate change,12,category,increase,4.909368278860349e-5,2023-10-07
2023-09-23,3,wk flu hosp rate change,12,category,increase,8.486232632054502e-6,2023-10-14
2023-09-23,-1,wk flu hosp rate change,13,category,increase,1.3038459201197838e-12,2023-09-16
2023-09-23,0,wk flu hosp rate change,13,category,increase,1.0043037632190277e-5,2023-09-23
2023-09-23,1,wk flu hosp rate change,13,category,increase,5.261675492546081e-4,2023-09-30
2023-09-23,2,wk flu hosp rate change,13,category,increase,5.5833759837753405e-9,2023-10-07
2023-09-23,3,wk flu hosp rate change,13,category,increase,1.5674894715544951e-10,2023-10-14
2023-09-23,-1,wk flu hosp rate change,15,category,increase,0.12524956601313963,2023-09-16
2023-09-23,0,wk flu hosp rate change,15,category,increase,0.23050694196996524,2023-09-23
2023-09-23,1,wk flu hosp rate change,15,category,increase,0.2836989957424063,2023-09-30
2023-09-23,2,wk flu hosp rate change,15,category,increase,0.16080727964465646,2023-10-07
2023-09-23,3,wk flu hosp rate change,15,category,increase,0.12979030391489532,2023-10-14
2023-09-23,-1,wk flu hosp rate change,16,category,increase,4.0894041319905483e-7,2023-09-16
2023-09-23,0,wk flu hosp rate change,16,category,increase,0.001748813689565809,2023-09-23
2023-09-23,1,wk flu hosp rate change,16,category,increase,0.0036881553800856004,2023-09-30
2023-09-23,2,wk flu hosp rate change,16,category,increase,6.810263392664773e-6,2023-10-07
2023-09-23,3,wk flu hosp rate change,16,category,increase,2.712680503891285e-6,2023-10-14
2023-09-23,-1,wk flu hosp rate change,17,category,increase,0,2023-09-16
2023-09-23,0,wk flu hosp rate change,17,category,increase,7.578515470729741e-8,2023-09-23
2023-09-23,1,wk flu hosp rate change,17,category,increase,3.768645917245905e-5,2023-09-30
