target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2025-11-22,0.250,1.1067195901781393,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.300,1.2787932890856044,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.350,1.4519665255665049,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.400,1.627786229808621,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.450,1.8100185333765901,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.500,2.0022142691427405,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.550,2.2060355665038447,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.600,2.4293746444596724,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.650,2.674538059297841,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.700,2.9524009483501295,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.750,3.27851389822455,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.800,3.6703615468322592,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.850,4.1740059131818255,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.900,4.881476693533982,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.950,6.123060249501057,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.975,7.419475481998368,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.990,9.174522993522897,2025-11-22,0,wk inc flu hosp,quantile,02
2025-11-22,0.010,13.71622249809861,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.025,16.529970307343017,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.050,19.401588941728296,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.100,23.360246970372057,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.150,26.445159111109092,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.200,29.16761168040592,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.250,31.734231308601824,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.300,34.199710663135455,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.350,36.6668543449248,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.400,39.15834053641528,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.450,41.72751689390605,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.500,44.42364097776583,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.550,47.26872680251747,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.600,50.37071515581895,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.650,53.758422071727814,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.700,57.5775486010507,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.750,62.0342840338869,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.800,67.35585577243315,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.850,74.14694727405833,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.900,83.60382512720543,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.950,100.00020090197023,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.975,116.89245132308822,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.990,139.4554094171083,2025-11-22,0,wk inc flu hosp,quantile,04
2025-11-22,0.010,17.14839314163991,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.025,20.849761323680752,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.050,24.6648354723074,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.100,29.97723936510489,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.150,34.15425043912626,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.200,37.86444287999114,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.250,41.38102756341784,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.300,44.774905343846704,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.350,48.18559610296065,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.400,51.643769057557094,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.450,55.223474393663636,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.500,58.99416532012886,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.550,62.98797684319395,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.600,67.35875240718097,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.650,72.1504727593772,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.700,77.57404515647565,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.750,83.93027938637032,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.800,91.55572972820808,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.850,101.33920360941734,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.900,115.05214440141859,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.950,139.04472066480938,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.975,164.01271977422832,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.990,197.69992070178827,2025-11-22,0,wk inc flu hosp,quantile,05
2025-11-22,0.010,94.00519404509805,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.025,102.45937915038746,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.050,110.39618589838243,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.100,120.44959908553271,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.150,127.71439723117368,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.200,133.7846441579978,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.250,139.2550104888548,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.300,144.30625472045915,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.350,149.18235397879178,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.400,153.9430322648958,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.450,158.69607062816456,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.500,163.52889091670139,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.550,168.4717626779942,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.600,173.69358499820626,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.650,179.21485634540767,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.700,185.23314597039118,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.750,192.0071090771836,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.800,199.7813934774508,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.850,209.2646199651244,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.900,221.76575946309757,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.950,241.84690067936464,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.975,260.8527516173776,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.990,284.17576527687993,2025-11-22,0,wk inc flu hosp,quantile,06
2025-11-22,0.010,28.7582373632639,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.025,34.22781416687102,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.050,39.777628946144915,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.100,47.38341678941391,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.150,53.27954696073709,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.200,58.46321975942049,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.250,63.33489870400543,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.300,68.00178425541871,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.350,72.66017095008635,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.400,77.35349887052774,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.450,82.1823261878274,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.500,87.23865025883832,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.550,92.56276445780937,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.600,98.35492171553521,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.650,104.66638592402097,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.700,111.7649807881442,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.750,120.0279396045368,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.800,129.8672166385218,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.850,142.38422119139403,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.900,159.7483446446595,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.950,189.6947174730395,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.975,220.36566487708313,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.990,261.092130524033,2025-11-22,0,wk inc flu hosp,quantile,08
2025-11-22,0.010,8.348564378832954,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.025,10.167620413129542,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.050,12.028988430545484,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.100,14.60184681291345,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.150,16.61160476091184,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.200,18.388289125637247,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.250,20.065663614903627,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.300,21.678950947655057,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.350,23.295162169721134,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.400,24.929062133957085,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.450,26.61563139351454,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.500,28.38730393958758,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.550,30.25870924838595,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.600,32.30113157010391,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.650,34.533958534326324,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.700,37.05381243161072,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.750,39.99771715891035,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.800,43.517294825092975,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.850,48.01519599746421,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.900,54.28958210895006,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.950,65.1944806247446,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.975,76.45929350972614,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.990,91.5460708229175,2025-11-22,0,wk inc flu hosp,quantile,09
2025-11-22,0.010,1.5688834818332045,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.025,2.0399983486926443,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.050,2.5178713384384612,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.100,3.1725632821207,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.150,3.6799443779903496,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.200,4.125922731076158,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.250,4.544986096321658,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.300,4.946372216653287,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.350,5.346972079735663,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.400,5.750524416572361,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.450,6.165676080287246,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.500,6.600333763599145,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.550,7.057956622795526,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.600,7.555748832844673,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.650,8.098104207424997,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.700,8.708020275119388,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.750,9.417880858918144,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.800,10.263032429530421,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.850,11.338002913098093,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.900,12.828933777008542,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.950,15.399455695891822,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.975,18.03131691032274,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.990,21.52490030705553,2025-11-22,0,wk inc flu hosp,quantile,10
2025-11-22,0.010,2.2513978443804095,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.025,2.936548108022124,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.050,3.6464396079028414,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.100,4.6402009859644595,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.150,5.425256834838395,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.200,6.124959992042078,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.250,6.790023227877991,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.300,7.4334671100274825,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.350,8.081554326304774,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.400,8.74005320346326,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.450,9.423072873835675,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.500,10.143955812629278,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.550,10.908989446160994,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.600,11.747886266431012,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.650,12.669439164251822,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.700,13.71471066970061,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.750,14.942502656166027,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.800,16.419116686294753,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.850,18.318976946282262,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.900,20.991064253746842,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.950,25.688682490451605,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.975,30.603257066267442,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.990,37.269361418886774,2025-11-22,0,wk inc flu hosp,quantile,11
2025-11-22,0.010,319.02468831095905,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.025,350.27108302526653,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.050,379.8223153063785,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.100,417.53449916265293,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.150,444.96854381882827,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.200,468.0024724876945,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.250,488.8429103993118,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.300,508.1538152076705,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.350,526.8543751469873,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.400,545.166753754227,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.450,563.5019270999702,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.500,582.1968709348329,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.550,601.3703237387291,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.600,621.6822680119154,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.650,643.2203727932363,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.700,666.7671311193941,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.750,693.355014552189,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.800,723.9759458425959,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.850,761.4768902444818,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.900,811.1514642537624,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.950,891.4839260447936,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.975,968.0862832192086,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.990,1062.7936090994338,2025-11-22,0,wk inc flu hosp,quantile,12
2025-11-22,0.010,45.74584230223788,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.025,53.16229786974606,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.050,60.53874174763122,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.100,70.44503105188015,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.150,77.98726570630852,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.200,84.5320318299219,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.250,90.61685977122966,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.300,96.39105651255804,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.350,102.10535018183057,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.400,107.81616398731877,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.450,113.64659438279504,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.500,119.70573832145865,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.550,126.03822945014649,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.600,132.8755869281221,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.650,140.26850374707982,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.700,148.51667955703923,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.750,158.03515233078073,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.800,169.26248115291892,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.850,183.39177227803464,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.900,202.73682569576187,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.950,235.49449041806395,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.975,268.3709095379185,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.990,311.1488305860879,2025-11-22,0,wk inc flu hosp,quantile,13
2025-11-22,0.010,9.509597875816198,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.025,11.342498766261892,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.050,13.188551626758649,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.100,15.699523442736533,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.150,17.633083367043824,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.200,19.324775102578712,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.250,20.908291370664767,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.300,22.419927031430237,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.350,23.923997276268178,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.400,25.434809623764504,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.450,26.98478452811353,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.500,28.60323461128886,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.550,30.30267366625884,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.600,32.14633520105564,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.650,34.14952820141262,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.700,36.395817351904604,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.750,39.0021825451788,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.800,42.09485485648836,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.850,46.01343455050761,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.900,51.423016801953104,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.950,60.68925197749997,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.975,70.10848848762362,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.990,82.52194267933788,2025-11-22,0,wk inc flu hosp,quantile,15
2025-11-22,0.010,10.468095183364937,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.025,12.611674332857088,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.050,14.792023987739325,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.100,17.78752829459724,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.150,20.114823139847925,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.200,22.164176286141682,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.250,24.09272985236097,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.300,25.9423511877662,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.350,27.79055061073817,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.400,29.65445642090288,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.450,31.573990970052044,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.500,33.585820157837624,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.550,35.70614020391464,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.600,38.01499146101206,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.650,40.53323336956969,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.700,43.368333005543384,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.750,46.671961550878414,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.800,50.61039176631829,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.850,55.62728844382392,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.900,62.59814454770506,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.950,74.64715553771461,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.975,87.01838993225337,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.990,103.48643826524992,2025-11-22,0,wk inc flu hosp,quantile,16
2025-11-22,0.010,41.26695865691204,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.025,46.812615393649565,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.050,52.206632547640666,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.100,59.28858104486156,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.150,64.57282257077853,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.200,69.091740715965,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.250,73.24274606053999,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.300,77.1404725587427,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.350,80.96086805489864,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.400,84.74463099380316,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.450,88.57443278624473,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.500,92.52101567583664,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.550,96.6113253427142,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.600,100.99065882607218,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.650,105.68506915248699,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.700,110.87563587764318,2025-11-22,0,wk inc flu hosp,quantile,17
2025-11-22,0.750,116.80806770559894,2025-11-22,0,wk inc flu hosp,quantile,17
