date,location,location_name,value,weekly_rate
2023-09-16,21,Kentucky,5,0.11125007481567531
2023-09-16,22,Louisiana,13,0.28414840940277686
2023-09-16,25,Massachusetts,5,0.07164697186939273
2023-09-16,24,Maryland,2,0.032609776737163566
2023-09-16,23,Maine,0,0
2023-09-16,26,Michigan,9,0.08971224796465338
2023-09-16,27,Minnesota,1,0.017493074491808692
2023-09-16,29,Missouri,8,0.12977454754509543
2023-09-16,28,Mississippi,24,0.8198667374940432
2023-09-16,30,Montana,1,0.08932056525626517
2023-09-16,37,North Carolina,11,0.10380725371115651
2023-09-16,38,North Dakota,0,0
2023-09-16,31,Nebraska,0,0
2023-09-16,33,New Hampshire,0,0
2023-09-16,34,New Jersey,10,0.10805977910203836
2023-09-16,35,New Mexico,11,0.5237898193353678
2023-09-16,32,Nevada,0,0
2023-09-16,36,New York,12,0.061046365223106656
2023-09-16,39,Ohio,9,0.07660028854477581
2023-09-16,40,Oklahoma,16,0.3998734400562222
2023-09-16,41,Oregon,6,0.14155400344212152
2023-09-16,42,Pennsylvania,49,0.3778160014483461
2023-09-16,72,Puerto Rico,60,1.862319351143107
2023-09-16,44,Rhode Island,2,0.18342061097405515
2023-09-16,45,South Carolina,26,0.4956120227089429
2023-09-16,46,South Dakota,0,0
2023-09-16,47,Tennessee,40,0.5689409179036746
2023-09-16,48,Texas,141,0.4713417686127098
2023-09-16,US,US,850,0.255869907021632
2023-09-16,49,Utah,3,0.08885629508346272
2023-09-16,51,Virginia,31,0.36114263666278107
2023-09-16,50,Vermont,0,0
2023-09-16,53,Washington,30,0.3878056328509635
2023-09-16,55,Wisconsin,3,0.05092494986438686
2023-09-16,54,West Virginia,6,0.33803254915415804
2023-09-16,56,Wyoming,0,0
2023-09-09,02,Alaska,1,0.14056275705414195
2023-09-09,01,Alabama,5,0.09874050560668339
2023-09-09,05,Arkansas,8,0.2629954258520559
2023-09-09,04,Arizona,8,0.10897671140433111
2023-09-09,06,California,42,0.10800649304177169
2023-09-09,08,Colorado,7,0.12061171505034333
2023-09-09,09,Connecticut,1,0.027616001705564264
2023-09-09,11,District of Columbia,1,0.14957162686067105
2023-09-09,10,Delaware,0,0
2023-09-09,12,Florida,151,0.6806752948045272
2023-09-09,13,Georgia,26,0.23951094076765467
2023-09-09,15,Hawaii,5,0.35740401736411676
2023-09-09,19,Iowa,1,0.03124781265311428
2023-09-09,16,Idaho,2,0.10333135109358152
2023-09-09,17,Illinois,15,0.11939732053309153
2023-09-09,18,Indiana,5,0.07318564372848067
2023-09-09,20,Kansas,7,0.24001774759802239
2023-09-09,21,Kentucky,19,0.4227502842995662
2023-09-09,22,Louisiana,11,0.24043326949465735
2023-09-09,25,Massachusetts,8,0.11463515499102836
2023-09-09,24,Maryland,5,0.08152444184290893
2023-09-09,23,Maine,0,0
2023-09-09,26,Michigan,2,0.019936055103256304
2023-09-09,27,Minnesota,0,0
2023-09-09,29,Missouri,12,0.19466182131764315
2023-09-09,28,Mississippi,19,0.6490611671827842
2023-09-09,30,Montana,1,0.08932056525626517
2023-09-09,37,North Carolina,7,0.06605916145255414
2023-09-09,38,North Dakota,0,0
2023-09-09,31,Nebraska,1,0.05098126183721173
2023-09-09,33,New Hampshire,1,0.07170041844364204
2023-09-09,34,New Jersey,13,0.14047771283264987
2023-09-09,35,New Mexico,4,0.19046902521286105
2023-09-09,32,Nevada,4,0.12636078721506827
2023-09-09,36,New York,21,0.10683113914043665
2023-09-09,39,Ohio,15,0.12766714757462636
2023-09-09,40,Oklahoma,16,0.3998734400562222
2023-09-09,41,Oregon,3,0.07077700172106076
2023-09-09,42,Pennsylvania,43,0.3315528175975282
2023-09-09,72,Puerto Rico,54,1.6760874160287964
2023-09-09,44,Rhode Island,0,0
2023-09-09,45,South Carolina,22,0.41936401921525934
2023-09-09,46,South Dakota,3,0.33095852207162385
2023-09-09,47,Tennessee,45,0.6400585326416339
2023-09-09,48,Texas,117,0.3911133824658656
2023-09-09,US,US,814,0.24503306390071578
2023-09-09,49,Utah,2,0.059237530055641814
2023-09-09,51,Virginia,40,0.4659904989197175
2023-09-09,50,Vermont,1,0.15458100817733533
2023-09-09,53,Washington,37,0.47829361384952157
2023-09-09,55,Wisconsin,1,0.016974983288128954
2023-09-09,54,West Virginia,2,0.11267751638471935
2023-09-09,56,Wyoming,0,0
2023-09-02,02,Alaska,2,0.2811255141082839
2023-09-02,01,Alabama,12,0.23697721345604014
2023-09-02,05,Arkansas,6,0.1972465693890419
2023-09-02,04,Arizona,13,0.17708715603203806
2023-09-02,06,California,38,0.09772016037112677
2023-09-02,08,Colorado,3,0.051690735021575715
2023-09-02,09,Connecticut,6,0.1656960102333856
2023-09-02,11,District of Columbia,0,0
2023-09-02,10,Delaware,0,0
2023-09-02,12,Florida,172,0.7753387463998588
2023-09-02,13,Georgia,30,0.27635877780883233
2023-09-02,15,Hawaii,7,0.5003656243097635
2023-09-02,19,Iowa,4,0.12499125061245712
2023-09-02,16,Idaho,0,0
2023-09-02,17,Illinois,9,0.07163839231985492
2023-09-02,18,Indiana,6,0.08782277247417682
2023-09-02,20,Kansas,3,0.10286474897058102
2023-09-02,21,Kentucky,10,0.22250014963135062
2023-09-02,22,Louisiana,14,0.30600597935683665
2023-09-02,25,Massachusetts,17,0.24359970435593528
2023-09-02,24,Maryland,5,0.08152444184290893
2023-09-02,23,Maine,0,0
2023-09-02,26,Michigan,12,0.11961633061953783
2023-09-02,27,Minnesota,0,0
2023-09-02,29,Missouri,6,0.09733091065882157
2023-09-02,28,Mississippi,43,1.4689279046768273
2023-09-02,30,Montana,0,0
2023-09-02,37,North Carolina,18,0.16986641516371065
2023-09-02,38,North Dakota,0,0
2023-09-02,31,Nebraska,2,0.10196252367442346
2023-09-02,33,New Hampshire,4,0.28680167377456817
2023-09-02,34,New Jersey,10,0.10805977910203836
2023-09-02,35,New Mexico,2,0.09523451260643052
2023-09-02,32,Nevada,3,0.0947705904113012
2023-09-02,36,New York,38,0.1933134898731711
2023-09-02,39,Ohio,13,0.11064486123134283
2023-09-02,40,Oklahoma,16,0.3998734400562222
2023-09-02,41,Oregon,2,0.04718466781404051
2023-09-02,42,Pennsylvania,42,0.3238422869557252
2023-09-02,72,Puerto Rico,60,1.862319351143107
2023-09-02,44,Rhode Island,0,0
2023-09-02,45,South Carolina,9,0.17155800786078793
2023-09-02,46,South Dakota,1,0.11031950735720794
2023-09-02,47,Tennessee,27,0.3840351195849804
2023-09-02,48,Texas,130,0.4345704249620729
2023-09-02,US,US,873,0.2627934456822173
2023-09-02,49,Utah,1,0.029618765027820907
2023-09-02,51,Virginia,30,0.34949287418978814
2023-09-02,50,Vermont,0,0
2023-09-02,53,Washington,42,0.5429278859913488
2023-09-02,55,Wisconsin,4,0.06789993315251582
2023-09-02,54,West Virginia,1,0.05633875819235967
2023-09-02,56,Wyoming,0,0
2023-08-26,02,Alaska,0,0
2023-08-26,01,Alabama,12,0.23697721345604014
2023-08-26,05,Arkansas,8,0.2629954258520559
2023-08-26,04,Arizona,17,0.23157551173420363
2023-08-26,06,California,29,0.07457591186217569
2023-08-26,08,Colorado,4,0.06892098002876762
2023-08-26,09,Connecticut,8,0.22092801364451412
2023-08-26,11,District of Columbia,2,0.2991432537213421
2023-08-26,10,Delaware,0,0
2023-08-26,12,Florida,165,0.7437842625347483
2023-08-26,13,Georgia,27,0.24872290002794908
2023-08-26,15,Hawaii,6,0.42888482083694013
2023-08-26,19,Iowa,2,0.06249562530622856
2023-08-26,16,Idaho,0,0
2023-08-26,17,Illinois,12,0.09551785642647322
2023-08-26,18,Indiana,11,0.1610084162026575
2023-08-26,20,Kansas,2,0.06857649931372069
2023-08-26,21,Kentucky,7,0.15575010474194545
2023-08-26,22,Louisiana,11,0.24043326949465735
2023-08-26,25,Massachusetts,8,0.11463515499102836
2023-08-26,24,Maryland,3,0.04891466510574535
2023-08-26,23,Maine,0,0
2023-08-26,26,Michigan,10,0.09968027551628153
2023-08-26,27,Minnesota,3,0.05247922347542608
2023-08-26,29,Missouri,7,0.1135527291019585
2023-08-26,28,Mississippi,40,1.3664445624900718
2023-08-26,30,Montana,0,0
2023-08-26,37,North Carolina,8,0.07549618451720473
2023-08-26,38,North Dakota,1,0.129523444391052
2023-08-26,31,Nebraska,3,0.1529437855116352
2023-08-26,33,New Hampshire,0,0
2023-08-26,34,New Jersey,16,0.1728956465632614
2023-08-26,35,New Mexico,1,0.04761725630321526
2023-08-26,32,Nevada,4,0.12636078721506827
2023-08-26,36,New York,20,0.1017439420385111
2023-08-26,39,Ohio,16,0.1361782907462681
2023-08-26,40,Oklahoma,13,0.32489717004568053
2023-08-26,41,Oregon,4,0.09436933562808102
2023-08-26,42,Pennsylvania,45,0.3469738788811341
2023-08-26,72,Puerto Rico,52,1.6140101043240263
2023-08-26,44,Rhode Island,0,0
2023-08-26,45,South Carolina,20,0.3812400174684176
2023-08-26,46,South Dakota,0,0
2023-08-26,47,Tennessee,26,0.3698115966373885
2023-08-26,48,Texas,123,0.41117047900257664
2023-08-26,US,US,797,0.23991566576028314
2023-08-26,49,Utah,0,0
2023-08-26,51,Virginia,28,0.3261933492438023
2023-08-26,50,Vermont,0,0
2023-08-26,53,Washington,20,0.25853708856730895
2023-08-26,55,Wisconsin,1,0.016974983288128954
2023-08-26,54,West Virginia,2,0.11267751638471935
2023-08-26,56,Wyoming,0,0
2023-08-19,02,Alaska,2,0.2811255141082839
2023-08-19,01,Alabama,9,0.1777329100920301
2023-08-19,05,Arkansas,6,0.1972465693890419
2023-08-19,04,Arizona,6,0.08173253355324833
2023-08-19,06,California,31,0.07971907819749816
2023-08-19,08,Colorado,0,0
2023-08-19,09,Connecticut,4,0.11046400682225706
2023-08-19,11,District of Columbia,1,0.14957162686067105
2023-08-19,10,Delaware,0,0
2023-08-19,12,Florida,151,0.6806752948045272
2023-08-19,13,Georgia,19,0.1750272259455938
2023-08-19,15,Hawaii,6,0.42888482083694013
2023-08-19,19,Iowa,2,0.06249562530622856
2023-08-19,16,Idaho,3,0.1549970266403723
2023-08-19,17,Illinois,9,0.07163839231985492
2023-08-19,18,Indiana,3,0.04391138623708841
2023-08-19,20,Kansas,1,0.034288249656860344
2023-08-19,21,Kentucky,12,0.26700017955762073
2023-08-19,22,Louisiana,11,0.24043326949465735
2023-08-19,25,Massachusetts,6,0.08597636624327128
2023-08-19,24,Maryland,6,0.0978293302114907
2023-08-19,23,Maine,2,0.14445199607379475
2023-08-19,26,Michigan,18,0.17942449592930676
2023-08-19,27,Minnesota,0,0
2023-08-19,29,Missouri,11,0.17844000287450623
2023-08-19,28,Mississippi,35,1.1956389921788129
2023-08-19,30,Montana,0,0
2023-08-19,37,North Carolina,14,0.13211832290510828
2023-08-19,38,North Dakota,0,0
2023-08-19,31,Nebraska,1,0.05098126183721173
2023-08-19,33,New Hampshire,0,0
2023-08-19,34,New Jersey,12,0.12967173492244605
2023-08-19,35,New Mexico,2,0.09523451260643052
2023-08-19,32,Nevada,4,0.12636078721506827
2023-08-19,36,New York,15,0.07630795652888332
2023-08-19,39,Ohio,8,0.06808914537313406
2023-08-19,40,Oklahoma,21,0.5248338900737917
2023-08-19,41,Oregon,3,0.07077700172106076
2023-08-19,42,Pennsylvania,38,0.2930001643885133
2023-08-19,72,Puerto Rico,30,0.9311596755715535
2023-08-19,44,Rhode Island,0,0
2023-08-19,45,South Carolina,15,0.2859300131013132
2023-08-19,46,South Dakota,2,0.22063901471441588
2023-08-19,47,Tennessee,27,0.3840351195849804
2023-08-19,48,Texas,123,0.41117047900257664
2023-08-19,US,US,740,0.22275733081883253
2023-08-19,49,Utah,0,0
2023-08-19,51,Virginia,35,0.40774168655475285
2023-08-19,50,Vermont,0,0
2023-08-19,53,Washington,25,0.3231713607091362
2023-08-19,55,Wisconsin,2,0.03394996657625791
2023-08-19,54,West Virginia,9,0.507048823731237
2023-08-19,56,Wyoming,0,0
2023-08-12,02,Alaska,1,0.14056275705414195
2023-08-12,01,Alabama,9,0.1777329100920301
2023-08-12,05,Arkansas,10,0.32874428231506986
2023-08-12,04,Arizona,9,0.12259880032987251
2023-08-12,06,California,35,0.09000541086814308
2023-08-12,08,Colorado,1,0.017230245007191905
2023-08-12,09,Connecticut,7,0.19331201193894987
2023-08-12,11,District of Columbia,1,0.14957162686067105
2023-08-12,10,Delaware,1,0.09853459352509479
2023-08-12,12,Florida,132,0.5950274100277986
2023-08-12,13,Georgia,28,0.2579348592882435
2023-08-12,15,Hawaii,4,0.28592321389129344
2023-08-12,19,Iowa,0,0
2023-08-12,16,Idaho,3,0.1549970266403723
2023-08-12,17,Illinois,13,0.10347767779534599
2023-08-12,18,Indiana,9,0.1317341587112652
2023-08-12,20,Kansas,2,0.06857649931372069
2023-08-12,21,Kentucky,5,0.11125007481567531
2023-08-12,22,Louisiana,7,0.15300298967841833
2023-08-12,25,Massachusetts,10,0.14329394373878546
2023-08-12,24,Maryland,5,0.08152444184290893
2023-08-12,23,Maine,0,0
2023-08-12,26,Michigan,11,0.10964830306790968
2023-08-12,27,Minnesota,0,0
2023-08-12,29,Missouri,9,0.14599636598823237
2023-08-12,28,Mississippi,27,0.9223500796807985
2023-08-12,30,Montana,0,0
2023-08-12,37,North Carolina,13,0.12268129984045768
2023-08-12,38,North Dakota,1,0.129523444391052
2023-08-12,31,Nebraska,1,0.05098126183721173
2023-08-12,33,New Hampshire,1,0.07170041844364204
2023-08-12,34,New Jersey,6,0.06483586746122302
2023-08-12,35,New Mexico,1,0.04761725630321526
2023-08-12,32,Nevada,6,0.1895411808226024
2023-08-12,36,New York,21,0.10683113914043665
2023-08-12,39,Ohio,10,0.08511143171641757
2023-08-12,40,Oklahoma,11,0.27491299003865277
2023-08-12,41,Oregon,4,0.09436933562808102
2023-08-12,42,Pennsylvania,37,0.2852896337467103
2023-08-12,72,Puerto Rico,39,1.2105075782430197
2023-08-12,44,Rhode Island,0,0
2023-08-12,45,South Carolina,8,0.15249600698736704
2023-08-12,46,South Dakota,0,0
2023-08-12,47,Tennessee,26,0.3698115966373885
2023-08-12,48,Texas,121,0.4044847801570063
2023-08-12,US,US,701,0.21101741743784
2023-08-12,49,Utah,1,0.029618765027820907
2023-08-12,51,Virginia,32,0.372792399135774
2023-08-12,50,Vermont,0,0
2023-08-12,53,Washington,17,0.21975652528221262
2023-08-12,55,Wisconsin,5,0.08487491644064477
2023-08-12,54,West Virginia,0,0
2023-08-12,56,Wyoming,1,0.17283604945185047
2023-08-05,02,Alaska,2,0.2811255141082839
2023-08-05,01,Alabama,13,0.2567253145773768
2023-08-05,05,Arkansas,11,0.3616187105465768
2023-08-05,04,Arizona,11,0.1498429781809553
2023-08-05,06,California,43,0.11057807620943293
2023-08-05,08,Colorado,3,0.051690735021575715
2023-08-05,09,Connecticut,5,0.13808000852782132
2023-08-05,11,District of Columbia,0,0
2023-08-05,10,Delaware,0,0
2023-08-05,12,Florida,136,0.6130585436650046
2023-08-05,13,Georgia,19,0.1750272259455938
2023-08-05,15,Hawaii,6,0.42888482083694013
2023-08-05,19,Iowa,1,0.03124781265311428
2023-08-05,16,Idaho,2,0.10333135109358152
2023-08-05,17,Illinois,12,0.09551785642647322
2023-08-05,18,Indiana,7,0.10245990121987295
2023-08-05,20,Kansas,1,0.034288249656860344
2023-08-05,21,Kentucky,9,0.20025013466821556
2023-08-05,22,Louisiana,11,0.24043326949465735
2023-08-05,25,Massachusetts,6,0.08597636624327128
2023-08-05,24,Maryland,7,0.11413421858007249
2023-08-05,23,Maine,2,0.14445199607379475
2023-08-05,26,Michigan,4,0.03987211020651261
2023-08-05,27,Minnesota,2,0.034986148983617384
2023-08-05,29,Missouri,4,0.06488727377254772
2023-08-05,28,Mississippi,9,0.3074500265602662
2023-08-05,30,Montana,0,0
2023-08-05,37,North Carolina,8,0.07549618451720473
2023-08-05,38,North Dakota,0,0
2023-08-05,31,Nebraska,1,0.05098126183721173
2023-08-05,33,New Hampshire,1,0.07170041844364204
2023-08-05,34,New Jersey,15,0.16208966865305754
2023-08-05,35,New Mexico,2,0.09523451260643052
2023-08-05,32,Nevada,6,0.1895411808226024
2023-08-05,36,New York,33,0.16787750436354332
2023-08-05,39,Ohio,9,0.07660028854477581
2023-08-05,40,Oklahoma,6,0.14995254002108332
2023-08-05,41,Oregon,3,0.07077700172106076
2023-08-05,42,Pennsylvania,51,0.393237062731952
2023-08-05,72,Puerto Rico,28,0.8690823638667833
2023-08-05,44,Rhode Island,0,0
2023-08-05,45,South Carolina,18,0.34311601572157585
2023-08-05,46,South Dakota,0,0
2023-08-05,47,Tennessee,23,0.3271410277946129
2023-08-05,48,Texas,95,0.3175706951645917
2023-08-05,US,US,679,0.20439490219728013
2023-08-05,49,Utah,1,0.029618765027820907
2023-08-05,51,Virginia,31,0.36114263666278107
2023-08-05,50,Vermont,0,0
2023-08-05,53,Washington,20,0.25853708856730895
2023-08-05,55,Wisconsin,1,0.016974983288128954
2023-08-05,54,West Virginia,1,0.05633875819235967
2023-08-05,56,Wyoming,0,0
2023-07-29,02,Alaska,0,0
2023-07-29,01,Alabama,32,0.6319392358827737
2023-07-29,05,Arkansas,5,0.16437214115753493
2023-07-29,04,Arizona,17,0.23157551173420363
2023-07-29,06,California,37,0.09514857720346553
2023-07-29,08,Colorado,3,0.051690735021575715
2023-07-29,09,Connecticut,5,0.13808000852782132
2023-07-29,11,District of Columbia,1,0.14957162686067105
2023-07-29,10,Delaware,0,0
2023-07-29,12,Florida,132,0.5950274100277986
2023-07-29,13,Georgia,16,0.14739134816471056
2023-07-29,15,Hawaii,4,0.28592321389129344
2023-07-29,19,Iowa,0,0
2023-07-29,16,Idaho,3,0.1549970266403723
2023-07-29,17,Illinois,10,0.07959821368872769
2023-07-29,18,Indiana,4,0.058548514982784544
2023-07-29,20,Kansas,2,0.06857649931372069
2023-07-29,21,Kentucky,9,0.20025013466821556
2023-07-29,22,Louisiana,12,0.2622908394487171
2023-07-29,25,Massachusetts,4,0.05731757749551418
2023-07-29,24,Maryland,14,0.22826843716014497
2023-07-29,23,Maine,3,0.2166779941106921
2023-07-29,26,Michigan,4,0.03987211020651261
2023-07-29,27,Minnesota,3,0.05247922347542608
2023-07-29,29,Missouri,10,0.1622181844313693
2023-07-29,28,Mississippi,17,0.5807389390582806
2023-07-29,30,Montana,0,0
2023-07-29,37,North Carolina,9,0.08493320758185532
2023-07-29,38,North Dakota,1,0.129523444391052
2023-07-29,31,Nebraska,1,0.05098126183721173
2023-07-29,33,New Hampshire,1,0.07170041844364204
2023-07-29,34,New Jersey,8,0.0864478232816307
2023-07-29,35,New Mexico,0,0
2023-07-29,32,Nevada,5,0.15795098401883534
2023-07-29,36,New York,19,0.09665674493658555
2023-07-29,39,Ohio,9,0.07660028854477581
2023-07-29,40,Oklahoma,14,0.3498892600491944
2023-07-29,41,Oregon,2,0.04718466781404051
2023-07-29,42,Pennsylvania,39,0.3007106950303163
2023-07-29,72,Puerto Rico,42,1.303623545800175
2023-07-29,44,Rhode Island,0,0
2023-07-29,45,South Carolina,20,0.3812400174684176
2023-07-29,46,South Dakota,0,0
2023-07-29,47,Tennessee,16,0.22757636716146984
2023-07-29,48,Texas,81,0.27077080324559927
2023-07-29,US,US,659,0.19837443379677114
2023-07-29,49,Utah,1,0.029618765027820907
2023-07-29,51,Virginia,19,0.22134548698686582
2023-07-29,50,Vermont,0,0
2023-07-29,53,Washington,18,0.23268337971057806
2023-07-29,55,Wisconsin,2,0.03394996657625791
2023-07-29,54,West Virginia,3,0.16901627457707902
2023-07-29,56,Wyoming,2,0.34567209890370093
2023-07-22,02,Alaska,1,0.14056275705414195
2023-07-22,01,Alabama,15,0.29622151682005016
2023-07-22,05,Arkansas,6,0.1972465693890419
2023-07-22,04,Arizona,13,0.17708715603203806
2023-07-22,06,California,30,0.07714749502983692
2023-07-22,08,Colorado,4,0.06892098002876762
2023-07-22,09,Connecticut,4,0.11046400682225706
2023-07-22,11,District of Columbia,1,0.14957162686067105
2023-07-22,10,Delaware,2,0.19706918705018958
2023-07-22,12,Florida,110,0.4958561750231655
2023-07-22,13,Georgia,17,0.15660330742500497
2023-07-22,15,Hawaii,4,0.28592321389129344
2023-07-22,19,Iowa,2,0.06249562530622856
2023-07-22,16,Idaho,1,0.05166567554679076
2023-07-22,17,Illinois,12,0.09551785642647322
2023-07-22,18,Indiana,4,0.058548514982784544
2023-07-22,20,Kansas,0,0
2023-07-22,21,Kentucky,3,0.06675004488940518
2023-07-22,22,Louisiana,6,0.13114541972435856
2023-07-22,25,Massachusetts,10,0.14329394373878546
2023-07-22,24,Maryland,4,0.06521955347432713
2023-07-22,23,Maine,1,0.07222599803689737
2023-07-22,26,Michigan,3,0.029904082654884458
2023-07-22,27,Minnesota,0,0
2023-07-22,29,Missouri,20,0.3244363688627386
2023-07-22,28,Mississippi,11,0.37577225468476977
2023-07-22,30,Montana,0,0
2023-07-22,37,North Carolina,5,0.04718511532325296
2023-07-22,38,North Dakota,1,0.129523444391052
2023-07-22,31,Nebraska,1,0.05098126183721173
2023-07-22,33,New Hampshire,0,0
2023-07-22,34,New Jersey,16,0.1728956465632614
2023-07-22,35,New Mexico,1,0.04761725630321526
2023-07-22,32,Nevada,7,0.22113137762636947
2023-07-22,36,New York,28,0.14244151885391554
2023-07-22,39,Ohio,5,0.04255571585820878
2023-07-22,40,Oklahoma,13,0.32489717004568053
2023-07-22,41,Oregon,3,0.07077700172106076
2023-07-22,42,Pennsylvania,37,0.2852896337467103
2023-07-22,72,Puerto Rico,33,1.024275643128709
2023-07-22,44,Rhode Island,0,0
2023-07-22,45,South Carolina,16,0.3049920139747341
2023-07-22,46,South Dakota,0,0
2023-07-22,47,Tennessee,21,0.2986939818994292
2023-07-22,48,Texas,88,0.2941707492050955
2023-07-22,US,US,608,0.1830222393754732
2023-07-22,49,Utah,0,0
2023-07-22,51,Virginia,22,0.25629477440584464
2023-07-22,50,Vermont,0,0
2023-07-22,53,Washington,18,0.23268337971057806
2023-07-22,55,Wisconsin,9,0.15277484959316057
2023-07-22,54,West Virginia,0,0
2023-07-22,56,Wyoming,0,0
2023-07-15,02,Alaska,2,0.2811255141082839
2023-07-15,01,Alabama,13,0.2567253145773768
2023-07-15,05,Arkansas,8,0.2629954258520559
2023-07-15,04,Arizona,28,0.3814184899151589
2023-07-15,06,California,53,0.13629390788604523
2023-07-15,08,Colorado,8,0.13784196005753524
2023-07-15,09,Connecticut,2,0.05523200341112853
2023-07-15,11,District of Columbia,2,0.2991432537213421
2023-07-15,10,Delaware,0,0
2023-07-15,12,Florida,138,0.6220741104836076
2023-07-15,13,Georgia,17,0.15660330742500497
2023-07-15,15,Hawaii,6,0.42888482083694013
2023-07-15,19,Iowa,0,0
2023-07-15,16,Idaho,3,0.1549970266403723
2023-07-15,17,Illinois,10,0.07959821368872769
2023-07-15,18,Indiana,2,0.029274257491392272
2023-07-15,20,Kansas,4,0.13715299862744137
2023-07-15,21,Kentucky,6,0.13350008977881037
2023-07-15,22,Louisiana,6,0.13114541972435856
2023-07-15,25,Massachusetts,7,0.10030576061714983
2023-07-15,24,Maryland,5,0.08152444184290893
2023-07-15,23,Maine,0,0
2023-07-15,26,Michigan,4,0.03987211020651261
2023-07-15,27,Minnesota,0,0
2023-07-15,29,Missouri,13,0.2108836397607801
2023-07-15,28,Mississippi,15,0.5124167109337769
2023-07-15,30,Montana,1,0.08932056525626517
2023-07-15,37,North Carolina,13,0.12268129984045768
2023-07-15,38,North Dakota,1,0.129523444391052
2023-07-15,31,Nebraska,0,0
2023-07-15,33,New Hampshire,1,0.07170041844364204
2023-07-15,34,New Jersey,7,0.07564184537142686
2023-07-15,35,New Mexico,0,0
2023-07-15,32,Nevada,10,0.3159019680376707
2023-07-15,36,New York,17,0.08648235073273443
2023-07-15,39,Ohio,12,0.10213371805970108
2023-07-15,40,Oklahoma,8,0.1999367200281111
2023-07-15,41,Oregon,5,0.11796166953510126
2023-07-15,42,Pennsylvania,41,0.3161317563139222
2023-07-15,72,Puerto Rico,42,1.303623545800175
2023-07-15,44,Rhode Island,0,0
2023-07-15,45,South Carolina,18,0.34311601572157585
2023-07-15,46,South Dakota,0,0
2023-07-15,47,Tennessee,24,0.3413645507422048
2023-07-15,48,Texas,101,0.33762779170130275
2023-07-15,US,US,714,0.21493072189817083
2023-07-15,49,Utah,3,0.08885629508346272
