"date","location","location_name","value","weekly_rate"
2023-09-23,"33","New Hampshire",2,0.143400836887284
2023-09-23,"34","New Jersey",29,0.313373359395911
2023-09-23,"35","New Mexico",8,0.380938050425722
2023-09-23,"32","Nevada",4,0.126360787215068
2023-09-23,"36","New York",19,0.0966567449365855
2023-09-23,"39","Ohio",9,0.0766002885447758
2023-09-23,"40","Oklahoma",17,0.424865530059736
2023-09-23,"41","Oregon",6,0.141554003442122
2023-09-23,"42","Pennsylvania",51,0.393237062731952
2023-09-23,"72","Puerto Rico",85,2.63828574745274
2023-09-23,"44","Rhode Island",1,0.0917103054870276
2023-09-23,"45","South Carolina",31,0.590922027076047
2023-09-23,"46","South Dakota",0,0
2023-09-23,"47","Tennessee",25,0.355588073689797
2023-09-23,"48","Texas",129,0.431227575539288
2023-09-23,"US","US",981,0.295303975044966
2023-09-23,"49","Utah",2,0.0592375300556418
2023-09-23,"51","Virginia",45,0.524239311284682
2023-09-23,"50","Vermont",1,0.154581008177335
2023-09-23,"53","Washington",31,0.400732487279329
2023-09-23,"55","Wisconsin",0,0
2023-09-23,"54","West Virginia",5,0.281693790961798
2023-09-23,"56","Wyoming",0,0
2023-09-16,"02","Alaska",5,0.70281378527071
2023-09-16,"01","Alabama",20,0.394962022426734
2023-09-16,"05","Arkansas",7,0.230120997620549
2023-09-16,"04","Arizona",10,0.136220889255414
2023-09-16,"06","California",41,0.10543490987411
2023-09-16,"08","Colorado",2,0.0344604900143838
2023-09-16,"09","Connecticut",9,0.248544015350078
2023-09-16,"11","District of Columbia",0,0
2023-09-16,"10","Delaware",0,0
2023-09-16,"12","Florida",156,0.703214211851035
2023-09-16,"13","Georgia",28,0.257934859288244
2023-09-16,"15","Hawaii",8,0.571846427782587
2023-09-16,"19","Iowa",0,0
2023-09-16,"16","Idaho",0,0
2023-09-16,"17","Illinois",18,0.14327678463971
2023-09-16,"18","Indiana",9,0.131734158711265
2023-09-16,"20","Kansas",3,0.102864748970581
2023-09-16,"21","Kentucky",5,0.111250074815675
2023-09-16,"22","Louisiana",13,0.284148409402777
2023-09-16,"25","Massachusetts",5,0.0716469718693927
2023-09-16,"24","Maryland",2,0.0326097767371636
2023-09-16,"23","Maine",0,0
2023-09-16,"26","Michigan",9,0.0897122479646534
2023-09-16,"27","Minnesota",1,0.0174930744918087
2023-09-16,"29","Missouri",8,0.129774547545095
2023-09-16,"28","Mississippi",24,0.819866737494043
2023-09-16,"30","Montana",1,0.0893205652562652
2023-09-16,"37","North Carolina",11,0.103807253711157
2023-09-16,"38","North Dakota",0,0
2023-09-16,"31","Nebraska",0,0
2023-09-16,"33","New Hampshire",0,0
2023-09-16,"34","New Jersey",10,0.108059779102038
2023-09-16,"35","New Mexico",11,0.523789819335368
2023-09-16,"32","Nevada",0,0
2023-09-16,"36","New York",12,0.0610463652231067
2023-09-16,"39","Ohio",9,0.0766002885447758
2023-09-16,"40","Oklahoma",16,0.399873440056222
2023-09-16,"41","Oregon",6,0.141554003442122
2023-09-16,"42","Pennsylvania",49,0.377816001448346
2023-09-16,"72","Puerto Rico",60,1.86231935114311
2023-09-16,"44","Rhode Island",2,0.183420610974055
2023-09-16,"45","South Carolina",26,0.495612022708943
2023-09-16,"46","South Dakota",0,0
2023-09-16,"47","Tennessee",40,0.568940917903675
2023-09-16,"48","Texas",141,0.47134176861271
2023-09-16,"US","US",850,0.255869907021632
2023-09-16,"49","Utah",3,0.0888562950834627
2023-09-16,"51","Virginia",31,0.361142636662781
2023-09-16,"50","Vermont",0,0
2023-09-16,"53","Washington",30,0.387805632850963
2023-09-16,"55","Wisconsin",3,0.0509249498643869
2023-09-16,"54","West Virginia",6,0.338032549154158
2023-09-16,"56","Wyoming",0,0
2023-09-09,"02","Alaska",1,0.140562757054142
2023-09-09,"01","Alabama",5,0.0987405056066834
2023-09-09,"05","Arkansas",8,0.262995425852056
2023-09-09,"04","Arizona",8,0.108976711404331
2023-09-09,"06","California",42,0.108006493041772
2023-09-09,"08","Colorado",7,0.120611715050343
2023-09-09,"09","Connecticut",1,0.0276160017055643
2023-09-09,"11","District of Columbia",1,0.149571626860671
2023-09-09,"10","Delaware",0,0
2023-09-09,"12","Florida",150,0.676167511395226
2023-09-09,"13","Georgia",26,0.239510940767655
2023-09-09,"15","Hawaii",5,0.357404017364117
2023-09-09,"19","Iowa",1,0.0312478126531143
2023-09-09,"16","Idaho",2,0.103331351093582
2023-09-09,"17","Illinois",15,0.119397320533092
2023-09-09,"18","Indiana",5,0.0731856437284807
2023-09-09,"20","Kansas",7,0.240017747598022
2023-09-09,"21","Kentucky",19,0.422750284299566
2023-09-09,"22","Louisiana",11,0.240433269494657
2023-09-09,"25","Massachusetts",8,0.114635154991028
2023-09-09,"24","Maryland",5,0.0815244418429089
2023-09-09,"23","Maine",0,0
2023-09-09,"26","Michigan",2,0.0199360551032563
2023-09-09,"27","Minnesota",0,0
2023-09-09,"29","Missouri",12,0.194661821317643
2023-09-09,"28","Mississippi",19,0.649061167182784
2023-09-09,"30","Montana",1,0.0893205652562652
2023-09-09,"37","North Carolina",7,0.0660591614525541
2023-09-09,"38","North Dakota",0,0
2023-09-09,"31","Nebraska",1,0.0509812618372117
2023-09-09,"33","New Hampshire",1,0.071700418443642
2023-09-09,"34","New Jersey",13,0.14047771283265
2023-09-09,"35","New Mexico",4,0.190469025212861
2023-09-09,"32","Nevada",4,0.126360787215068
2023-09-09,"36","New York",21,0.106831139140437
2023-09-09,"39","Ohio",15,0.127667147574626
2023-09-09,"40","Oklahoma",16,0.399873440056222
2023-09-09,"41","Oregon",3,0.0707770017210608
2023-09-09,"42","Pennsylvania",43,0.331552817597528
2023-09-09,"72","Puerto Rico",54,1.6760874160288
2023-09-09,"44","Rhode Island",0,0
2023-09-09,"45","South Carolina",22,0.419364019215259
2023-09-09,"46","South Dakota",3,0.330958522071624
2023-09-09,"47","Tennessee",45,0.640058532641634
2023-09-09,"48","Texas",117,0.391113382465866
2023-09-09,"US","US",813,0.24473204048069
2023-09-09,"49","Utah",2,0.0592375300556418
2023-09-09,"51","Virginia",40,0.465990498919717
2023-09-09,"50","Vermont",1,0.154581008177335
2023-09-09,"53","Washington",37,0.478293613849522
2023-09-09,"55","Wisconsin",1,0.016974983288129
2023-09-09,"54","West Virginia",2,0.112677516384719
2023-09-09,"56","Wyoming",0,0
2023-09-02,"02","Alaska",2,0.281125514108284
2023-09-02,"01","Alabama",12,0.23697721345604
2023-09-02,"05","Arkansas",6,0.197246569389042
2023-09-02,"04","Arizona",13,0.177087156032038
2023-09-02,"06","California",38,0.0977201603711268
2023-09-02,"08","Colorado",3,0.0516907350215757
2023-09-02,"09","Connecticut",6,0.165696010233386
2023-09-02,"11","District of Columbia",0,0
2023-09-02,"10","Delaware",0,0
2023-09-02,"12","Florida",172,0.775338746399859
2023-09-02,"13","Georgia",30,0.276358777808832
2023-09-02,"15","Hawaii",7,0.500365624309764
2023-09-02,"19","Iowa",4,0.124991250612457
2023-09-02,"16","Idaho",0,0
2023-09-02,"17","Illinois",9,0.0716383923198549
2023-09-02,"18","Indiana",6,0.0878227724741768
2023-09-02,"20","Kansas",3,0.102864748970581
2023-09-02,"21","Kentucky",10,0.222500149631351
2023-09-02,"22","Louisiana",14,0.306005979356837
2023-09-02,"25","Massachusetts",17,0.243599704355935
2023-09-02,"24","Maryland",5,0.0815244418429089
2023-09-02,"23","Maine",0,0
2023-09-02,"26","Michigan",12,0.119616330619538
2023-09-02,"27","Minnesota",0,0
2023-09-02,"29","Missouri",6,0.0973309106588216
2023-09-02,"28","Mississippi",43,1.46892790467683
2023-09-02,"30","Montana",0,0
2023-09-02,"37","North Carolina",18,0.169866415163711
2023-09-02,"38","North Dakota",0,0
2023-09-02,"31","Nebraska",2,0.101962523674423
2023-09-02,"33","New Hampshire",4,0.286801673774568
2023-09-02,"34","New Jersey",10,0.108059779102038
2023-09-02,"35","New Mexico",2,0.0952345126064305
2023-09-02,"32","Nevada",3,0.0947705904113012
2023-09-02,"36","New York",38,0.193313489873171
2023-09-02,"39","Ohio",13,0.110644861231343
2023-09-02,"40","Oklahoma",16,0.399873440056222
2023-09-02,"41","Oregon",2,0.0471846678140405
2023-09-02,"42","Pennsylvania",42,0.323842286955725
2023-09-02,"72","Puerto Rico",60,1.86231935114311
2023-09-02,"44","Rhode Island",0,0
2023-09-02,"45","South Carolina",9,0.171558007860788
2023-09-02,"46","South Dakota",1,0.110319507357208
2023-09-02,"47","Tennessee",27,0.38403511958498
2023-09-02,"48","Texas",130,0.434570424962073
2023-09-02,"US","US",873,0.262793445682217
2023-09-02,"49","Utah",1,0.0296187650278209
2023-09-02,"51","Virginia",30,0.349492874189788
2023-09-02,"50","Vermont",0,0
2023-09-02,"53","Washington",42,0.542927885991349
2023-09-02,"55","Wisconsin",4,0.0678999331525158
2023-09-02,"54","West Virginia",1,0.0563387581923597
2023-09-02,"56","Wyoming",0,0
2023-08-26,"02","Alaska",0,0
2023-08-26,"01","Alabama",12,0.23697721345604
2023-08-26,"05","Arkansas",8,0.262995425852056
2023-08-26,"04","Arizona",17,0.231575511734204
2023-08-26,"06","California",29,0.0745759118621757
2023-08-26,"08","Colorado",4,0.0689209800287676
2023-08-26,"09","Connecticut",8,0.220928013644514
2023-08-26,"11","District of Columbia",2,0.299143253721342
2023-08-26,"10","Delaware",0,0
2023-08-26,"12","Florida",164,0.739276479125447
2023-08-26,"13","Georgia",27,0.248722900027949
2023-08-26,"15","Hawaii",6,0.42888482083694
2023-08-26,"19","Iowa",2,0.0624956253062286
2023-08-26,"16","Idaho",0,0
2023-08-26,"17","Illinois",12,0.0955178564264732
2023-08-26,"18","Indiana",11,0.161008416202657
2023-08-26,"20","Kansas",2,0.0685764993137207
2023-08-26,"21","Kentucky",7,0.155750104741945
2023-08-26,"22","Louisiana",11,0.240433269494657
2023-08-26,"25","Massachusetts",8,0.114635154991028
2023-08-26,"24","Maryland",3,0.0489146651057454
2023-08-26,"23","Maine",0,0
2023-08-26,"26","Michigan",10,0.0996802755162815
2023-08-26,"27","Minnesota",3,0.0524792234754261
2023-08-26,"29","Missouri",7,0.113552729101959
2023-08-26,"28","Mississippi",40,1.36644456249007
2023-08-26,"30","Montana",0,0
2023-08-26,"37","North Carolina",8,0.0754961845172047
2023-08-26,"38","North Dakota",1,0.129523444391052
2023-08-26,"31","Nebraska",3,0.152943785511635
2023-08-26,"33","New Hampshire",0,0
2023-08-26,"34","New Jersey",16,0.172895646563261
2023-08-26,"35","New Mexico",1,0.0476172563032153
2023-08-26,"32","Nevada",4,0.126360787215068
2023-08-26,"36","New York",20,0.101743942038511
2023-08-26,"39","Ohio",16,0.136178290746268
2023-08-26,"40","Oklahoma",13,0.324897170045681
2023-08-26,"41","Oregon",4,0.094369335628081
2023-08-26,"42","Pennsylvania",45,0.346973878881134
2023-08-26,"72","Puerto Rico",52,1.61401010432403
2023-08-26,"44","Rhode Island",0,0
2023-08-26,"45","South Carolina",20,0.381240017468418
2023-08-26,"46","South Dakota",0,0
2023-08-26,"47","Tennessee",26,0.369811596637388
2023-08-26,"48","Texas",123,0.411170479002577
2023-08-26,"US","US",796,0.239614642340258
2023-08-26,"49","Utah",0,0
2023-08-26,"51","Virginia",28,0.326193349243802
2023-08-26,"50","Vermont",0,0
2023-08-26,"53","Washington",20,0.258537088567309
2023-08-26,"55","Wisconsin",1,0.016974983288129
2023-08-26,"54","West Virginia",2,0.112677516384719
2023-08-26,"56","Wyoming",0,0
2023-08-19,"02","Alaska",2,0.281125514108284
2023-08-19,"01","Alabama",9,0.17773291009203
2023-08-19,"05","Arkansas",6,0.197246569389042
2023-08-19,"04","Arizona",6,0.0817325335532483
2023-08-19,"06","California",31,0.0797190781974982
2023-08-19,"08","Colorado",0,0
2023-08-19,"09","Connecticut",4,0.110464006822257
2023-08-19,"11","District of Columbia",1,0.149571626860671
2023-08-19,"10","Delaware",0,0
2023-08-19,"12","Florida",152,0.685183078213829
2023-08-19,"13","Georgia",19,0.175027225945594
2023-08-19,"15","Hawaii",6,0.42888482083694
2023-08-19,"19","Iowa",2,0.0624956253062286
2023-08-19,"16","Idaho",3,0.154997026640372
2023-08-19,"17","Illinois",9,0.0716383923198549
2023-08-19,"18","Indiana",3,0.0439113862370884
2023-08-19,"20","Kansas",1,0.0342882496568603
2023-08-19,"21","Kentucky",12,0.267000179557621
2023-08-19,"22","Louisiana",11,0.240433269494657
2023-08-19,"25","Massachusetts",6,0.0859763662432713
2023-08-19,"24","Maryland",6,0.0978293302114907
2023-08-19,"23","Maine",2,0.144451996073795
2023-08-19,"26","Michigan",18,0.179424495929307
2023-08-19,"27","Minnesota",0,0
2023-08-19,"29","Missouri",11,0.178440002874506
2023-08-19,"28","Mississippi",35,1.19563899217881
2023-08-19,"30","Montana",0,0
2023-08-19,"37","North Carolina",14,0.132118322905108
2023-08-19,"38","North Dakota",0,0
2023-08-19,"31","Nebraska",1,0.0509812618372117
2023-08-19,"33","New Hampshire",0,0
2023-08-19,"34","New Jersey",12,0.129671734922446
2023-08-19,"35","New Mexico",2,0.0952345126064305
2023-08-19,"32","Nevada",4,0.126360787215068
2023-08-19,"36","New York",15,0.0763079565288833
2023-08-19,"39","Ohio",8,0.0680891453731341
2023-08-19,"40","Oklahoma",21,0.524833890073792
2023-08-19,"41","Oregon",3,0.0707770017210608
2023-08-19,"42","Pennsylvania",38,0.293000164388513
2023-08-19,"72","Puerto Rico",30,0.931159675571554
2023-08-19,"44","Rhode Island",0,0
2023-08-19,"45","South Carolina",15,0.285930013101313
2023-08-19,"46","South Dakota",2,0.220639014714416
2023-08-19,"47","Tennessee",27,0.38403511958498
2023-08-19,"48","Texas",123,0.411170479002577
2023-08-19,"US","US",741,0.223058354238858
2023-08-19,"49","Utah",0,0
2023-08-19,"51","Virginia",35,0.407741686554753
2023-08-19,"50","Vermont",0,0
2023-08-19,"53","Washington",25,0.323171360709136
2023-08-19,"55","Wisconsin",2,0.0339499665762579
2023-08-19,"54","West Virginia",9,0.507048823731237
2023-08-19,"56","Wyoming",0,0
2023-08-12,"02","Alaska",1,0.140562757054142
2023-08-12,"01","Alabama",9,0.17773291009203
2023-08-12,"05","Arkansas",10,0.32874428231507
2023-08-12,"04","Arizona",9,0.122598800329873
2023-08-12,"06","California",35,0.0900054108681431
2023-08-12,"08","Colorado",1,0.0172302450071919
2023-08-12,"09","Connecticut",7,0.19331201193895
2023-08-12,"11","District of Columbia",1,0.149571626860671
2023-08-12,"10","Delaware",1,0.0985345935250948
2023-08-12,"12","Florida",132,0.595027410027799
2023-08-12,"13","Georgia",28,0.257934859288244
2023-08-12,"15","Hawaii",4,0.285923213891293
2023-08-12,"19","Iowa",0,0
2023-08-12,"16","Idaho",3,0.154997026640372
2023-08-12,"17","Illinois",13,0.103477677795346
2023-08-12,"18","Indiana",9,0.131734158711265
2023-08-12,"20","Kansas",2,0.0685764993137207
2023-08-12,"21","Kentucky",5,0.111250074815675
2023-08-12,"22","Louisiana",7,0.153002989678418
2023-08-12,"25","Massachusetts",10,0.143293943738785
2023-08-12,"24","Maryland",5,0.0815244418429089
2023-08-12,"23","Maine",0,0
2023-08-12,"26","Michigan",11,0.10964830306791
2023-08-12,"27","Minnesota",0,0
2023-08-12,"29","Missouri",9,0.145996365988232
2023-08-12,"28","Mississippi",27,0.922350079680799
2023-08-12,"30","Montana",0,0
2023-08-12,"37","North Carolina",13,0.122681299840458
2023-08-12,"38","North Dakota",1,0.129523444391052
2023-08-12,"31","Nebraska",1,0.0509812618372117
2023-08-12,"33","New Hampshire",1,0.071700418443642
2023-08-12,"34","New Jersey",6,0.064835867461223
2023-08-12,"35","New Mexico",1,0.0476172563032153
2023-08-12,"32","Nevada",6,0.189541180822602
2023-08-12,"36","New York",21,0.106831139140437
2023-08-12,"39","Ohio",10,0.0851114317164176
2023-08-12,"40","Oklahoma",11,0.274912990038653
2023-08-12,"41","Oregon",4,0.094369335628081
2023-08-12,"42","Pennsylvania",37,0.28528963374671
2023-08-12,"72","Puerto Rico",39,1.21050757824302
2023-08-12,"44","Rhode Island",0,0
2023-08-12,"45","South Carolina",8,0.152496006987367
2023-08-12,"46","South Dakota",0,0
2023-08-12,"47","Tennessee",26,0.369811596637388
2023-08-12,"48","Texas",121,0.404484780157006
2023-08-12,"US","US",701,0.21101741743784
2023-08-12,"49","Utah",1,0.0296187650278209
2023-08-12,"51","Virginia",32,0.372792399135774
2023-08-12,"50","Vermont",0,0
2023-08-12,"53","Washington",17,0.219756525282213
2023-08-12,"55","Wisconsin",5,0.0848749164406448
2023-08-12,"54","West Virginia",0,0
2023-08-12,"56","Wyoming",1,0.17283604945185
2023-08-05,"02","Alaska",2,0.281125514108284
2023-08-05,"01","Alabama",13,0.256725314577377
2023-08-05,"05","Arkansas",11,0.361618710546577
2023-08-05,"04","Arizona",11,0.149842978180955
2023-08-05,"06","California",43,0.110578076209433
2023-08-05,"08","Colorado",3,0.0516907350215757
2023-08-05,"09","Connecticut",5,0.138080008527821
2023-08-05,"11","District of Columbia",0,0
2023-08-05,"10","Delaware",0,0
2023-08-05,"12","Florida",136,0.613058543665005
2023-08-05,"13","Georgia",19,0.175027225945594
2023-08-05,"15","Hawaii",6,0.42888482083694
2023-08-05,"19","Iowa",1,0.0312478126531143
2023-08-05,"16","Idaho",2,0.103331351093582
2023-08-05,"17","Illinois",12,0.0955178564264732
2023-08-05,"18","Indiana",7,0.102459901219873
2023-08-05,"20","Kansas",1,0.0342882496568603
2023-08-05,"21","Kentucky",9,0.200250134668216
2023-08-05,"22","Louisiana",11,0.240433269494657
2023-08-05,"25","Massachusetts",6,0.0859763662432713
2023-08-05,"24","Maryland",7,0.114134218580072
2023-08-05,"23","Maine",2,0.144451996073795
2023-08-05,"26","Michigan",4,0.0398721102065126
2023-08-05,"27","Minnesota",2,0.0349861489836174
2023-08-05,"29","Missouri",4,0.0648872737725477
2023-08-05,"28","Mississippi",9,0.307450026560266
2023-08-05,"30","Montana",0,0
2023-08-05,"37","North Carolina",8,0.0754961845172047
2023-08-05,"38","North Dakota",0,0
2023-08-05,"31","Nebraska",1,0.0509812618372117
2023-08-05,"33","New Hampshire",1,0.071700418443642
2023-08-05,"34","New Jersey",15,0.162089668653058
2023-08-05,"35","New Mexico",2,0.0952345126064305
2023-08-05,"32","Nevada",6,0.189541180822602
2023-08-05,"36","New York",33,0.167877504363543
2023-08-05,"39","Ohio",9,0.0766002885447758
2023-08-05,"40","Oklahoma",6,0.149952540021083
2023-08-05,"41","Oregon",3,0.0707770017210608
2023-08-05,"42","Pennsylvania",51,0.393237062731952
2023-08-05,"72","Puerto Rico",28,0.869082363866783
2023-08-05,"44","Rhode Island",0,0
2023-08-05,"45","South Carolina",18,0.343116015721576
2023-08-05,"46","South Dakota",0,0
2023-08-05,"47","Tennessee",23,0.327141027794613
2023-08-05,"48","Texas",95,0.317570695164592
2023-08-05,"US","US",679,0.20439490219728
2023-08-05,"49","Utah",1,0.0296187650278209
2023-08-05,"51","Virginia",31,0.361142636662781
2023-08-05,"50","Vermont",0,0
2023-08-05,"53","Washington",20,0.258537088567309
2023-08-05,"55","Wisconsin",1,0.016974983288129
2023-08-05,"54","West Virginia",1,0.0563387581923597
2023-08-05,"56","Wyoming",0,0
2023-07-29,"02","Alaska",0,0
2023-07-29,"01","Alabama",32,0.631939235882774
2023-07-29,"05","Arkansas",5,0.164372141157535
2023-07-29,"04","Arizona",17,0.231575511734204
2023-07-29,"06","California",37,0.0951485772034655
2023-07-29,"08","Colorado",3,0.0516907350215757
2023-07-29,"09","Connecticut",5,0.138080008527821
2023-07-29,"11","District of Columbia",1,0.149571626860671
2023-07-29,"10","Delaware",0,0
2023-07-29,"12","Florida",132,0.595027410027799
2023-07-29,"13","Georgia",16,0.147391348164711
2023-07-29,"15","Hawaii",4,0.285923213891293
2023-07-29,"19","Iowa",0,0
2023-07-29,"16","Idaho",3,0.154997026640372
2023-07-29,"17","Illinois",10,0.0795982136887277
2023-07-29,"18","Indiana",4,0.0585485149827845
2023-07-29,"20","Kansas",2,0.0685764993137207
2023-07-29,"21","Kentucky",9,0.200250134668216
2023-07-29,"22","Louisiana",12,0.262290839448717
2023-07-29,"25","Massachusetts",4,0.0573175774955142
2023-07-29,"24","Maryland",14,0.228268437160145
2023-07-29,"23","Maine",3,0.216677994110692
2023-07-29,"26","Michigan",4,0.0398721102065126
2023-07-29,"27","Minnesota",3,0.0524792234754261
2023-07-29,"29","Missouri",10,0.162218184431369
2023-07-29,"28","Mississippi",17,0.580738939058281
2023-07-29,"30","Montana",0,0
2023-07-29,"37","North Carolina",9,0.0849332075818553
2023-07-29,"38","North Dakota",1,0.129523444391052
2023-07-29,"31","Nebraska",1,0.0509812618372117
2023-07-29,"33","New Hampshire",1,0.071700418443642
2023-07-29,"34","New Jersey",8,0.0864478232816307
2023-07-29,"35","New Mexico",0,0
2023-07-29,"32","Nevada",5,0.157950984018835
2023-07-29,"36","New York",19,0.0966567449365855
2023-07-29,"39","Ohio",9,0.0766002885447758
2023-07-29,"40","Oklahoma",14,0.349889260049194
2023-07-29,"41","Oregon",2,0.0471846678140405
2023-07-29,"42","Pennsylvania",39,0.300710695030316
2023-07-29,"72","Puerto Rico",42,1.30362354580018
2023-07-29,"44","Rhode Island",0,0
2023-07-29,"45","South Carolina",20,0.381240017468418
2023-07-29,"46","South Dakota",0,0
2023-07-29,"47","Tennessee",16,0.22757636716147
2023-07-29,"48","Texas",81,0.270770803245599
2023-07-29,"US","US",659,0.198374433796771
2023-07-29,"49","Utah",1,0.0296187650278209
2023-07-29,"51","Virginia",19,0.221345486986866
2023-07-29,"50","Vermont",0,0
2023-07-29,"53","Washington",18,0.232683379710578
2023-07-29,"55","Wisconsin",2,0.0339499665762579
2023-07-29,"54","West Virginia",3,0.169016274577079
2023-07-29,"56","Wyoming",2,0.345672098903701
2023-07-22,"02","Alaska",1,0.140562757054142
2023-07-22,"01","Alabama",15,0.29622151682005
2023-07-22,"05","Arkansas",6,0.197246569389042
2023-07-22,"04","Arizona",13,0.177087156032038
2023-07-22,"06","California",30,0.0771474950298369
2023-07-22,"08","Colorado",4,0.0689209800287676
2023-07-22,"09","Connecticut",4,0.110464006822257
2023-07-22,"11","District of Columbia",1,0.149571626860671
2023-07-22,"10","Delaware",2,0.19706918705019
2023-07-22,"12","Florida",110,0.495856175023165
2023-07-22,"13","Georgia",17,0.156603307425005
2023-07-22,"15","Hawaii",4,0.285923213891293
2023-07-22,"19","Iowa",2,0.0624956253062286
2023-07-22,"16","Idaho",1,0.0516656755467908
2023-07-22,"17","Illinois",12,0.0955178564264732
2023-07-22,"18","Indiana",4,0.0585485149827845
2023-07-22,"20","Kansas",0,0
2023-07-22,"21","Kentucky",3,0.0667500448894052
2023-07-22,"22","Louisiana",6,0.131145419724359
2023-07-22,"25","Massachusetts",10,0.143293943738785
2023-07-22,"24","Maryland",4,0.0652195534743271
2023-07-22,"23","Maine",1,0.0722259980368974
2023-07-22,"26","Michigan",3,0.0299040826548845
2023-07-22,"27","Minnesota",0,0
2023-07-22,"29","Missouri",20,0.324436368862739
2023-07-22,"28","Mississippi",11,0.37577225468477
2023-07-22,"30","Montana",0,0
2023-07-22,"37","North Carolina",5,0.047185115323253
2023-07-22,"38","North Dakota",1,0.129523444391052
2023-07-22,"31","Nebraska",1,0.0509812618372117
2023-07-22,"33","New Hampshire",0,0
2023-07-22,"34","New Jersey",16,0.172895646563261
2023-07-22,"35","New Mexico",1,0.0476172563032153
2023-07-22,"32","Nevada",7,0.221131377626369
2023-07-22,"36","New York",28,0.142441518853916
