,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
28,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.2,15.703467863082592
29,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.25,18.007638044359172
30,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.3,20.12763748726313
31,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.35,22.16792740063793
32,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.4,24.22094247555897
33,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.45,26.34496484870019
34,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.5,28.559138438296745
35,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.55,30.85720544583384
36,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.6,33.52097919187911
37,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.65,36.570707843629535
38,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.7,39.599008067565535
39,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.75,42.43411049400552
40,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.8,46.37186233099002
41,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.85,52.09133197383015
42,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.9,60.803569496412464
43,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.95,74.77299357223922
44,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.975,87.69300882034946
45,2026-02-21,01,1,wk inc flu hosp,2026-02-28,quantile,0.99,98.91474222189694
46,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.01,2.939384516069971
47,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.025,4.475236932508876
48,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.05,7.268770473879874
49,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.1,12.683543624026806
50,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.15,15.786487785656892
51,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.2,18.438202360716843
52,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.25,20.80795976288256
53,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.3,22.87239128088028
54,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.35,24.78757554499614
55,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.4,26.74052962317784
56,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.45,28.762593115329597
57,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.5,30.875340810816592
58,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.55,33.13125365464612
59,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.6,35.698380794289655
60,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.65,38.87531177791891
61,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.7,42.3399847673068
62,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.75,46.52709162187919
63,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.8,52.43836163638473
64,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.85,57.092051321557605
65,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.9,65.2015102206031
66,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.95,78.86137977698255
67,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.975,102.0167212646886
68,2026-02-21,01,2,wk inc flu hosp,2026-03-07,quantile,0.99,134.7850685981182
69,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.01,5.973876938645375
70,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.025,9.86492133501852
71,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.05,11.77834254758095
72,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.1,15.384404506702747
73,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.15,18.09771104103802
74,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.2,20.867916244336413
75,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.25,23.026377470797662
76,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.3,25.40229163281499
77,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.35,27.61032011393095
78,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.4,29.836090429064804
79,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.45,31.77774955737257
80,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.5,34.19018909479714
81,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.55,36.82474609392076
82,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.6,39.38933177021151
83,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.65,41.99456779755865
84,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.7,45.3339137607302
85,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.75,49.4646566479727
86,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.8,54.53945854330842
87,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.85,60.40988862470682
88,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.9,68.54297416334225
89,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.95,86.47468931139353
90,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.975,113.6788587141149
91,2026-02-21,01,3,wk inc flu hosp,2026-03-14,quantile,0.99,149.98016255134954
92,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.01,1.0
93,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.025,2.0
94,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.05,2.0
95,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.1,3.0
96,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.15,4.0
97,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.2,4.0
98,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.25,4.0
99,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.3,4.09555924670306
100,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.35,4.573591401488268
101,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.4,5.101596108074028
102,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.45,5.585655391958917
103,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.5,6.056750446099255
104,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.55,6.551181160833646
105,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.6,7.200556004278111
106,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.65,7.93832540512085
107,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.7,8.373350143432617
108,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.75,8.865839958190918
109,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.8,9.419699668884276
110,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.85,10.130895614624023
111,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.9,11.068785667419434
112,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.95,12.44607162475586
113,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.975,13.721599578857422
114,2026-02-21,02,0,wk inc flu hosp,2026-02-21,quantile,0.99,15.331707954406738
115,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.01,0.0324777483157979
116,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.025,0.9584388136863708
117,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.05,1.0
118,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.1,1.8211462497711184
119,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.15,2.0
120,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.2,2.5655975341796875
121,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.25,3.0
122,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.3,3.1368825435638428
123,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.35,3.6458527293486895
124,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.4,4.0
125,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.45,4.0
126,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.5,4.162620067596436
127,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.55,4.428160190582275
128,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.6,4.703219890594482
129,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.65,5.011515140533447
130,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.7,5.338382720947266
131,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.75,5.703500270843506
132,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.8,6.121020317077637
133,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.85,7.0
134,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.9,9.0
135,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.95,12.0
136,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.975,15.0
137,2026-02-21,02,1,wk inc flu hosp,2026-02-28,quantile,0.99,19.0
138,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.01,0.0
139,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.025,0.4054500162601471
140,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.05,0.977605252315789
141,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.1,1.0
142,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.15,1.0246163827927106
143,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.2,2.0
144,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.25,2.0
145,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.3,3.0
146,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.35,3.0
147,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.4,3.0
148,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.45,3.0
149,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.5,4.0
150,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.55,4.0
151,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.6,4.0
152,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.65,4.0
153,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.7,4.0
154,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.75,4.0
155,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.8,5.0
156,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.85,6.0
157,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.9,9.0
158,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.95,13.0
159,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.975,15.0
160,2026-02-21,02,2,wk inc flu hosp,2026-03-07,quantile,0.99,18.0
161,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.01,0.0
162,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.025,0.0
163,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.05,0.36039999127388
164,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.1,1.0
165,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.15,1.0
166,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.2,1.0
167,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.25,1.0812000036239624
168,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.3,2.0
169,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.35,2.0
170,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.4,2.0
171,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.45,3.0
172,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.5,3.0
173,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.55,3.0
174,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.6,3.0
175,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.65,3.0
176,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.7,4.0
177,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.75,4.0
178,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.8,4.0
179,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.85,5.0
180,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.9,7.0
181,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.95,12.0
182,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.975,14.0
183,2026-02-21,02,3,wk inc flu hosp,2026-03-14,quantile,0.99,17.0
184,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.01,226.0
185,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.025,247.4309206984878
186,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.05,268.0
187,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.1,294.0
188,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.15,317.0
189,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.2,336.0
190,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.25,351.0
191,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.3,360.0
192,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.35,368.20634490420105
193,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.4,387.389639809396
194,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.45,408.0
195,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.5,431.612813607148
196,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.55,455.2675513177557
197,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.6,471.8225907461023
198,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.65,486.0
199,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.7,492.0
200,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.75,512.0
201,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.8,537.0
202,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.85,567.0
203,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.9,602.0
204,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.95,660.0
205,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.975,712.0
206,2026-02-21,04,0,wk inc flu hosp,2026-02-21,quantile,0.99,766.0
207,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.01,180.46197509765625
208,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.025,190.9377288818359
209,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.05,201.23782348632807
210,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.1,228.84307076969085
211,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.15,254.93203508099108
212,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.2,277.1225158687297
213,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.25,296.2663891633586
214,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.3,315.59303954691865
215,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.35,332.0
216,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.4,341.0
217,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.45,369.0
218,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.5,390.67976362701495
219,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.55,403.0336453832746
220,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.6,427.0
221,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.65,456.0
222,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.7,492.0
223,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.75,510.0
224,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.8,522.0
225,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.85,535.0
226,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.9,549.0
227,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.95,572.0
228,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.975,607.0
229,2026-02-21,04,1,wk inc flu hosp,2026-02-28,quantile,0.99,672.0
230,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.01,130.12197875976562
231,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.025,139.88675726912186
232,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.05,158.32347693016018
233,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.1,192.08182734468943
234,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.15,218.97743628190236
235,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.2,234.0
236,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.25,247.0
237,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.3,259.0
238,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.35,270.0
239,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.4,282.0
240,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.45,292.0
241,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.5,318.0
242,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.55,347.0
243,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.6,368.0
244,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.65,394.0
245,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.7,426.0
246,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.75,465.0
247,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.8,525.0
248,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.85,545.0
249,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.9,564.0
250,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.95,594.0
251,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.975,624.5152835251407
252,2026-02-21,04,2,wk inc flu hosp,2026-03-07,quantile,0.99,679.6381648893424
253,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.01,89.0
254,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.025,107.0
255,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.05,120.0
256,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.1,140.0
257,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.15,158.0
258,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.2,174.0
259,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.25,184.0
260,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.3,194.0
261,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.35,207.0
262,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.4,219.0
263,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.45,228.0
264,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.5,240.0
265,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.55,258.0
266,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.6,285.0
267,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.65,309.0
268,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.7,329.0
269,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.75,366.0
270,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.8,434.0
271,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.85,489.05585169492286
272,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.9,549.0
273,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.95,598.0
274,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.975,627.1024368492937
275,2026-02-21,04,3,wk inc flu hosp,2026-03-14,quantile,0.99,686.6169489998314
276,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.01,90.0
277,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.025,97.0
278,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.05,107.0
279,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.1,114.0
280,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.15,121.0
281,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.2,126.0
282,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.25,132.0
283,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.3,136.0
284,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.35,140.0
285,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.4,145.0
286,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.45,151.0
287,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.5,158.0
288,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.55,162.0
289,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.6,164.0
290,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.65,169.0
291,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.7,175.0
292,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.75,183.99584332719397
293,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.8,189.0
294,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.85,194.0
295,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.9,204.0
296,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.95,224.0
297,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.975,241.0
298,2026-02-21,05,0,wk inc flu hosp,2026-02-21,quantile,0.99,288.0
299,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.01,58.0879834072023
300,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.025,70.02661754414306
301,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.05,76.0
302,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.1,86.0
303,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.15,95.0
304,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.2,101.0
305,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.25,107.0
306,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.3,110.0
307,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.35,115.0
308,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.4,119.0
309,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.45,125.0
310,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.5,129.0
311,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.55,133.0
312,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.6,140.27647133788932
313,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.65,151.6536452056605
314,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.7,159.0
315,2026-02-21,05,1,wk inc flu hosp,2026-02-28,quantile,0.75,161.0
