"date","location","location_name","value","weekly_rate"
2023-09-09,"US","US",54,0.0161234990757876
2023-09-09,"US","US",0,0
2023-09-09,"US","US",22,0.00656883295680235
2023-09-09,"US","US",3,0.000895749948654867
2023-09-09,"US","US",46,0.0137348325460413
2023-09-09,"US","US",110,0.0328441647840118
2023-09-09,"US","US",804,0.240060986239504
2023-09-09,"US","US",2,0.000597166632436578
2023-09-09,"US","US",40,0.0119433326487316
2023-09-09,"US","US",1,0.000298583316218289
2023-09-09,"US","US",37,0.0110475827000767
2023-09-09,"US","US",1,0.000298583316218289
2023-09-09,"US","US",2,0.000597166632436578
2023-09-09,"US","US",0,0
2023-09-16,"US","US",5,0.00149291658109144
2023-09-16,"US","US",20,0.00597166632436578
2023-09-16,"US","US",7,0.00209008321352802
2023-09-16,"US","US",10,0.00298583316218289
2023-09-16,"US","US",41,0.0122419159649498
2023-09-16,"US","US",2,0.000597166632436578
2023-09-16,"US","US",9,0.0026872498459646
2023-09-16,"US","US",0,0
2023-09-16,"US","US",0,0
2023-09-16,"US","US",156,0.0465789973300531
2023-09-16,"US","US",34,0.0101518327514218
2023-09-16,"US","US",8,0.00238866652974631
2023-09-16,"US","US",0,0
2023-09-16,"US","US",0,0
2023-09-16,"US","US",18,0.0053744996919292
2023-09-16,"US","US",9,0.0026872498459646
2023-09-16,"US","US",3,0.000895749948654867
2023-09-16,"US","US",5,0.00149291658109144
2023-09-16,"US","US",13,0.00388158311083775
2023-09-16,"US","US",5,0.00149291658109144
2023-09-16,"US","US",2,0.000597166632436578
2023-09-16,"US","US",0,0
2023-09-16,"US","US",9,0.0026872498459646
2023-09-16,"US","US",1,0.000298583316218289
2023-09-16,"US","US",8,0.00238866652974631
2023-09-16,"US","US",23,0.00686741627302064
2023-09-16,"US","US",1,0.000298583316218289
2023-09-16,"US","US",11,0.00328441647840118
2023-09-16,"US","US",0,0
2023-09-16,"US","US",0,0
2023-09-16,"US","US",0,0
2023-09-16,"US","US",10,0.00298583316218289
2023-09-16,"US","US",11,0.00328441647840118
2023-09-16,"US","US",0,0
2023-09-16,"US","US",12,0.00358299979461947
2023-09-16,"US","US",9,0.0026872498459646
2023-09-16,"US","US",16,0.00477733305949262
2023-09-16,"US","US",6,0.00179149989730973
2023-09-16,"US","US",48,0.0143319991784779
2023-09-16,"US","US",59,0.017616415656879
2023-09-16,"US","US",2,0.000597166632436578
2023-09-16,"US","US",25,0.00746458290545722
2023-09-16,"US","US",0,0
2023-09-16,"US","US",34,0.0101518327514218
2023-09-16,"US","US",128,0.038218664475941
2023-09-16,"US","US",821,0.245136902615215
2023-09-16,"US","US",3,0.000895749948654867
2023-09-16,"US","US",31,0.00925608280276695
2023-09-16,"US","US",0,0
2023-09-16,"US","US",15,0.00447874974327433
2023-09-16,"US","US",3,0.000895749948654867
2023-09-16,"US","US",6,0.00179149989730973
2023-09-16,"US","US",0,0
2023-09-23,"US","US",6,0.00179149989730973
2023-09-23,"US","US",11,0.00328441647840118
2023-09-23,"US","US",6,0.00179149989730973
2023-09-23,"US","US",8,0.00238866652974631
2023-09-23,"US","US",46,0.0137348325460413
2023-09-23,"US","US",8,0.00238866652974631
2023-09-23,"US","US",16,0.00477733305949262
2023-09-23,"US","US",1,0.000298583316218289
2023-09-23,"US","US",0,0
2023-09-23,"US","US",172,0.0513563303895457
2023-09-23,"US","US",30,0.00895749948654866
2023-09-23,"US","US",5,0.00149291658109144
2023-09-23,"US","US",0,0
2023-09-23,"US","US",3,0.000895749948654867
2023-09-23,"US","US",20,0.00597166632436578
2023-09-23,"US","US",9,0.0026872498459646
2023-09-23,"US","US",4,0.00119433326487316
2023-09-23,"US","US",13,0.00388158311083775
2023-09-23,"US","US",18,0.0053744996919292
2023-09-23,"US","US",10,0.00298583316218289
2023-09-23,"US","US",6,0.00179149989730973
2023-09-23,"US","US",1,0.000298583316218289
2023-09-23,"US","US",17,0.00507591637571091
2023-09-23,"US","US",4,0.00119433326487316
2023-09-23,"US","US",16,0.00477733305949262
2023-09-23,"US","US",16,0.00477733305949262
2023-09-23,"US","US",3,0.000895749948654867
2023-09-23,"US","US",13,0.00388158311083775
2023-09-23,"US","US",1,0.000298583316218289
2023-09-23,"US","US",6,0.00179149989730973
2023-09-23,"US","US",2,0.000597166632436578
2023-09-23,"US","US",19,0.00567308300814749
2023-09-23,"US","US",3,0.000895749948654867
2023-09-23,"US","US",4,0.00119433326487316
2023-09-23,"US","US",19,0.00567308300814749
2023-09-23,"US","US",9,0.0026872498459646
2023-09-23,"US","US",17,0.00507591637571091
2023-09-23,"US","US",6,0.00179149989730973
2023-09-23,"US","US",46,0.0137348325460413
2023-09-23,"US","US",84,0.0250809985623363
2023-09-23,"US","US",1,0.000298583316218289
2023-09-23,"US","US",26,0.00776316622167551
2023-09-23,"US","US",0,0
2023-09-23,"US","US",24,0.00716599958923893
2023-09-23,"US","US",102,0.0304554982542655
2023-09-23,"US","US",884,0.263947651536967
2023-09-23,"US","US",2,0.000597166632436578
2023-09-23,"US","US",40,0.0119433326487316
2023-09-23,"US","US",1,0.000298583316218289
2023-09-23,"US","US",6,0.00179149989730973
2023-09-23,"US","US",0,0
2023-09-23,"US","US",0,0
2023-09-23,"US","US",0,0
2023-09-30,"US","US",7,0.00209008321352802
2023-09-30,"US","US",20,0.00597166632436578
2023-09-30,"US","US",10,0.00298583316218289
2023-09-30,"US","US",21,0.00627024964058407
2023-09-30,"US","US",46,0.0137348325460413
2023-09-30,"US","US",8,0.00238866652974631
2023-09-30,"US","US",8,0.00238866652974631
2023-09-30,"US","US",0,0
2023-09-30,"US","US",0,0
2023-09-30,"US","US",168,0.0501619971246725
2023-09-30,"US","US",29,0.00865891617033038
2023-09-30,"US","US",10,0.00298583316218289
2023-09-30,"US","US",4,0.00119433326487316
2023-09-30,"US","US",2,0.000597166632436578
2023-09-30,"US","US",18,0.0053744996919292
2023-09-30,"US","US",12,0.00358299979461947
2023-09-30,"US","US",5,0.00149291658109144
2023-09-30,"US","US",14,0.00418016642705604
2023-09-30,"US","US",16,0.00477733305949262
2023-09-30,"US","US",8,0.00238866652974631
2023-09-30,"US","US",4,0.00119433326487316
2023-09-30,"US","US",0,0
2023-09-30,"US","US",12,0.00358299979461947
2023-09-30,"US","US",2,0.000597166632436578
2023-09-30,"US","US",12,0.00358299979461947
2023-09-30,"US","US",20,0.00597166632436578
2023-09-30,"US","US",4,0.00119433326487316
2023-09-30,"US","US",10,0.00298583316218289
2023-09-30,"US","US",3,0.000895749948654867
2023-09-30,"US","US",1,0.000298583316218289
2023-09-30,"US","US",1,0.000298583316218289
2023-09-30,"US","US",9,0.0026872498459646
2023-09-30,"US","US",5,0.00149291658109144
2023-09-30,"US","US",3,0.000895749948654867
2023-09-30,"US","US",48,0.0143319991784779
2023-09-30,"US","US",16,0.00477733305949262
2023-09-30,"US","US",26,0.00776316622167551
2023-09-30,"US","US",6,0.00179149989730973
2023-09-30,"US","US",60,0.0179149989730973
2023-09-30,"US","US",99,0.0295597483056106
2023-09-30,"US","US",0,0
2023-09-30,"US","US",28,0.00836033285411209
2023-09-30,"US","US",2,0.000597166632436578
2023-09-30,"US","US",41,0.0122419159649498
2023-09-30,"US","US",118,0.0352328313137581
2023-09-30,"US","US",1026,0.306346482439964
2023-09-30,"US","US",4,0.00119433326487316
2023-09-30,"US","US",54,0.0161234990757876
2023-09-30,"US","US",1,0.000298583316218289
2023-09-30,"US","US",12,0.00358299979461947
2023-09-30,"US","US",9,0.0026872498459646
2023-09-30,"US","US",6,0.00179149989730973
2023-09-30,"US","US",2,0.000597166632436578
2023-10-07,"US","US",10,0.00298583316218289
2023-10-07,"US","US",20,0.00597166632436578
2023-10-07,"US","US",17,0.00507591637571091
2023-10-07,"US","US",16,0.00477733305949262
2023-10-07,"US","US",45,0.013436249229823
2023-10-07,"US","US",9,0.0026872498459646
2023-10-07,"US","US",4,0.00119433326487316
2023-10-07,"US","US",2,0.000597166632436578
2023-10-07,"US","US",2,0.000597166632436578
2023-10-07,"US","US",227,0.0677784127815516
2023-10-07,"US","US",34,0.0101518327514218
2023-10-07,"US","US",10,0.00298583316218289
2023-10-07,"US","US",3,0.000895749948654867
2023-10-07,"US","US",4,0.00119433326487316
2023-10-07,"US","US",21,0.00627024964058407
2023-10-07,"US","US",8,0.00238866652974631
2023-10-07,"US","US",10,0.00298583316218289
2023-10-07,"US","US",12,0.00358299979461947
2023-10-07,"US","US",19,0.00567308300814749
2023-10-07,"US","US",12,0.00358299979461947
2023-10-07,"US","US",3,0.000895749948654867
2023-10-07,"US","US",5,0.00149291658109144
2023-10-07,"US","US",17,0.00507591637571091
2023-10-07,"US","US",3,0.000895749948654867
2023-10-07,"US","US",24,0.00716599958923893
2023-10-07,"US","US",29,0.00865891617033038
2023-10-07,"US","US",0,0
2023-10-07,"US","US",36,0.0107489993838584
2023-10-07,"US","US",0,0
2023-10-07,"US","US",5,0.00149291658109144
2023-10-07,"US","US",2,0.000597166632436578
2023-10-07,"US","US",17,0.00507591637571091
2023-10-07,"US","US",6,0.00179149989730973
2023-10-07,"US","US",4,0.00119433326487316
2023-10-07,"US","US",37,0.0110475827000767
2023-10-07,"US","US",18,0.0053744996919292
2023-10-07,"US","US",15,0.00447874974327433
2023-10-07,"US","US",6,0.00179149989730973
2023-10-07,"US","US",41,0.0122419159649498
2023-10-07,"US","US",109,0.0325455814677935
2023-10-07,"US","US",1,0.000298583316218289
2023-10-07,"US","US",22,0.00656883295680235
2023-10-07,"US","US",0,0
2023-10-07,"US","US",28,0.00836033285411209
2023-10-07,"US","US",121,0.0361285812624129
2023-10-07,"US","US",1110,0.331427481002301
2023-10-07,"US","US",4,0.00119433326487316
2023-10-07,"US","US",49,0.0146305824946962
2023-10-07,"US","US",0,0
2023-10-07,"US","US",4,0.00119433326487316
2023-10-07,"US","US",10,0.00298583316218289
2023-10-07,"US","US",2,0.000597166632436578
2023-10-07,"US","US",6,0.00179149989730973
2023-10-14,"US","US",14,0.00418016642705604
2023-10-14,"US","US",24,0.00716599958923893
2023-10-14,"US","US",15,0.00447874974327433
2023-10-14,"US","US",21,0.00627024964058407
2023-10-14,"US","US",60,0.0179149989730973
2023-10-14,"US","US",15,0.00447874974327433
2023-10-14,"US","US",3,0.000895749948654867
2023-10-14,"US","US",2,0.000597166632436578
2023-10-14,"US","US",0,0
2023-10-14,"US","US",213,0.0635982463544955
2023-10-14,"US","US",39,0.0116447493325133
2023-10-14,"US","US",15,0.00447874974327433
2023-10-14,"US","US",1,0.000298583316218289
2023-10-14,"US","US",2,0.000597166632436578
2023-10-14,"US","US",18,0.0053744996919292
2023-10-14,"US","US",23,0.00686741627302064
2023-10-14,"US","US",3,0.000895749948654867
2023-10-14,"US","US",23,0.00686741627302064
2023-10-14,"US","US",28,0.00836033285411209
2023-10-14,"US","US",16,0.00477733305949262
2023-10-14,"US","US",3,0.000895749948654867
2023-10-14,"US","US",4,0.00119433326487316
2023-10-14,"US","US",20,0.00597166632436578
2023-10-14,"US","US",6,0.00179149989730973
2023-10-14,"US","US",25,0.00746458290545722
2023-10-14,"US","US",22,0.00656883295680235
2023-10-14,"US","US",0,0
2023-10-14,"US","US",20,0.00597166632436578
2023-10-14,"US","US",1,0.000298583316218289
2023-10-14,"US","US",9,0.0026872498459646
2023-10-14,"US","US",0,0
2023-10-14,"US","US",13,0.00388158311083775
2023-10-14,"US","US",4,0.00119433326487316
2023-10-14,"US","US",6,0.00179149989730973
2023-10-14,"US","US",26,0.00776316622167551
2023-10-14,"US","US",21,0.00627024964058407
2023-10-14,"US","US",39,0.0116447493325133
2023-10-14,"US","US",6,0.00179149989730973
2023-10-14,"US","US",40,0.0119433326487316
2023-10-14,"US","US",103,0.0307540815704837
2023-10-14,"US","US",1,0.000298583316218289
2023-10-14,"US","US",26,0.00776316622167551
2023-10-14,"US","US",0,0
2023-10-14,"US","US",32,0.00955466611898524
2023-10-14,"US","US",168,0.0501619971246725
2023-10-14,"US","US",1215,0.362778729205221
2023-10-14,"US","US",3,0.000895749948654867
2023-10-14,"US","US",54,0.0161234990757876
2023-10-14,"US","US",0,0
2023-10-14,"US","US",13,0.00388158311083775
2023-10-14,"US","US",3,0.000895749948654867
2023-10-14,"US","US",3,0.000895749948654867
2023-10-14,"US","US",4,0.00119433326487316
2023-10-21,"US","US",21,0.00627024964058407
2023-10-21,"US","US",30,0.00895749948654866
2023-10-21,"US","US",18,0.0053744996919292
2023-10-21,"US","US",52,0.015526332443351
2023-10-21,"US","US",50,0.0149291658109144
2023-10-21,"US","US",16,0.00477733305949262
2023-10-21,"US","US",1,0.000298583316218289
2023-10-21,"US","US",4,0.00119433326487316
2023-10-21,"US","US",1,0.000298583316218289
2023-10-21,"US","US",291,0.086887745019522
2023-10-21,"US","US",31,0.00925608280276695
2023-10-21,"US","US",13,0.00388158311083775
2023-10-21,"US","US",4,0.00119433326487316
2023-10-21,"US","US",2,0.000597166632436578
2023-10-21,"US","US",27,0.0080617495378938
2023-10-21,"US","US",25,0.00746458290545722
2023-10-21,"US","US",7,0.00209008321352802
2023-10-21,"US","US",20,0.00597166632436578
2023-10-21,"US","US",31,0.00925608280276695
2023-10-21,"US","US",14,0.00418016642705604
2023-10-21,"US","US",9,0.0026872498459646
2023-10-21,"US","US",2,0.000597166632436578
2023-10-21,"US","US",21,0.00627024964058407
2023-10-21,"US","US",4,0.00119433326487316
2023-10-21,"US","US",17,0.00507591637571091
2023-10-21,"US","US",20,0.00597166632436578
2023-10-21,"US","US",1,0.000298583316218289
2023-10-21,"US","US",17,0.00507591637571091
2023-10-21,"US","US",1,0.000298583316218289
2023-10-21,"US","US",8,0.00238866652974631
2023-10-21,"US","US",0,0
2023-10-21,"US","US",33,0.00985324943520353
2023-10-21,"US","US",2,0.000597166632436578
2023-10-21,"US","US",7,0.00209008321352802
2023-10-21,"US","US",37,0.0110475827000767
2023-10-21,"US","US",21,0.00627024964058407
2023-10-21,"US","US",22,0.00656883295680235
2023-10-21,"US","US",8,0.00238866652974631
2023-10-21,"US","US",42,0.0125404992811681
2023-10-21,"US","US",111,0.0331427481002301
2023-10-21,"US","US",0,0
2023-10-21,"US","US",32,0.00955466611898524
2023-10-21,"US","US",2,0.000597166632436578
2023-10-21,"US","US",43,0.0128390825973864
2023-10-21,"US","US",242,0.0722571625248259
2023-10-21,"US","US",1470,0.438917474840885
2023-10-21,"US","US",9,0.0026872498459646
2023-10-21,"US","US",72,0.0214979987677168
2023-10-21,"US","US",2,0.000597166632436578
2023-10-21,"US","US",11,0.00328441647840118
2023-10-21,"US","US",4,0.00119433326487316
2023-10-21,"US","US",3,0.000895749948654867
2023-10-21,"US","US",4,0.00119433326487316
2023-10-28,"US","US",30,0.00895749948654866
2023-10-28,"US","US",30,0.00895749948654866
2023-10-28,"US","US",13,0.00388158311083775
2023-10-28,"US","US",49,0.0146305824946962
2023-10-28,"US","US",76,0.02269233203259
2023-10-28,"US","US",19,0.00567308300814749
2023-10-28,"US","US",7,0.00209008321352802
2023-10-28,"US","US",1,0.000298583316218289
2023-10-28,"US","US",1,0.000298583316218289
2023-10-28,"US","US",313,0.0934565779763244
2023-10-28,"US","US",40,0.0119433326487316
2023-10-28,"US","US",13,0.00388158311083775
2023-10-28,"US","US",4,0.00119433326487316
2023-10-28,"US","US",4,0.00119433326487316
2023-10-28,"US","US",21,0.00627024964058407
2023-10-28,"US","US",33,0.00985324943520353
2023-10-28,"US","US",5,0.00149291658109144
2023-10-28,"US","US",23,0.00686741627302064
2023-10-28,"US","US",46,0.0137348325460413
2023-10-28,"US","US",28,0.00836033285411209
2023-10-28,"US","US",10,0.00298583316218289
2023-10-28,"US","US",4,0.00119433326487316
2023-10-28,"US","US",12,0.00358299979461947
2023-10-28,"US","US",4,0.00119433326487316
2023-10-28,"US","US",17,0.00507591637571091
2023-10-28,"US","US",17,0.00507591637571091
2023-10-28,"US","US",0,0
2023-10-28,"US","US",20,0.00597166632436578
2023-10-28,"US","US",1,0.000298583316218289
2023-10-28,"US","US",7,0.00209008321352802
2023-10-28,"US","US",2,0.000597166632436578
2023-10-28,"US","US",44,0.0131376659136047
2023-10-28,"US","US",2,0.000597166632436578
2023-10-28,"US","US",8,0.00238866652974631
2023-10-28,"US","US",48,0.0143319991784779
2023-10-28,"US","US",17,0.00507591637571091
2023-10-28,"US","US",10,0.00298583316218289
2023-10-28,"US","US",14,0.00418016642705604
2023-10-28,"US","US",49,0.0146305824946962
2023-10-28,"US","US",164,0.0489676638597994
2023-10-28,"US","US",1,0.000298583316218289
2023-10-28,"US","US",21,0.00627024964058407
2023-10-28,"US","US",3,0.000895749948654867
2023-10-28,"US","US",44,0.0131376659136047
2023-10-28,"US","US",245,0.0731529124734808
2023-10-28,"US","US",1614,0.481913472376318
2023-10-28,"US","US",5,0.00149291658109144
2023-10-28,"US","US",61,0.0182135822893156
2023-10-28,"US","US",0,0
2023-10-28,"US","US",8,0.00238866652974631
2023-10-28,"US","US",7,0.00209008321352802
2023-10-28,"US","US",4,0.00119433326487316
2023-10-28,"US","US",0,0
2023-11-04,"US","US",33,0.00985324943520353
2023-11-04,"US","US",37,0.0110475827000767
2023-11-04,"US","US",18,0.0053744996919292
2023-11-04,"US","US",51,0.0152277491271327
2023-11-04,"US","US",97,0.028962581673174
2023-11-04,"US","US",31,0.00925608280276695
2023-11-04,"US","US",12,0.00358299979461947
2023-11-04,"US","US",0,0
2023-11-04,"US","US",1,0.000298583316218289
2023-11-04,"US","US",443,0.132272409084702
2023-11-04,"US","US",56,0.0167206657082242
2023-11-04,"US","US",14,0.00418016642705604
2023-11-04,"US","US",10,0.00298583316218289
2023-11-04,"US","US",5,0.00149291658109144
2023-11-04,"US","US",34,0.0101518327514218
2023-11-04,"US","US",43,0.0128390825973864
2023-11-04,"US","US",5,0.00149291658109144
2023-11-04,"US","US",21,0.00627024964058407
2023-11-04,"US","US",40,0.0119433326487316
2023-11-04,"US","US",33,0.00985324943520353
2023-11-04,"US","US",15,0.00447874974327433
2023-11-04,"US","US",1,0.000298583316218289
2023-11-04,"US","US",34,0.0101518327514218
2023-11-04,"US","US",9,0.0026872498459646
2023-11-04,"US","US",24,0.00716599958923893
2023-11-04,"US","US",30,0.00895749948654866
2023-11-04,"US","US",1,0.000298583316218289
2023-11-04,"US","US",40,0.0119433326487316
2023-11-04,"US","US",0,0
2023-11-04,"US","US",5,0.00149291658109144
2023-11-04,"US","US",2,0.000597166632436578
2023-11-04,"US","US",26,0.00776316622167551
2023-11-04,"US","US",10,0.00298583316218289
2023-11-04,"US","US",12,0.00358299979461947
2023-11-04,"US","US",57,0.0170192490244425
2023-11-04,"US","US",21,0.00627024964058407
2023-11-04,"US","US",18,0.0053744996919292
2023-11-04,"US","US",6,0.00179149989730973
2023-11-04,"US","US",31,0.00925608280276695
2023-11-04,"US","US",144,0.0429959975354336
2023-11-04,"US","US",0,0
2023-11-04,"US","US",45,0.013436249229823
2023-11-04,"US","US",1,0.000298583316218289
2023-11-04,"US","US",44,0.0131376659136047
2023-11-04,"US","US",348,0.103906994043965
2023-11-04,"US","US",2014,0.601346798863634
2023-11-04,"US","US",9,0.0026872498459646
2023-11-04,"US","US",51,0.0152277491271327
2023-11-04,"US","US",0,0
2023-11-04,"US","US",17,0.00507591637571091
2023-11-04,"US","US",16,0.00477733305949262
2023-11-04,"US","US",7,0.00209008321352802
2023-11-04,"US","US",1,0.000298583316218289
2023-11-11,"US","US",39,0.0116447493325133
2023-11-11,"US","US",57,0.0170192490244425
2023-11-11,"US","US",24,0.00716599958923893
2023-11-11,"US","US",132,0.0394129977408141
2023-11-11,"US","US",231,0.0689727460464247
2023-11-11,"US","US",52,0.015526332443351
2023-11-11,"US","US",5,0.00149291658109144
2023-11-11,"US","US",0,0
2023-11-11,"US","US",1,0.000298583316218289
2023-11-11,"US","US",462,0.137945492092849
2023-11-11,"US","US",116,0.0346356646813215
2023-11-11,"US","US",16,0.00477733305949262
2023-11-11,"US","US",13,0.00388158311083775
2023-11-11,"US","US",4,0.00119433326487316
2023-11-11,"US","US",54,0.0161234990757876
2023-11-11,"US","US",58,0.0173178323406608
2023-11-11,"US","US",10,0.00298583316218289
2023-11-11,"US","US",33,0.00985324943520353
2023-11-11,"US","US",65,0.0194079155541888
2023-11-11,"US","US",32,0.00955466611898524
2023-11-11,"US","US",19,0.00567308300814749
2023-11-11,"US","US",4,0.00119433326487316
2023-11-11,"US","US",30,0.00895749948654866
2023-11-11,"US","US",18,0.0053744996919292
2023-11-11,"US","US",40,0.0119433326487316
2023-11-11,"US","US",38,0.011346166016295
2023-11-11,"US","US",5,0.00149291658109144
2023-11-11,"US","US",49,0.0146305824946962
2023-11-11,"US","US",2,0.000597166632436578
2023-11-11,"US","US",5,0.00149291658109144
2023-11-11,"US","US",2,0.000597166632436578
2023-11-11,"US","US",46,0.0137348325460413
2023-11-11,"US","US",9,0.0026872498459646
2023-11-11,"US","US",22,0.00656883295680235
2023-11-11,"US","US",88,0.0262753318272094
2023-11-11,"US","US",26,0.00776316622167551
2023-11-11,"US","US",34,0.0101518327514218
2023-11-11,"US","US",11,0.00328441647840118
2023-11-11,"US","US",81,0.0241852486136814
2023-11-11,"US","US",148,0.0441903308003067
2023-11-11,"US","US",2,0.000597166632436578
2023-11-11,"US","US",52,0.015526332443351
2023-11-11,"US","US",2,0.000597166632436578
2023-11-11,"US","US",47,0.0140334158622596
2023-11-11,"US","US",427,0.127495076025209
2023-11-11,"US","US",2776,0.82886728582197
2023-11-11,"US","US",5,0.00149291658109144
2023-11-11,"US","US",92,0.0274696650920826
2023-11-11,"US","US",2,0.000597166632436578
2023-11-11,"US","US",17,0.00507591637571091
2023-11-11,"US","US",20,0.00597166632436578
2023-11-11,"US","US",14,0.00418016642705604
2023-11-11,"US","US",5,0.00149291658109144
2023-11-18,"US","US",17,0.00507591637571091
2023-11-18,"US","US",74,0.0220951654001534
2023-11-18,"US","US",17,0.00507591637571091
2023-11-18,"US","US",187,0.05583508013282
2023-11-18,"US","US",372,0.111072993633203
2023-11-18,"US","US",102,0.0304554982542655
2023-11-18,"US","US",22,0.00656883295680235
2023-11-18,"US","US",5,0.00149291658109144
2023-11-18,"US","US",2,0.000597166632436578
2023-11-18,"US","US",652,0.194676322174324
2023-11-18,"US","US",133,0.0397115810570324
2023-11-18,"US","US",29,0.00865891617033038
2023-11-18,"US","US",14,0.00418016642705604
2023-11-18,"US","US",11,0.00328441647840118
2023-11-18,"US","US",71,0.0211994154514985
2023-11-18,"US","US",95,0.0283654150407374
2023-11-18,"US","US",18,0.0053744996919292
2023-11-18,"US","US",18,0.0053744996919292
2023-11-18,"US","US",96,0.0286639983569557
2023-11-18,"US","US",38,0.011346166016295
2023-11-18,"US","US",27,0.0080617495378938
2023-11-18,"US","US",2,0.000597166632436578
2023-11-18,"US","US",52,0.015526332443351
2023-11-18,"US","US",15,0.00447874974327433
2023-11-18,"US","US",40,0.0119433326487316
2023-11-18,"US","US",46,0.0137348325460413
2023-11-18,"US","US",3,0.000895749948654867
2023-11-18,"US","US",88,0.0262753318272094
2023-11-18,"US","US",7,0.00209008321352802
2023-11-18,"US","US",4,0.00119433326487316
