"as_of","target","target_end_date","location","location_name","observation","weekly_rate"
2024-11-16,"wk inc flu hosp",2024-11-02,"44","Rhode Island",2,0.182488078966242
2024-11-16,"wk inc flu hosp",2024-11-02,"45","South Carolina",11,0.204706195433005
2024-11-16,"wk inc flu hosp",2024-11-02,"46","South Dakota",0,0
2024-11-16,"wk inc flu hosp",2024-11-02,"47","Tennessee",43,0.603382675536298
2024-11-16,"wk inc flu hosp",2024-11-02,"48","Texas",95,0.311441702653755
2024-11-16,"wk inc flu hosp",2024-11-02,"49","Utah",2,0.0585183048183387
2024-11-16,"wk inc flu hosp",2024-11-02,"50","Vermont",0,0
2024-11-16,"wk inc flu hosp",2024-11-02,"51","Virginia",16,0.183576805896671
2024-11-16,"wk inc flu hosp",2024-11-02,"53","Washington",2,0.0255987548765628
2024-11-16,"wk inc flu hosp",2024-11-02,"54","West Virginia",0,0
2024-11-16,"wk inc flu hosp",2024-11-02,"55","Wisconsin",5,0.0845887001339039
2024-11-16,"wk inc flu hosp",2024-11-02,"56","Wyoming",0,0
2024-11-16,"wk inc flu hosp",2024-11-02,"72","Puerto Rico",12,0.37433426989688
2024-11-16,"wk inc flu hosp",2024-11-02,"US","US",1440,0.429959975354336
2024-11-16,"wk inc flu hosp",2024-11-09,"01","Alabama",32,0.626410892659012
2024-11-16,"wk inc flu hosp",2024-11-09,"02","Alaska",5,0.681750626528826
2024-11-16,"wk inc flu hosp",2024-11-09,"04","Arizona",288,3.8754766297994
2024-11-16,"wk inc flu hosp",2024-11-09,"05","Arkansas",11,0.358571087696057
2024-11-16,"wk inc flu hosp",2024-11-09,"06","California",142,0.364427811251955
2024-11-16,"wk inc flu hosp",2024-11-09,"08","Colorado",20,0.340274363219064
2024-11-16,"wk inc flu hosp",2024-11-09,"09","Connecticut",4,0.110583504922072
2024-11-16,"wk inc flu hosp",2024-11-09,"10","Delaware",4,0.387638217251839
2024-11-16,"wk inc flu hosp",2024-11-09,"11","District of Columbia",3,0.44184443541118
2024-11-16,"wk inc flu hosp",2024-11-09,"12","Florida",347,1.53466987305052
2024-11-16,"wk inc flu hosp",2024-11-09,"13","Georgia",40,0.362672742160443
2024-11-16,"wk inc flu hosp",2024-11-09,"15","Hawaii",7,0.48775797170725
2024-11-16,"wk inc flu hosp",2024-11-09,"16","Idaho",8,0.407181459399428
2024-11-16,"wk inc flu hosp",2024-11-09,"17","Illinois",34,0.270923048371956
2024-11-16,"wk inc flu hosp",2024-11-09,"18","Indiana",29,0.422605057066984
2024-11-16,"wk inc flu hosp",2024-11-09,"19","Iowa",4,0.124727003770497
2024-11-16,"wk inc flu hosp",2024-11-09,"20","Kansas",7,0.238051028618495
2024-11-16,"wk inc flu hosp",2024-11-09,"21","Kentucky",16,0.35350100769881
2024-11-16,"wk inc flu hosp",2024-11-09,"22","Louisiana",84,1.83656776967866
2024-11-16,"wk inc flu hosp",2024-11-09,"23","Maine",1,0.0716475057353828
2024-11-16,"wk inc flu hosp",2024-11-09,"24","Maryland",8,0.129444538920979
2024-11-16,"wk inc flu hosp",2024-11-09,"25","Massachusetts",29,0.414202932870988
2024-11-16,"wk inc flu hosp",2024-11-09,"26","Michigan",45,0.448329479526337
2024-11-16,"wk inc flu hosp",2024-11-09,"27","Minnesota",29,0.505410066200005
2024-11-16,"wk inc flu hosp",2024-11-09,"28","Mississippi",23,0.782395422646606
2024-11-16,"wk inc flu hosp",2024-11-09,"29","Missouri",30,0.484171153857327
2024-11-16,"wk inc flu hosp",2024-11-09,"30","Montana",0,0
2024-11-16,"wk inc flu hosp",2024-11-09,"31","Nebraska",4,0.202185728821424
2024-11-16,"wk inc flu hosp",2024-11-09,"32","Nevada",23,0.720060510128434
2024-11-16,"wk inc flu hosp",2024-11-09,"33","New Hampshire",14,0.99853500649761
2024-11-16,"wk inc flu hosp",2024-11-09,"34","New Jersey",30,0.322898648249389
2024-11-16,"wk inc flu hosp",2024-11-09,"35","New Mexico",16,0.75672623205672
2024-11-16,"wk inc flu hosp",2024-11-09,"36","New York",55,0.281024950110407
2024-11-16,"wk inc flu hosp",2024-11-09,"37","North Carolina",27,0.24918114001479
2024-11-16,"wk inc flu hosp",2024-11-09,"38","North Dakota",0,0
2024-11-16,"wk inc flu hosp",2024-11-09,"39","Ohio",532,4.51385486174835
2024-11-16,"wk inc flu hosp",2024-11-09,"40","Oklahoma",13,0.320684864463775
2024-11-16,"wk inc flu hosp",2024-11-09,"41","Oregon",22,0.519682011301666
2024-11-16,"wk inc flu hosp",2024-11-09,"42","Pennsylvania",141,1.08782169722867
2024-11-16,"wk inc flu hosp",2024-11-09,"44","Rhode Island",3,0.273732118449362
2024-11-16,"wk inc flu hosp",2024-11-09,"45","South Carolina",21,0.390802736735736
2024-11-16,"wk inc flu hosp",2024-11-09,"46","South Dakota",2,0.217552577019051
2024-11-16,"wk inc flu hosp",2024-11-09,"47","Tennessee",79,1.10854026435739
2024-11-16,"wk inc flu hosp",2024-11-09,"48","Texas",182,0.596656735610352
2024-11-16,"wk inc flu hosp",2024-11-09,"49","Utah",7,0.204814066864185
2024-11-16,"wk inc flu hosp",2024-11-09,"50","Vermont",0,0
2024-11-16,"wk inc flu hosp",2024-11-09,"51","Virginia",26,0.29831230958209
2024-11-16,"wk inc flu hosp",2024-11-09,"53","Washington",13,0.166391906697658
2024-11-16,"wk inc flu hosp",2024-11-09,"54","West Virginia",5,0.282474544806395
2024-11-16,"wk inc flu hosp",2024-11-09,"55","Wisconsin",11,0.186095140294589
2024-11-16,"wk inc flu hosp",2024-11-09,"56","Wyoming",8,1.36972932436389
2024-11-16,"wk inc flu hosp",2024-11-09,"72","Puerto Rico",29,0.904641152250794
2024-11-16,"wk inc flu hosp",2024-11-09,"US","US",2516,0.751235623605215
2024-11-16,"wk inc flu hosp",2024-11-16,"01","Alabama",44,0.861314977406142
2024-11-16,"wk inc flu hosp",2024-11-16,"02","Alaska",7,0.954450877140356
2024-11-16,"wk inc flu hosp",2024-11-16,"04","Arizona",357,4.80397623902217
2024-11-16,"wk inc flu hosp",2024-11-16,"05","Arkansas",13,0.423765830913522
2024-11-16,"wk inc flu hosp",2024-11-16,"06","California",303,0.777617090206636
2024-11-16,"wk inc flu hosp",2024-11-16,"08","Colorado",29,0.493397826667642
2024-11-16,"wk inc flu hosp",2024-11-16,"09","Connecticut",5,0.13822938115259
2024-11-16,"wk inc flu hosp",2024-11-16,"10","Delaware",6,0.581457325877758
2024-11-16,"wk inc flu hosp",2024-11-16,"11","District of Columbia",1,0.147281478470393
2024-11-16,"wk inc flu hosp",2024-11-16,"12","Florida",324,1.43294823881374
2024-11-16,"wk inc flu hosp",2024-11-16,"13","Georgia",39,0.353605923606432
2024-11-16,"wk inc flu hosp",2024-11-16,"15","Hawaii",15,1.04519565365839
2024-11-16,"wk inc flu hosp",2024-11-16,"16","Idaho",12,0.610772189099142
2024-11-16,"wk inc flu hosp",2024-11-16,"17","Illinois",25,0.199208123802909
2024-11-16,"wk inc flu hosp",2024-11-16,"18","Indiana",26,0.378887292542813
2024-11-16,"wk inc flu hosp",2024-11-16,"19","Iowa",4,0.124727003770497
2024-11-16,"wk inc flu hosp",2024-11-16,"20","Kansas",11,0.374080187829063
2024-11-16,"wk inc flu hosp",2024-11-16,"21","Kentucky",17,0.375594820679986
2024-11-16,"wk inc flu hosp",2024-11-16,"22","Louisiana",83,1.81470386765868
2024-11-16,"wk inc flu hosp",2024-11-16,"23","Maine",0,0
2024-11-16,"wk inc flu hosp",2024-11-16,"24","Maryland",12,0.194166808381469
2024-11-16,"wk inc flu hosp",2024-11-16,"25","Massachusetts",16,0.228525756066752
2024-11-16,"wk inc flu hosp",2024-11-16,"26","Michigan",54,0.537995375431604
2024-11-16,"wk inc flu hosp",2024-11-16,"27","Minnesota",26,0.45312626624828
2024-11-16,"wk inc flu hosp",2024-11-16,"28","Mississippi",24,0.816412614935588
2024-11-16,"wk inc flu hosp",2024-11-16,"29","Missouri",29,0.468032115395416
2024-11-16,"wk inc flu hosp",2024-11-16,"30","Montana",4,0.353103604128487
2024-11-16,"wk inc flu hosp",2024-11-16,"31","Nebraska",6,0.303278593232136
2024-11-16,"wk inc flu hosp",2024-11-16,"32","Nevada",40,1.25227914804945
2024-11-16,"wk inc flu hosp",2024-11-16,"33","New Hampshire",11,0.784563219390979
2024-11-16,"wk inc flu hosp",2024-11-16,"34","New Jersey",36,0.387478377899267
2024-11-16,"wk inc flu hosp",2024-11-16,"35","New Mexico",18,0.85131701106381
2024-11-16,"wk inc flu hosp",2024-11-16,"36","New York",59,0.301463128300255
2024-11-16,"wk inc flu hosp",2024-11-16,"37","North Carolina",37,0.341470451131379
2024-11-16,"wk inc flu hosp",2024-11-16,"38","North Dakota",1,0.127563060799106
2024-11-16,"wk inc flu hosp",2024-11-16,"39","Ohio",579,4.91263527246672
2024-11-16,"wk inc flu hosp",2024-11-16,"40","Oklahoma",12,0.296016797966562
2024-11-16,"wk inc flu hosp",2024-11-16,"41","Oregon",26,0.614169649720151
2024-11-16,"wk inc flu hosp",2024-11-16,"42","Pennsylvania",111,0.8563702722864
2024-11-16,"wk inc flu hosp",2024-11-16,"44","Rhode Island",0,0
2024-11-16,"wk inc flu hosp",2024-11-16,"45","South Carolina",13,0.241925503693551
2024-11-16,"wk inc flu hosp",2024-11-16,"46","South Dakota",0,0
2024-11-16,"wk inc flu hosp",2024-11-16,"47","Tennessee",91,1.27692612729775
2024-11-16,"wk inc flu hosp",2024-11-16,"48","Texas",213,0.698285080686841
2024-11-16,"wk inc flu hosp",2024-11-16,"49","Utah",10,0.292591524091693
2024-11-16,"wk inc flu hosp",2024-11-16,"50","Vermont",3,0.463346224654962
2024-11-16,"wk inc flu hosp",2024-11-16,"51","Virginia",25,0.286838759213548
2024-11-16,"wk inc flu hosp",2024-11-16,"53","Washington",22,0.281586303642191
2024-11-16,"wk inc flu hosp",2024-11-16,"54","West Virginia",3,0.169484726883837
2024-11-16,"wk inc flu hosp",2024-11-16,"55","Wisconsin",5,0.0845887001339039
2024-11-16,"wk inc flu hosp",2024-11-16,"56","Wyoming",5,0.856080827727431
2024-11-16,"wk inc flu hosp",2024-11-16,"72","Puerto Rico",71,2.21481109688987
2024-11-16,"wk inc flu hosp",2024-11-16,"US","US",2886,0.861711450605982
2024-11-30,"wk inc flu hosp",2024-11-02,"01","Alabama",13,0.254479425142724
2024-11-30,"wk inc flu hosp",2024-11-02,"02","Alaska",8,1.09080100244612
2024-11-30,"wk inc flu hosp",2024-11-02,"04","Arizona",129,1.73589057376432
2024-11-30,"wk inc flu hosp",2024-11-02,"05","Arkansas",6,0.195584229652395
2024-11-30,"wk inc flu hosp",2024-11-02,"06","California",97,0.248940124587603
2024-11-30,"wk inc flu hosp",2024-11-02,"08","Colorado",25,0.425342954023829
2024-11-30,"wk inc flu hosp",2024-11-02,"09","Connecticut",10,0.27645876230518
2024-11-30,"wk inc flu hosp",2024-11-02,"10","Delaware",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"11","District of Columbia",1,0.147281478470393
2024-11-30,"wk inc flu hosp",2024-11-02,"12","Florida",101,0.446690654691937
2024-11-30,"wk inc flu hosp",2024-11-02,"13","Georgia",14,0.126935459756155
2024-11-30,"wk inc flu hosp",2024-11-02,"15","Hawaii",3,0.209039130731679
2024-11-30,"wk inc flu hosp",2024-11-02,"16","Idaho",6,0.305386094549571
2024-11-30,"wk inc flu hosp",2024-11-02,"17","Illinois",27,0.215144773707141
2024-11-30,"wk inc flu hosp",2024-11-02,"18","Indiana",14,0.20401623444613
2024-11-30,"wk inc flu hosp",2024-11-02,"19","Iowa",5,0.155908754713122
2024-11-30,"wk inc flu hosp",2024-11-02,"20","Kansas",10,0.340072898026421
2024-11-30,"wk inc flu hosp",2024-11-02,"21","Kentucky",7,0.154656690868229
2024-11-30,"wk inc flu hosp",2024-11-02,"22","Louisiana",27,0.590325354539569
2024-11-30,"wk inc flu hosp",2024-11-02,"23","Maine",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"24","Maryland",4,0.0647222694604897
2024-11-30,"wk inc flu hosp",2024-11-02,"25","Massachusetts",3,0.042848579262516
2024-11-30,"wk inc flu hosp",2024-11-02,"26","Michigan",14,0.139480282519305
2024-11-30,"wk inc flu hosp",2024-11-02,"27","Minnesota",4,0.0697117332689662
2024-11-30,"wk inc flu hosp",2024-11-02,"28","Mississippi",15,0.510257884334743
2024-11-30,"wk inc flu hosp",2024-11-02,"29","Missouri",13,0.209807500004842
2024-11-30,"wk inc flu hosp",2024-11-02,"30","Montana",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"31","Nebraska",1,0.050546432205356
2024-11-30,"wk inc flu hosp",2024-11-02,"32","Nevada",11,0.344376765713599
2024-11-30,"wk inc flu hosp",2024-11-02,"33","New Hampshire",4,0.285295716142174
2024-11-30,"wk inc flu hosp",2024-11-02,"34","New Jersey",28,0.30137207169943
2024-11-30,"wk inc flu hosp",2024-11-02,"35","New Mexico",2,0.09459077900709
2024-11-30,"wk inc flu hosp",2024-11-02,"36","New York",15,0.0766431682119292
2024-11-30,"wk inc flu hosp",2024-11-02,"37","North Carolina",14,0.129205035563225
2024-11-30,"wk inc flu hosp",2024-11-02,"38","North Dakota",2,0.255126121598212
2024-11-30,"wk inc flu hosp",2024-11-02,"39","Ohio",17,0.144239723025793
2024-11-30,"wk inc flu hosp",2024-11-02,"40","Oklahoma",3,0.0740041994916405
2024-11-30,"wk inc flu hosp",2024-11-02,"41","Oregon",6,0.141731457627727
2024-11-30,"wk inc flu hosp",2024-11-02,"42","Pennsylvania",97,0.74835960731334
2024-11-30,"wk inc flu hosp",2024-11-02,"44","Rhode Island",2,0.182488078966242
2024-11-30,"wk inc flu hosp",2024-11-02,"45","South Carolina",11,0.204706195433005
2024-11-30,"wk inc flu hosp",2024-11-02,"46","South Dakota",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"47","Tennessee",45,0.631446986026359
2024-11-30,"wk inc flu hosp",2024-11-02,"48","Texas",102,0.334390038638769
2024-11-30,"wk inc flu hosp",2024-11-02,"49","Utah",2,0.0585183048183387
2024-11-30,"wk inc flu hosp",2024-11-02,"50","Vermont",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"51","Virginia",16,0.183576805896671
2024-11-30,"wk inc flu hosp",2024-11-02,"53","Washington",2,0.0255987548765628
2024-11-30,"wk inc flu hosp",2024-11-02,"54","West Virginia",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"55","Wisconsin",5,0.0845887001339039
2024-11-30,"wk inc flu hosp",2024-11-02,"56","Wyoming",0,0
2024-11-30,"wk inc flu hosp",2024-11-02,"72","Puerto Rico",13,0.405528792388287
2024-11-30,"wk inc flu hosp",2024-11-02,"US","US",960,0.286639983569557
2024-11-30,"wk inc flu hosp",2024-11-09,"01","Alabama",32,0.626410892659012
2024-11-30,"wk inc flu hosp",2024-11-09,"02","Alaska",5,0.681750626528826
2024-11-30,"wk inc flu hosp",2024-11-09,"04","Arizona",288,3.8754766297994
2024-11-30,"wk inc flu hosp",2024-11-09,"05","Arkansas",11,0.358571087696057
2024-11-30,"wk inc flu hosp",2024-11-09,"06","California",142,0.364427811251955
2024-11-30,"wk inc flu hosp",2024-11-09,"08","Colorado",20,0.340274363219064
2024-11-30,"wk inc flu hosp",2024-11-09,"09","Connecticut",4,0.110583504922072
2024-11-30,"wk inc flu hosp",2024-11-09,"10","Delaware",4,0.387638217251839
2024-11-30,"wk inc flu hosp",2024-11-09,"11","District of Columbia",3,0.44184443541118
2024-11-30,"wk inc flu hosp",2024-11-09,"12","Florida",347,1.53466987305052
2024-11-30,"wk inc flu hosp",2024-11-09,"13","Georgia",41,0.371739560714454
2024-11-30,"wk inc flu hosp",2024-11-09,"15","Hawaii",7,0.48775797170725
2024-11-30,"wk inc flu hosp",2024-11-09,"16","Idaho",8,0.407181459399428
2024-11-30,"wk inc flu hosp",2024-11-09,"17","Illinois",34,0.270923048371956
2024-11-30,"wk inc flu hosp",2024-11-09,"18","Indiana",28,0.40803246889226
2024-11-30,"wk inc flu hosp",2024-11-09,"19","Iowa",4,0.124727003770497
2024-11-30,"wk inc flu hosp",2024-11-09,"20","Kansas",7,0.238051028618495
2024-11-30,"wk inc flu hosp",2024-11-09,"21","Kentucky",16,0.35350100769881
2024-11-30,"wk inc flu hosp",2024-11-09,"22","Louisiana",84,1.83656776967866
2024-11-30,"wk inc flu hosp",2024-11-09,"23","Maine",1,0.0716475057353828
2024-11-30,"wk inc flu hosp",2024-11-09,"24","Maryland",8,0.129444538920979
2024-11-30,"wk inc flu hosp",2024-11-09,"25","Massachusetts",29,0.414202932870988
2024-11-30,"wk inc flu hosp",2024-11-09,"26","Michigan",45,0.448329479526337
2024-11-30,"wk inc flu hosp",2024-11-09,"27","Minnesota",29,0.505410066200005
2024-11-30,"wk inc flu hosp",2024-11-09,"28","Mississippi",23,0.782395422646606
2024-11-30,"wk inc flu hosp",2024-11-09,"29","Missouri",30,0.484171153857327
2024-11-30,"wk inc flu hosp",2024-11-09,"30","Montana",0,0
2024-11-30,"wk inc flu hosp",2024-11-09,"31","Nebraska",4,0.202185728821424
2024-11-30,"wk inc flu hosp",2024-11-09,"32","Nevada",23,0.720060510128434
2024-11-30,"wk inc flu hosp",2024-11-09,"33","New Hampshire",14,0.99853500649761
2024-11-30,"wk inc flu hosp",2024-11-09,"34","New Jersey",30,0.322898648249389
2024-11-30,"wk inc flu hosp",2024-11-09,"35","New Mexico",16,0.75672623205672
2024-11-30,"wk inc flu hosp",2024-11-09,"36","New York",55,0.281024950110407
2024-11-30,"wk inc flu hosp",2024-11-09,"37","North Carolina",27,0.24918114001479
2024-11-30,"wk inc flu hosp",2024-11-09,"38","North Dakota",0,0
2024-11-30,"wk inc flu hosp",2024-11-09,"39","Ohio",24,0.203632550154061
2024-11-30,"wk inc flu hosp",2024-11-09,"40","Oklahoma",13,0.320684864463775
2024-11-30,"wk inc flu hosp",2024-11-09,"41","Oregon",25,0.59054774011553
2024-11-30,"wk inc flu hosp",2024-11-09,"42","Pennsylvania",141,1.08782169722867
2024-11-30,"wk inc flu hosp",2024-11-09,"44","Rhode Island",3,0.273732118449362
2024-11-30,"wk inc flu hosp",2024-11-09,"45","South Carolina",21,0.390802736735736
2024-11-30,"wk inc flu hosp",2024-11-09,"46","South Dakota",2,0.217552577019051
2024-11-30,"wk inc flu hosp",2024-11-09,"47","Tennessee",79,1.10854026435739
2024-11-30,"wk inc flu hosp",2024-11-09,"48","Texas",182,0.596656735610352
2024-11-30,"wk inc flu hosp",2024-11-09,"49","Utah",7,0.204814066864185
2024-11-30,"wk inc flu hosp",2024-11-09,"50","Vermont",0,0
2024-11-30,"wk inc flu hosp",2024-11-09,"51","Virginia",26,0.29831230958209
2024-11-30,"wk inc flu hosp",2024-11-09,"53","Washington",13,0.166391906697658
2024-11-30,"wk inc flu hosp",2024-11-09,"54","West Virginia",5,0.282474544806395
2024-11-30,"wk inc flu hosp",2024-11-09,"55","Wisconsin",11,0.186095140294589
2024-11-30,"wk inc flu hosp",2024-11-09,"56","Wyoming",5,0.856080827727431
2024-11-30,"wk inc flu hosp",2024-11-09,"72","Puerto Rico",29,0.904641152250794
2024-11-30,"wk inc flu hosp",2024-11-09,"US","US",2008,0.599555298966324
2024-11-30,"wk inc flu hosp",2024-11-16,"01","Alabama",44,0.861314977406142
2024-11-30,"wk inc flu hosp",2024-11-16,"02","Alaska",9,1.22715112775189
2024-11-30,"wk inc flu hosp",2024-11-16,"04","Arizona",360,4.84434578724925
2024-11-30,"wk inc flu hosp",2024-11-16,"05","Arkansas",13,0.423765830913522
2024-11-30,"wk inc flu hosp",2024-11-16,"06","California",304,0.780183483243622
2024-11-30,"wk inc flu hosp",2024-11-16,"08","Colorado",29,0.493397826667642
2024-11-30,"wk inc flu hosp",2024-11-16,"09","Connecticut",5,0.13822938115259
2024-11-30,"wk inc flu hosp",2024-11-16,"10","Delaware",6,0.581457325877758
2024-11-30,"wk inc flu hosp",2024-11-16,"11","District of Columbia",1,0.147281478470393
2024-11-30,"wk inc flu hosp",2024-11-16,"12","Florida",359,1.58774203004362
2024-11-30,"wk inc flu hosp",2024-11-16,"13","Georgia",41,0.371739560714454
2024-11-30,"wk inc flu hosp",2024-11-16,"15","Hawaii",15,1.04519565365839
2024-11-30,"wk inc flu hosp",2024-11-16,"16","Idaho",12,0.610772189099142
2024-11-30,"wk inc flu hosp",2024-11-16,"17","Illinois",30,0.23904974856349
2024-11-30,"wk inc flu hosp",2024-11-16,"18","Indiana",26,0.378887292542813
2024-11-30,"wk inc flu hosp",2024-11-16,"19","Iowa",4,0.124727003770497
2024-11-30,"wk inc flu hosp",2024-11-16,"20","Kansas",11,0.374080187829063
2024-11-30,"wk inc flu hosp",2024-11-16,"21","Kentucky",17,0.375594820679986
2024-11-30,"wk inc flu hosp",2024-11-16,"22","Louisiana",83,1.81470386765868
2024-11-30,"wk inc flu hosp",2024-11-16,"23","Maine",0,0
2024-11-30,"wk inc flu hosp",2024-11-16,"24","Maryland",12,0.194166808381469
2024-11-30,"wk inc flu hosp",2024-11-16,"25","Massachusetts",16,0.228525756066752
2024-11-30,"wk inc flu hosp",2024-11-16,"26","Michigan",54,0.537995375431604
2024-11-30,"wk inc flu hosp",2024-11-16,"27","Minnesota",26,0.45312626624828
2024-11-30,"wk inc flu hosp",2024-11-16,"28","Mississippi",24,0.816412614935588
2024-11-30,"wk inc flu hosp",2024-11-16,"29","Missouri",29,0.468032115395416
2024-11-30,"wk inc flu hosp",2024-11-16,"30","Montana",4,0.353103604128487
2024-11-30,"wk inc flu hosp",2024-11-16,"31","Nebraska",6,0.303278593232136
2024-11-30,"wk inc flu hosp",2024-11-16,"32","Nevada",40,1.25227914804945
2024-11-30,"wk inc flu hosp",2024-11-16,"33","New Hampshire",11,0.784563219390979
2024-11-30,"wk inc flu hosp",2024-11-16,"34","New Jersey",37,0.398241666174246
2024-11-30,"wk inc flu hosp",2024-11-16,"35","New Mexico",21,0.993203179574446
2024-11-30,"wk inc flu hosp",2024-11-16,"36","New York",60,0.306572672847717
2024-11-30,"wk inc flu hosp",2024-11-16,"37","North Carolina",37,0.341470451131379
2024-11-30,"wk inc flu hosp",2024-11-16,"38","North Dakota",1,0.127563060799106
2024-11-30,"wk inc flu hosp",2024-11-16,"39","Ohio",40,0.339387583590101
2024-11-30,"wk inc flu hosp",2024-11-16,"40","Oklahoma",12,0.296016797966562
2024-11-30,"wk inc flu hosp",2024-11-16,"41","Oregon",33,0.7795230169525
2024-11-30,"wk inc flu hosp",2024-11-16,"42","Pennsylvania",111,0.8563702722864
2024-11-30,"wk inc flu hosp",2024-11-16,"44","Rhode Island",0,0
2024-11-30,"wk inc flu hosp",2024-11-16,"45","South Carolina",13,0.241925503693551
2024-11-30,"wk inc flu hosp",2024-11-16,"46","South Dakota",0,0
2024-11-30,"wk inc flu hosp",2024-11-16,"47","Tennessee",91,1.27692612729775
2024-11-30,"wk inc flu hosp",2024-11-16,"48","Texas",219,0.71795508295971
2024-11-30,"wk inc flu hosp",2024-11-16,"49","Utah",10,0.292591524091693
2024-11-30,"wk inc flu hosp",2024-11-16,"50","Vermont",3,0.463346224654962
2024-11-30,"wk inc flu hosp",2024-11-16,"51","Virginia",26,0.29831230958209
2024-11-30,"wk inc flu hosp",2024-11-16,"53","Washington",22,0.281586303642191
2024-11-30,"wk inc flu hosp",2024-11-16,"54","West Virginia",3,0.169484726883837
2024-11-30,"wk inc flu hosp",2024-11-16,"55","Wisconsin",5,0.0845887001339039
2024-11-30,"wk inc flu hosp",2024-11-16,"56","Wyoming",4,0.684864662181945
2024-11-30,"wk inc flu hosp",2024-11-16,"72","Puerto Rico",71,2.21481109688987
2024-11-30,"wk inc flu hosp",2024-11-16,"US","US",2413,0.720481542034731
2024-11-30,"wk inc flu hosp",2024-11-23,"01","Alabama",50,0.978767019779707
2024-11-30,"wk inc flu hosp",2024-11-23,"02","Alaska",5,0.681750626528826
2024-11-30,"wk inc flu hosp",2024-11-23,"04","Arizona",516,6.94356229505726
2024-11-30,"wk inc flu hosp",2024-11-23,"05","Arkansas",8,0.26077897286986
2024-11-30,"wk inc flu hosp",2024-11-23,"06","California",453,1.16257604575448
2024-11-30,"wk inc flu hosp",2024-11-23,"08","Colorado",28,0.476384108506689
