location,reference_date,horizon,target,output_type,output_type_id,target_end_date,value
US,2026-01-24,3,wk inc flu hosp,quantile,0.3,2026-02-14,1140.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.35,2026-01-17,18523.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.35,2026-01-24,11000.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.35,2026-01-31,5770.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.35,2026-02-07,2815.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.35,2026-02-14,1228.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.4,2026-01-17,19121.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.4,2026-01-24,11489.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.4,2026-01-31,6169.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.4,2026-02-07,3003.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.4,2026-02-14,1398.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.45,2026-01-17,19631.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.45,2026-01-24,11862.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.45,2026-01-31,6595.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.45,2026-02-07,3239.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.45,2026-02-14,1517.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.5,2026-01-17,20330.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.5,2026-01-24,12542.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.5,2026-01-31,6910.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.5,2026-02-07,3520.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.5,2026-02-14,1676.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.55,2026-01-17,20997.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.55,2026-01-24,13153.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.55,2026-01-31,7326.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.55,2026-02-07,3801.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.55,2026-02-14,1877.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.6,2026-01-17,21542.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.6,2026-01-24,13597.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.6,2026-01-31,7731.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.6,2026-02-07,4089.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.6,2026-02-14,2047.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.65,2026-01-17,22277.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.65,2026-01-24,14090.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.65,2026-01-31,8129.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.65,2026-02-07,4385.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.65,2026-02-14,2166.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.7,2026-01-17,22873.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.7,2026-01-24,14483.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.7,2026-01-31,8586.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.7,2026-02-07,4748.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.7,2026-02-14,2359.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.75,2026-01-17,23671.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.75,2026-01-24,15405.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.75,2026-01-31,8990.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.75,2026-02-07,4980.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.75,2026-02-14,2597.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.8,2026-01-17,25033.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.8,2026-01-24,16142.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.8,2026-01-31,9616.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.8,2026-02-07,5392.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.8,2026-02-14,2858.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.85,2026-01-17,26406.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.85,2026-01-24,17157.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.85,2026-01-31,10284.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.85,2026-02-07,5803.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.85,2026-02-14,3148.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.9,2026-01-17,27529.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.9,2026-01-24,18105.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.9,2026-01-31,11044.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.9,2026-02-07,6340.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.9,2026-02-14,3494.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.95,2026-01-17,28227.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.95,2026-01-24,19480.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.95,2026-01-31,12437.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.95,2026-02-07,7593.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.95,2026-02-14,4162.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.975,2026-01-17,28633.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.975,2026-01-24,20334.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.975,2026-01-31,13501.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.975,2026-02-07,8336.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.975,2026-02-14,4856.0
US,2026-01-24,-1,wk inc flu hosp,quantile,0.99,2026-01-17,28950.0
US,2026-01-24,0,wk inc flu hosp,quantile,0.99,2026-01-24,21042.0
US,2026-01-24,1,wk inc flu hosp,quantile,0.99,2026-01-31,14369.0
US,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,9240.0
US,2026-01-24,3,wk inc flu hosp,quantile,0.99,2026-02-14,5481.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.01,2026-01-17,128.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.01,2026-01-24,69.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.01,2026-01-31,32.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.01,2026-02-07,13.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.01,2026-02-14,5.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.025,2026-01-17,138.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.025,2026-01-24,76.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.025,2026-01-31,36.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.025,2026-02-07,15.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.025,2026-02-14,7.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.05,2026-01-17,146.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.05,2026-01-24,81.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.05,2026-01-31,41.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.05,2026-02-07,18.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.05,2026-02-14,8.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.1,2026-01-17,162.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.1,2026-01-24,90.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.1,2026-01-31,46.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.1,2026-02-07,22.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.1,2026-02-14,10.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.15,2026-01-17,172.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.15,2026-01-24,98.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.15,2026-01-31,51.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.15,2026-02-07,25.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.15,2026-02-14,11.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.2,2026-01-17,181.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.2,2026-01-24,105.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.2,2026-01-31,57.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.2,2026-02-07,27.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.2,2026-02-14,13.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.25,2026-01-17,190.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.25,2026-01-24,113.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.25,2026-01-31,61.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.25,2026-02-07,30.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.25,2026-02-14,14.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.3,2026-01-17,197.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.3,2026-01-24,119.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.3,2026-01-31,65.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.3,2026-02-07,34.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.3,2026-02-14,16.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.35,2026-01-17,204.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.35,2026-01-24,126.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.35,2026-01-31,69.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.35,2026-02-07,36.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.35,2026-02-14,17.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.4,2026-01-17,211.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.4,2026-01-24,133.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.4,2026-01-31,74.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.4,2026-02-07,40.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.4,2026-02-14,19.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.45,2026-01-17,219.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.45,2026-01-24,140.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.45,2026-01-31,79.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.45,2026-02-07,43.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.45,2026-02-14,21.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.5,2026-01-17,227.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.5,2026-01-24,147.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.5,2026-01-31,85.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.5,2026-02-07,46.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.5,2026-02-14,24.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.55,2026-01-17,235.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.55,2026-01-24,153.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.55,2026-01-31,90.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.55,2026-02-07,50.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.55,2026-02-14,26.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.6,2026-01-17,245.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.6,2026-01-24,160.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.6,2026-01-31,96.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.6,2026-02-07,54.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.6,2026-02-14,28.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.65,2026-01-17,253.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.65,2026-01-24,167.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.65,2026-01-31,101.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.65,2026-02-07,57.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.65,2026-02-14,31.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.7,2026-01-17,262.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.7,2026-01-24,174.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.7,2026-01-31,107.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.7,2026-02-07,61.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.7,2026-02-14,34.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.75,2026-01-17,272.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.75,2026-01-24,181.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.75,2026-01-31,114.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.75,2026-02-07,68.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.75,2026-02-14,38.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.8,2026-01-17,282.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.8,2026-01-24,189.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.8,2026-01-31,120.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.8,2026-02-07,73.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.8,2026-02-14,42.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.85,2026-01-17,293.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.85,2026-01-24,202.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.85,2026-01-31,132.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.85,2026-02-07,81.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.85,2026-02-14,49.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.9,2026-01-17,306.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.9,2026-01-24,217.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.9,2026-01-31,149.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.9,2026-02-07,93.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.9,2026-02-14,55.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.95,2026-01-17,327.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.95,2026-01-24,237.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.95,2026-01-31,169.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.95,2026-02-07,108.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.95,2026-02-14,70.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.975,2026-01-17,345.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.975,2026-01-24,256.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.975,2026-01-31,183.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.975,2026-02-07,123.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.975,2026-02-14,80.0
01,2026-01-24,-1,wk inc flu hosp,quantile,0.99,2026-01-17,358.0
01,2026-01-24,0,wk inc flu hosp,quantile,0.99,2026-01-24,271.0
01,2026-01-24,1,wk inc flu hosp,quantile,0.99,2026-01-31,203.0
01,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,141.0
01,2026-01-24,3,wk inc flu hosp,quantile,0.99,2026-02-14,97.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.01,2026-01-17,15.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.01,2026-01-24,6.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.01,2026-01-31,2.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.01,2026-02-07,0.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.01,2026-02-14,0.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.025,2026-01-17,16.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.025,2026-01-24,7.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.025,2026-01-31,3.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.025,2026-02-07,1.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.025,2026-02-14,0.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.05,2026-01-17,19.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.05,2026-01-24,9.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.05,2026-01-31,4.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.05,2026-02-07,1.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.05,2026-02-14,0.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.1,2026-01-17,22.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.1,2026-01-24,11.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.1,2026-01-31,6.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.1,2026-02-07,2.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.1,2026-02-14,1.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.15,2026-01-17,24.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.15,2026-01-24,13.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.15,2026-01-31,6.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.15,2026-02-07,3.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.15,2026-02-14,1.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.2,2026-01-17,25.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.2,2026-01-24,15.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.2,2026-01-31,7.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.2,2026-02-07,3.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.2,2026-02-14,1.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.25,2026-01-17,27.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.25,2026-01-24,16.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.25,2026-01-31,8.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.25,2026-02-07,4.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.25,2026-02-14,2.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.3,2026-01-17,29.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.3,2026-01-24,17.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.3,2026-01-31,9.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.3,2026-02-07,4.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.3,2026-02-14,2.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.35,2026-01-17,30.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.35,2026-01-24,18.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.35,2026-01-31,9.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.35,2026-02-07,5.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.35,2026-02-14,2.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.4,2026-01-17,32.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.4,2026-01-24,19.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.4,2026-01-31,10.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.4,2026-02-07,5.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.4,2026-02-14,2.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.45,2026-01-17,33.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.45,2026-01-24,20.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.45,2026-01-31,11.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.45,2026-02-07,6.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.45,2026-02-14,3.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.5,2026-01-17,34.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.5,2026-01-24,21.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.5,2026-01-31,12.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.5,2026-02-07,6.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.5,2026-02-14,3.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.55,2026-01-17,36.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.55,2026-01-24,23.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.55,2026-01-31,13.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.55,2026-02-07,7.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.55,2026-02-14,4.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.6,2026-01-17,37.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.6,2026-01-24,24.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.6,2026-01-31,14.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.6,2026-02-07,7.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.6,2026-02-14,4.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.65,2026-01-17,38.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.65,2026-01-24,25.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.65,2026-01-31,15.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.65,2026-02-07,8.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.65,2026-02-14,4.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.7,2026-01-17,40.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.7,2026-01-24,26.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.7,2026-01-31,16.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.7,2026-02-07,9.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.7,2026-02-14,5.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.75,2026-01-17,42.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.75,2026-01-24,28.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.75,2026-01-31,17.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.75,2026-02-07,10.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.75,2026-02-14,5.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.8,2026-01-17,44.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.8,2026-01-24,30.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.8,2026-01-31,19.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.8,2026-02-07,11.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.8,2026-02-14,6.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.85,2026-01-17,47.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.85,2026-01-24,33.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.85,2026-01-31,21.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.85,2026-02-07,12.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.85,2026-02-14,7.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.9,2026-01-17,50.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.9,2026-01-24,36.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.9,2026-01-31,23.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.9,2026-02-07,14.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.9,2026-02-14,8.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.95,2026-01-17,54.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.95,2026-01-24,40.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.95,2026-01-31,28.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.95,2026-02-07,18.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.95,2026-02-14,10.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.975,2026-01-17,59.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.975,2026-01-24,43.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.975,2026-01-31,31.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.975,2026-02-07,21.0
02,2026-01-24,3,wk inc flu hosp,quantile,0.975,2026-02-14,13.0
02,2026-01-24,-1,wk inc flu hosp,quantile,0.99,2026-01-17,64.0
02,2026-01-24,0,wk inc flu hosp,quantile,0.99,2026-01-24,48.0
02,2026-01-24,1,wk inc flu hosp,quantile,0.99,2026-01-31,35.0
02,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,24.0
