geo_value,forecast_date,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.7,21.540684890228402
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.75,25.46122544100154
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.8,32.880658730382706
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.85,39.24968021351014
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.9,51.253838124516356
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.95,65.56755711069577
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.975,74.22370099093393
ak,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,02,quantile,0.99,81.44264496178025
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.01,3.221392890921113
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.025,3.356868866036009
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.05,3.55085855452595
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.1,3.9487176237422883
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.15,4.880830255400377
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.2,5.416955839425642
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.25,5.941730243847138
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.3,6.785406267808282
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.35,8.268184604117742
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.4,8.817633618167672
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.45,9.621748826717232
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.5,9.770837902897798
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.55,10.920406004984976
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.6,13.713526406931484
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.65,25.022791605432516
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.7,29.379651585705766
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.75,35.614494445719096
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.8,42.03364609741615
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.85,48.72444726301381
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.9,59.82937465313333
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.95,70.60688604238041
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.975,77.15115667406407
ak,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,02,quantile,0.99,82.72903428292112
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.01,3.205410682717588
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.025,3.2780580092277636
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.05,3.430914249612376
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.1,3.6823145059360494
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.15,4.291180848517366
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.2,4.982879173458543
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.25,5.417955603376471
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.3,5.947727163305343
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.35,7.247663148426571
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.4,9.002413991557763
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.45,9.724149539030558
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.5,10.972433632089102
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.55,13.648408015466288
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.6,15.500376706292604
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.65,28.89577053305537
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.7,37.990846905304046
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.75,40.89928624549124
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.8,47.51622807904605
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.85,51.822329262523446
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.9,58.808434755658226
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.95,73.89177761924934
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.975,79.94503505017383
ak,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,02,quantile,0.99,83.61493558897558
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.01,19.78724587023862
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.025,27.681217513904556
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.05,35.4752948877395
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.1,43.367792450108595
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.15,45.80070886638577
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.2,47.466506168353874
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.25,48.85523818017815
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.3,49.75158399066696
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.35,50.54159474270228
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.4,51.20141142787316
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.45,51.57950862385728
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.5,52.391673065223316
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.55,53.714501820117555
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.6,55.024386487154175
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.65,57.342404616413226
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.7,61.20104535751338
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.75,65.11491312572298
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.8,71.13433073506606
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.85,86.93892018036595
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.9,114.23242715998437
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.95,172.91856325553775
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.975,252.02589280874608
al,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,01,quantile,0.99,364.8882496888141
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.01,12.633411637523295
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.025,16.511975180296794
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.05,24.861971072263586
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.1,40.48834344414112
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.15,48.84034715485481
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.2,53.360805798639845
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.25,56.94165466044713
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.3,60.737265234274076
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.35,62.07578787066567
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.4,63.47000729211411
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.45,64.7444369706426
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.5,65.34277249337723
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.55,69.30549619227885
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.6,74.4345464727443
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.65,84.21589065189373
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.7,102.73899482711381
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.75,118.27924459925401
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.8,139.53100083026692
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.85,166.49734959563563
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.9,234.42903317572973
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.95,336.72284589661865
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.975,412.9241465987657
al,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,01,quantile,0.99,473.46650200393833
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.01,11.49207192059775
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.025,13.944655889395372
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.05,20.99324478494863
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.1,37.78906947540164
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.15,48.52775977505564
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.2,55.158596233122054
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.25,66.81167273826546
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.3,70.0604516764927
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.35,74.04774343212726
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.4,78.45668474103073
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.45,80.05009736802268
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.5,81.55349291668607
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.55,86.93265612176523
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.6,96.27566519795117
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.65,114.70177591578988
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.7,147.93684032907174
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.75,170.72747780866598
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.8,197.36979631569898
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.85,226.03119514868388
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.9,280.225052410644
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.95,385.42219600387097
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.975,447.8262887059793
al,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,01,quantile,0.99,494.2736153217673
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.01,10.934661001085654
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.025,12.455599168792205
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.05,16.979676191388112
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.1,32.84868697803294
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.15,43.803564969600785
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.2,51.77394914916979
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.25,63.06603509596749
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.3,74.89004406277854
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.35,82.89043234940424
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.4,91.89375148174011
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.45,96.05301709388833
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.5,98.43474282127747
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.55,106.49831061295076
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.6,119.12640262361413
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.65,139.12554753198395
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.7,184.2010009449061
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.75,218.00916988913644
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.8,242.46654701317047
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.85,271.48702140532237
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.9,322.9188698697949
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.95,417.6282666679025
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.975,465.17761623504146
al,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,01,quantile,0.99,501.98610148992157
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.01,10.553989089556811
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.025,11.233255028019427
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.05,13.354322475981043
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.1,26.383651386052744
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.15,36.51009394478624
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.2,44.804635477848414
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.25,51.66593664071789
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.3,71.83516794574504
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.35,90.4074736685971
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.4,104.90197269027988
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.45,119.65349217075065
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.5,119.76472461780773
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.55,132.6783977859152
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.6,144.745758819043
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.65,165.5451539309461
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.7,203.36326998909433
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.75,253.40160200810806
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.8,274.9918663691109
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.85,309.67623770967924
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.9,362.13023880638536
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.95,443.30157379808065
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.975,482.6305837626109
al,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,01,quantile,0.99,507.38971936649875
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.01,4.762405478436634
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.025,5.215784796961682
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.05,5.841190565860443
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.1,7.126683993515617
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.15,8.101521990178105
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.2,8.608955809150265
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.25,9.260100440214591
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.3,9.58075206702987
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.35,9.919359835469615
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.4,10.256613996345866
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.45,10.506322706407058
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.5,10.969861683250858
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.55,11.763382883948701
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.6,12.706447945583378
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.65,15.106514645048835
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.7,18.435642580019763
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.75,22.0593958035915
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.8,28.852595146068012
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.85,44.945437280086004
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.9,72.82591580509369
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.95,139.42223074395505
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.975,223.61770084191636
ar,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,05,quantile,0.99,334.2810630134232
ar,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,05,quantile,0.01,4.713919680145967
ar,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,05,quantile,0.025,5.1351160078196605
ar,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,05,quantile,0.05,5.703769069487223
ar,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,05,quantile,0.1,7.124347633730989
ar,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,05,quantile,0.15,9.500445523982068
