horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
1,01,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-31,43.0
1,01,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-31,46.0
1,01,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-31,50.0
1,01,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-31,53.0
1,01,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-31,57.0
1,01,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-31,62.0
1,01,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-31,68.0
1,01,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-31,75.0
1,01,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-31,85.0
1,01,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-31,94.0
1,01,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-31,105.0
2,01,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-07,7.0
2,01,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-07,8.0
2,01,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-07,10.0
2,01,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-07,13.0
2,01,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-07,15.0
2,01,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-07,17.0
2,01,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-07,19.0
2,01,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-07,22.0
2,01,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-07,25.0
2,01,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-07,29.0
2,01,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-07,32.0
2,01,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-07,36.0
2,01,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-07,40.0
2,01,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-07,44.0
2,01,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-07,47.0
2,01,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-07,52.0
2,01,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-07,56.0
2,01,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-07,62.0
2,01,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-07,68.0
2,01,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-07,75.0
2,01,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-07,86.0
2,01,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-07,94.0
2,01,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-07,106.0
3,01,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-14,6.0
3,01,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-14,7.0
3,01,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-14,7.0
3,01,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-14,9.0
3,01,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-14,12.0
3,01,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-14,15.0
3,01,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-14,17.0
3,01,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-14,19.0
3,01,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-14,22.0
3,01,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-14,26.0
3,01,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-14,30.0
3,01,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-14,35.0
3,01,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-14,39.0
3,01,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-14,43.0
3,01,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-14,48.0
3,01,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-14,53.0
3,01,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-14,58.0
3,01,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-14,65.0
3,01,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-14,73.0
3,01,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-14,83.0
3,01,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-14,98.0
3,01,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-14,111.0
3,01,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-14,122.0
0,02,quantile,0.01,2025-05-24,wk inc flu hosp,2025-05-24,1.0
0,02,quantile,0.025,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,02,quantile,0.05,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,02,quantile,0.1,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,02,quantile,0.15,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,02,quantile,0.2,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,02,quantile,0.25,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,02,quantile,0.3,2025-05-24,wk inc flu hosp,2025-05-24,3.0
0,02,quantile,0.35,2025-05-24,wk inc flu hosp,2025-05-24,3.0
0,02,quantile,0.4,2025-05-24,wk inc flu hosp,2025-05-24,3.0
0,02,quantile,0.45,2025-05-24,wk inc flu hosp,2025-05-24,4.0
0,02,quantile,0.5,2025-05-24,wk inc flu hosp,2025-05-24,5.0
0,02,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-24,5.0
0,02,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-24,6.0
0,02,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-24,7.0
0,02,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-24,7.0
0,02,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-24,8.0
0,02,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-24,9.0
0,02,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-24,10.0
0,02,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-24,11.0
0,02,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-24,14.0
0,02,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-24,15.0
0,02,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-24,18.0
1,02,quantile,0.01,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,02,quantile,0.025,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,02,quantile,0.05,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,02,quantile,0.1,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,02,quantile,0.15,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,02,quantile,0.2,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,02,quantile,0.25,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,02,quantile,0.3,2025-05-24,wk inc flu hosp,2025-05-31,3.0
1,02,quantile,0.35,2025-05-24,wk inc flu hosp,2025-05-31,3.0
1,02,quantile,0.4,2025-05-24,wk inc flu hosp,2025-05-31,4.0
1,02,quantile,0.45,2025-05-24,wk inc flu hosp,2025-05-31,4.0
1,02,quantile,0.5,2025-05-24,wk inc flu hosp,2025-05-31,5.0
1,02,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-31,5.0
1,02,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-31,6.0
1,02,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-31,7.0
1,02,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-31,7.0
1,02,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-31,8.0
1,02,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-31,9.0
1,02,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-31,9.0
1,02,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-31,10.0
1,02,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-31,12.0
1,02,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-31,13.0
1,02,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-31,15.0
2,02,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,02,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-07,2.0
2,02,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-07,2.0
2,02,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-07,2.0
2,02,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-07,2.0
2,02,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-07,2.0
2,02,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-07,3.0
2,02,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-07,3.0
2,02,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-07,3.0
2,02,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-07,4.0
2,02,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-07,4.0
2,02,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-07,5.0
2,02,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-07,5.0
2,02,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-07,6.0
2,02,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-07,7.0
2,02,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-07,7.0
2,02,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-07,8.0
2,02,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-07,8.0
2,02,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-07,9.0
2,02,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-07,10.0
2,02,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-07,12.0
2,02,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-07,13.0
2,02,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-07,15.0
3,02,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-14,1.0
3,02,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-14,2.0
3,02,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-14,2.0
3,02,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-14,2.0
3,02,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-14,2.0
3,02,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-14,2.0
3,02,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-14,3.0
3,02,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-14,3.0
3,02,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-14,4.0
3,02,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-14,4.0
3,02,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-14,5.0
3,02,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-14,5.0
3,02,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-14,6.0
3,02,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-14,6.0
3,02,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-14,7.0
3,02,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-14,7.0
3,02,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-14,8.0
3,02,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-14,9.0
3,02,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-14,10.0
3,02,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-14,10.0
3,02,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-14,12.0
3,02,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-14,13.0
3,02,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-14,15.0
0,04,quantile,0.01,2025-05-24,wk inc flu hosp,2025-05-24,10.0
0,04,quantile,0.025,2025-05-24,wk inc flu hosp,2025-05-24,15.0
0,04,quantile,0.05,2025-05-24,wk inc flu hosp,2025-05-24,20.0
0,04,quantile,0.1,2025-05-24,wk inc flu hosp,2025-05-24,26.0
0,04,quantile,0.15,2025-05-24,wk inc flu hosp,2025-05-24,31.0
0,04,quantile,0.2,2025-05-24,wk inc flu hosp,2025-05-24,34.0
0,04,quantile,0.25,2025-05-24,wk inc flu hosp,2025-05-24,37.0
0,04,quantile,0.3,2025-05-24,wk inc flu hosp,2025-05-24,40.0
0,04,quantile,0.35,2025-05-24,wk inc flu hosp,2025-05-24,42.0
0,04,quantile,0.4,2025-05-24,wk inc flu hosp,2025-05-24,44.0
0,04,quantile,0.45,2025-05-24,wk inc flu hosp,2025-05-24,47.0
0,04,quantile,0.5,2025-05-24,wk inc flu hosp,2025-05-24,49.0
0,04,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-24,51.0
0,04,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-24,54.0
0,04,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-24,56.0
0,04,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-24,59.0
0,04,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-24,62.0
0,04,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-24,65.0
0,04,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-24,70.0
0,04,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-24,75.0
0,04,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-24,83.0
0,04,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-24,90.0
0,04,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-24,97.0
1,04,quantile,0.01,2025-05-24,wk inc flu hosp,2025-05-31,8.0
1,04,quantile,0.025,2025-05-24,wk inc flu hosp,2025-05-31,13.0
1,04,quantile,0.05,2025-05-24,wk inc flu hosp,2025-05-31,17.0
1,04,quantile,0.1,2025-05-24,wk inc flu hosp,2025-05-31,22.0
1,04,quantile,0.15,2025-05-24,wk inc flu hosp,2025-05-31,27.0
1,04,quantile,0.2,2025-05-24,wk inc flu hosp,2025-05-31,30.0
1,04,quantile,0.25,2025-05-24,wk inc flu hosp,2025-05-31,33.0
1,04,quantile,0.3,2025-05-24,wk inc flu hosp,2025-05-31,36.0
1,04,quantile,0.35,2025-05-24,wk inc flu hosp,2025-05-31,39.0
1,04,quantile,0.4,2025-05-24,wk inc flu hosp,2025-05-31,43.0
1,04,quantile,0.45,2025-05-24,wk inc flu hosp,2025-05-31,48.0
1,04,quantile,0.5,2025-05-24,wk inc flu hosp,2025-05-31,52.0
1,04,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-31,56.0
1,04,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-31,61.0
1,04,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-31,66.0
1,04,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-31,70.0
1,04,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-31,75.0
1,04,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-31,82.0
1,04,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-31,89.0
1,04,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-31,98.0
1,04,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-31,112.0
1,04,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-31,122.0
1,04,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-31,135.0
2,04,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-07,5.0
2,04,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-07,5.0
2,04,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-07,8.0
2,04,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-07,15.0
2,04,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-07,22.0
2,04,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-07,26.0
2,04,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-07,29.0
2,04,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-07,33.0
2,04,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-07,37.0
2,04,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-07,40.0
2,04,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-07,43.0
2,04,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-07,46.0
2,04,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-07,51.0
2,04,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-07,55.0
2,04,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-07,60.0
2,04,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-07,65.0
2,04,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-07,71.0
2,04,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-07,77.0
2,04,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-07,84.0
2,04,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-07,92.0
2,04,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-07,107.0
2,04,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-07,118.0
2,04,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-07,132.0
3,04,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-14,4.0
3,04,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-14,6.0
3,04,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-14,14.0
3,04,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-14,21.0
3,04,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-14,25.0
3,04,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-14,30.0
3,04,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-14,34.0
3,04,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-14,37.0
3,04,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-14,40.0
3,04,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-14,43.0
3,04,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-14,47.0
3,04,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-14,52.0
3,04,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-14,55.0
3,04,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-14,59.0
3,04,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-14,63.0
3,04,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-14,68.0
3,04,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-14,73.0
3,04,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-14,78.0
3,04,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-14,85.0
3,04,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-14,93.0
3,04,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-14,109.0
3,04,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-14,121.0
3,04,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-14,133.0
0,05,quantile,0.01,2025-05-24,wk inc flu hosp,2025-05-24,1.0
0,05,quantile,0.025,2025-05-24,wk inc flu hosp,2025-05-24,1.0
0,05,quantile,0.05,2025-05-24,wk inc flu hosp,2025-05-24,1.0
0,05,quantile,0.1,2025-05-24,wk inc flu hosp,2025-05-24,1.0
0,05,quantile,0.15,2025-05-24,wk inc flu hosp,2025-05-24,1.0
0,05,quantile,0.2,2025-05-24,wk inc flu hosp,2025-05-24,2.0
0,05,quantile,0.25,2025-05-24,wk inc flu hosp,2025-05-24,4.0
0,05,quantile,0.3,2025-05-24,wk inc flu hosp,2025-05-24,5.0
0,05,quantile,0.35,2025-05-24,wk inc flu hosp,2025-05-24,7.0
0,05,quantile,0.4,2025-05-24,wk inc flu hosp,2025-05-24,9.0
0,05,quantile,0.45,2025-05-24,wk inc flu hosp,2025-05-24,11.0
0,05,quantile,0.5,2025-05-24,wk inc flu hosp,2025-05-24,13.0
0,05,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-24,15.0
0,05,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-24,16.0
0,05,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-24,19.0
0,05,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-24,22.0
0,05,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-24,25.0
0,05,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-24,28.0
0,05,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-24,32.0
0,05,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-24,38.0
0,05,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-24,46.0
0,05,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-24,53.0
0,05,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-24,61.0
1,05,quantile,0.01,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.025,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.05,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.1,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.15,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.2,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.25,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.3,2025-05-24,wk inc flu hosp,2025-05-31,1.0
1,05,quantile,0.35,2025-05-24,wk inc flu hosp,2025-05-31,2.0
1,05,quantile,0.4,2025-05-24,wk inc flu hosp,2025-05-31,3.0
1,05,quantile,0.45,2025-05-24,wk inc flu hosp,2025-05-31,4.0
1,05,quantile,0.5,2025-05-24,wk inc flu hosp,2025-05-31,6.0
1,05,quantile,0.55,2025-05-24,wk inc flu hosp,2025-05-31,7.0
1,05,quantile,0.6,2025-05-24,wk inc flu hosp,2025-05-31,9.0
1,05,quantile,0.65,2025-05-24,wk inc flu hosp,2025-05-31,10.0
1,05,quantile,0.7,2025-05-24,wk inc flu hosp,2025-05-31,12.0
1,05,quantile,0.75,2025-05-24,wk inc flu hosp,2025-05-31,14.0
1,05,quantile,0.8,2025-05-24,wk inc flu hosp,2025-05-31,17.0
1,05,quantile,0.85,2025-05-24,wk inc flu hosp,2025-05-31,21.0
1,05,quantile,0.9,2025-05-24,wk inc flu hosp,2025-05-31,26.0
1,05,quantile,0.95,2025-05-24,wk inc flu hosp,2025-05-31,34.0
1,05,quantile,0.975,2025-05-24,wk inc flu hosp,2025-05-31,40.0
1,05,quantile,0.99,2025-05-24,wk inc flu hosp,2025-05-31,47.0
2,05,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,05,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,05,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,05,quantile,0.1,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,05,quantile,0.15,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,05,quantile,0.2,2025-05-24,wk inc flu hosp,2025-06-07,1.0
2,05,quantile,0.25,2025-05-24,wk inc flu hosp,2025-06-07,2.0
2,05,quantile,0.3,2025-05-24,wk inc flu hosp,2025-06-07,4.0
2,05,quantile,0.35,2025-05-24,wk inc flu hosp,2025-06-07,5.0
2,05,quantile,0.4,2025-05-24,wk inc flu hosp,2025-06-07,7.0
2,05,quantile,0.45,2025-05-24,wk inc flu hosp,2025-06-07,8.0
2,05,quantile,0.5,2025-05-24,wk inc flu hosp,2025-06-07,10.0
2,05,quantile,0.55,2025-05-24,wk inc flu hosp,2025-06-07,12.0
2,05,quantile,0.6,2025-05-24,wk inc flu hosp,2025-06-07,13.0
2,05,quantile,0.65,2025-05-24,wk inc flu hosp,2025-06-07,15.0
2,05,quantile,0.7,2025-05-24,wk inc flu hosp,2025-06-07,17.0
2,05,quantile,0.75,2025-05-24,wk inc flu hosp,2025-06-07,19.0
2,05,quantile,0.8,2025-05-24,wk inc flu hosp,2025-06-07,21.0
2,05,quantile,0.85,2025-05-24,wk inc flu hosp,2025-06-07,23.0
2,05,quantile,0.9,2025-05-24,wk inc flu hosp,2025-06-07,29.0
2,05,quantile,0.95,2025-05-24,wk inc flu hosp,2025-06-07,36.0
2,05,quantile,0.975,2025-05-24,wk inc flu hosp,2025-06-07,42.0
2,05,quantile,0.99,2025-05-24,wk inc flu hosp,2025-06-07,50.0
3,05,quantile,0.01,2025-05-24,wk inc flu hosp,2025-06-14,1.0
3,05,quantile,0.025,2025-05-24,wk inc flu hosp,2025-06-14,1.0
3,05,quantile,0.05,2025-05-24,wk inc flu hosp,2025-06-14,1.0
