"","reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"185",2023-12-16,"40",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"186",2023-12-16,"41",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"187",2023-12-16,"41",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"188",2023-12-16,"41",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"189",2023-12-16,"41",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"190",2023-12-16,"41",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"191",2023-12-16,"42",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"192",2023-12-16,"42",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"193",2023-12-16,"42",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"194",2023-12-16,"42",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"195",2023-12-16,"42",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"196",2023-12-16,"44",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"197",2023-12-16,"44",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"198",2023-12-16,"44",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"199",2023-12-16,"44",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"200",2023-12-16,"44",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"201",2023-12-16,"45",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"202",2023-12-16,"45",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"203",2023-12-16,"45",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"204",2023-12-16,"45",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"205",2023-12-16,"45",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"206",2023-12-16,"46",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"207",2023-12-16,"46",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"208",2023-12-16,"46",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"209",2023-12-16,"46",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"210",2023-12-16,"46",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"211",2023-12-16,"47",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"212",2023-12-16,"47",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"213",2023-12-16,"47",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"214",2023-12-16,"47",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"215",2023-12-16,"47",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"216",2023-12-16,"48",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"217",2023-12-16,"48",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"218",2023-12-16,"48",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"219",2023-12-16,"48",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"220",2023-12-16,"48",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"221",2023-12-16,"49",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"222",2023-12-16,"49",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"223",2023-12-16,"49",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"224",2023-12-16,"49",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"225",2023-12-16,"49",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"226",2023-12-16,"50",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"227",2023-12-16,"50",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"228",2023-12-16,"50",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"229",2023-12-16,"50",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"230",2023-12-16,"50",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"231",2023-12-16,"51",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"232",2023-12-16,"51",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"233",2023-12-16,"51",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"234",2023-12-16,"51",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"235",2023-12-16,"51",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"236",2023-12-16,"53",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"237",2023-12-16,"53",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"238",2023-12-16,"53",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"239",2023-12-16,"53",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"240",2023-12-16,"53",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"241",2023-12-16,"54",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"242",2023-12-16,"54",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"243",2023-12-16,"54",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"244",2023-12-16,"54",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"245",2023-12-16,"54",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"246",2023-12-16,"55",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"247",2023-12-16,"55",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"248",2023-12-16,"55",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"249",2023-12-16,"55",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"250",2023-12-16,"55",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"251",2023-12-16,"56",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"252",2023-12-16,"56",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"253",2023-12-16,"56",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"254",2023-12-16,"56",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"255",2023-12-16,"56",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"256",2023-12-16,"72",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"257",2023-12-16,"72",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"258",2023-12-16,"72",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"259",2023-12-16,"72",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"260",2023-12-16,"72",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"261",2023-12-16,"US",0,"wk flu hosp rate change",2023-12-16,"pmf","decrease",0.2
"262",2023-12-16,"US",0,"wk flu hosp rate change",2023-12-16,"pmf","increase",0.2
"263",2023-12-16,"US",0,"wk flu hosp rate change",2023-12-16,"pmf","large_decrease",0.2
"264",2023-12-16,"US",0,"wk flu hosp rate change",2023-12-16,"pmf","large_increase",0.2
"265",2023-12-16,"US",0,"wk flu hosp rate change",2023-12-16,"pmf","stable",0.2
"266",2023-12-16,"01",1,"wk flu hosp rate change",2023-12-23,"pmf","decrease",0.2
"267",2023-12-16,"01",1,"wk flu hosp rate change",2023-12-23,"pmf","increase",0.2
"268",2023-12-16,"01",1,"wk flu hosp rate change",2023-12-23,"pmf","large_decrease",0.2
"269",2023-12-16,"01",1,"wk flu hosp rate change",2023-12-23,"pmf","large_increase",0.2
"270",2023-12-16,"01",1,"wk flu hosp rate change",2023-12-23,"pmf","stable",0.2
"271",2023-12-16,"02",1,"wk flu hosp rate change",2023-12-23,"pmf","decrease",0.2
"272",2023-12-16,"02",1,"wk flu hosp rate change",2023-12-23,"pmf","increase",0.2
"273",2023-12-16,"02",1,"wk flu hosp rate change",2023-12-23,"pmf","large_decrease",0.2
"274",2023-12-16,"02",1,"wk flu hosp rate change",2023-12-23,"pmf","large_increase",0.2
"275",2023-12-16,"02",1,"wk flu hosp rate change",2023-12-23,"pmf","stable",0.2
"276",2023-12-16,"04",1,"wk flu hosp rate change",2023-12-23,"pmf","decrease",0.2
"277",2023-12-16,"04",1,"wk flu hosp rate change",2023-12-23,"pmf","increase",0.2
"278",2023-12-16,"04",1,"wk flu hosp rate change",2023-12-23,"pmf","large_decrease",0.2
"279",2023-12-16,"04",1,"wk flu hosp rate change",2023-12-23,"pmf","large_increase",0.2
"280",2023-12-16,"04",1,"wk flu hosp rate change",2023-12-23,"pmf","stable",0.2
"281",2023-12-16,"05",1,"wk flu hosp rate change",2023-12-23,"pmf","decrease",0.2
"282",2023-12-16,"05",1,"wk flu hosp rate change",2023-12-23,"pmf","increase",0.2
"283",2023-12-16,"05",1,"wk flu hosp rate change",2023-12-23,"pmf","large_decrease",0.2
"284",2023-12-16,"05",1,"wk flu hosp rate change",2023-12-23,"pmf","large_increase",0.2
"285",2023-12-16,"05",1,"wk flu hosp rate change",2023-12-23,"pmf","stable",0.2
"286",2023-12-16,"06",1,"wk flu hosp rate change",2023-12-23,"pmf","decrease",0.2
"287",2023-12-16,"06",1,"wk flu hosp rate change",2023-12-23,"pmf","increase",0.2
"288",2023-12-16,"06",1,"wk flu hosp rate change",2023-12-23,"pmf","large_decrease",0.2
"289",2023-12-16,"06",1,"wk flu hosp rate change",2023-12-23,"pmf","large_increase",0.2
"290",2023-12-16,"06",1,"wk flu hosp rate change",2023-12-23,"pmf","stable",0.2
"291",2023-12-16,"08",1,"wk flu hosp rate change",2023-12-23,"pmf","decrease",0.2
"292",2023-12-16,"08",1,"wk flu hosp rate change",2023-12-23,"pmf","increase",0.2
"293",2023-12-16,"08",1,"wk flu hosp rate change",2023-12-23,"pmf","large_decrease",0.2
"294",2023-12-16,"08",1,"wk flu hosp rate change",2023-12-23,"pmf","large_increase",0.2
"295",2023-12-16,"08",1,"wk flu hosp rate change",2023-12-23,"pmf","stable",0.2
