location,horizon,target_end_date,reference_date,target,output_type,output_type_id,value
02,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.85,91.6355721201879
02,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.9,97.8591405225387
02,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.95,108.15847786681
02,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.975,118.467837366311
02,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.99,132.129405534353
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.01,16.9525978202677
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.025,22.4173930657134
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.05,27.9144077822415
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.1,36.2058625931947
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.15,41.6641680496927
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.2,46.4987581128256
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.25,52.258347441964
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.3,56.4165044042509
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.35,58.7449658693883
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.4,62.9218096927362
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.45,68.130692387602707
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.5,72.616595409505
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.55,77.6411931541001
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.6,80.5397656298516
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.65,85.0639279225108
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.7,90.2182866473353
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.75,95.5652455334024
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.8,103.934565331329
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.85,112.056888154425
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.9,127.143064425542
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.95,150.665957696638
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.975,166.586855329376
02,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.99,183.449585250841
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.01,11.1767360491641
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.025,15.5026640955543
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.05,21.3166162955252
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.1,30.6670212029455
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.15,36.412608801198
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.2,42.7418862222524
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.25,47.3082440532197
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.3,54.1452638433391
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.35,57.6203128334686
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.4,62.8807541074362
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.45,67.7458717288791
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.5,72.0437906331206
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.55,78.0487672411472
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.6,82.3700246359864
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.65,86.2047390995008
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.7,94.7242274488106
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.75,102.104591248982
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.8,112.459669820661
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.85,125.589578128916
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.9,142.449086600268
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.95,166.664303368254
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.975,196.263359056966
02,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.99,235.732043328507
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.01,8.11665962224504
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.025,11.9025193984514
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.05,17.3205582336336
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.1,25.4394015924643
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.15,32.1332404392287
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.2,37.3857827479366
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.25,44.2899300685316
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.3,49.9844026684685
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.35,53.8783937960302
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.4,60.5676415967745
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.45,65.2423593757921
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.5,71.0030917563257
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.55,77.9441211638616
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.6,83.692119259344
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.65,88.9139486213831
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.7,98.4149986088044
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.75,104.970216585528
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.8,118.73664638201
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.85,135.836665344213
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.9,156.272344735887
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.95,192.444126394585
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.975,227.021983412999
02,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.99,281.606456833457
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.01,1574.06928056201
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.025,1838.26252880115
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.05,2043.17901728101
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.1,2236.88738184295
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.15,2355.02130612606
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.2,2424.08603117071
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.25,2457.83218020736
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.3,2532.79465419903
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.35,2554.75537555534
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.4,2603.60815938215
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.45,2632.42676605762
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.5,2677.20685687374
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.55,2746.89204286586
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.6,2785.64312383523
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.65,2826.22738524354
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.7,2917.53447831484
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.75,3077.62294690671
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.8,3193.96820527865
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.85,3344.37019665547
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.9,3545.8224171062
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.95,3748.15272169344
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.975,3926.03255112054
04,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.99,4431.6072419613
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.01,1307.56226231515
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.025,1483.85801201739
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.05,1605.88173971655
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.1,1785.73777758441
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.15,1931.19013959092
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.2,2086.67635755175
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.25,2211.27408759822
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.3,2285.97062303629
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.35,2342.46631969403
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.4,2397.49659749807
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.45,2480.90503456029
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.5,2542.10863235636
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.55,2614.95909952766
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.6,2681.57399341253
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.65,2726.9937671889
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.7,2821.15113773871
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.75,2983.94397901968
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.8,3134.36589774013
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.85,3382.48344293256
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.9,3760.59603753499
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.95,4306.45840758636
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.975,4622.35619103861
04,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.99,5176.81815625306
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.01,931.466272088897
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.025,1094.74970242807
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.05,1227.49264226583
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.1,1392.40055426006
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.15,1535.01235154236
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.2,1677.63571427757
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.25,1846.87288941785
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.3,1945.73058622692
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.35,2032.38303880253
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.4,2101.60452155
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.45,2190.24601205518
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.5,2261.71604767552
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.55,2360.48444480506
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.6,2433.91325615505
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.65,2508.16513668803
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.7,2620.65757983151
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.75,2789.65318648384
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.8,3000.64956955503
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.85,3279.99102952053
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.9,3699.65165772556
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.95,4385.40397659822
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.975,4967.40456803012
04,2,2025-01-25,2025-01-11,wk inc flu hosp,quantile,0.99,5778.2980741561
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.01,665.423243121439
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.025,814.549405969192
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.05,938.667202921497
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.1,1109.07894562925
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.15,1228.58081585304
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.2,1362.4831855326
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.25,1477.47342995886
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.3,1606.33424732991
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.35,1710.59375853282
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.4,1780.20760762197
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.45,1909.5745098159
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.5,2002.04084952121
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.55,2117.41116731068
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.6,2185.90490612664
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.65,2297.76366790833
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.7,2462.43338739123
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.75,2617.33336941303
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.8,2859.66290511016
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.85,3175.64478704248
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.9,3600.33601500172
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.95,4378.76805808245
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.975,4972.47551320962
04,3,2025-02-01,2025-01-11,wk inc flu hosp,quantile,0.99,5928.61397807875
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.01,124.321551656088
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.025,145.214345677555
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.05,163.02697004982
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.1,193.063603292289
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.15,215.2656929988
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.2,228.950094794222
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.25,239.44564844936
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.3,248.252352554304
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.35,257.987050397496
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.4,261.484058523802
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.45,270.469506998145
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.5,278.317212193286
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.55,284.0540585735
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.6,292.652994062718
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.65,301.617085612543
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.7,311.901495461846
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.75,320.124561831299
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.8,331.911494574651
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.85,345.478225016234
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.9,357.868452573765
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.95,378.904404106859
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.975,392.340519450238
05,0,2025-01-11,2025-01-11,wk inc flu hosp,quantile,0.99,447.589369557811
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.01,109.205504856864
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.025,136.808266743603
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.05,161.390175547012
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.1,199.495993940119
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.15,228.511086369357
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.2,254.133524950286
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.25,270.285069207349
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.3,285.474593815525
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.35,306.944523666175
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.4,314.031398022332
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.45,328.548399842258
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.5,347.661962552123
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.55,360.424733773137
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.6,373.605282107065
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.65,384.312176331431
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.7,408.314420122021
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.75,423.816065698369
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.8,452.330396602207
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.85,479.8672074688
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.9,514.231315214029
05,1,2025-01-18,2025-01-11,wk inc flu hosp,quantile,0.95,585.748709465589
