reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.3,23
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.35,24
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.4,25
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.45,26
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.5,27
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.55,29
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.6,30
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.65,31
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.7,33
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.75,34
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.8,34
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.85,36
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.9,38
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.95,42
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.975,46
2026-03-21,wk inc flu hosp,1,45,2026-03-28,quantile,0.99,50
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.01,8
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.025,9
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.05,11
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.1,12
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.15,14
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.2,15
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.25,16
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.3,17
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.35,18
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.4,19
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.45,20
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.5,21
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.55,22
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.6,23
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.65,25
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.7,26
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.75,28
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.8,28
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.85,29
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.9,32
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.95,36
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.975,39
2026-03-21,wk inc flu hosp,2,45,2026-04-04,quantile,0.99,44
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.01,6
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.025,7
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.05,8
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.1,10
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.15,11
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.2,12
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.25,13
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.3,14
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.35,15
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.4,16
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.45,17
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.5,19
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.55,20
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.6,21
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.65,22
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.7,23
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.75,25
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.8,25
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.85,27
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.9,29
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.95,33
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.975,37
2026-03-21,wk inc flu hosp,3,45,2026-04-11,quantile,0.99,43
