reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.25,37.781,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.3,38.75,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.35,41.006,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.4,46.16,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.45,49.589,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.5,50.788,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.55,52.054,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.6,53.607,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.65,54.549,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.7,59.822,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.75,64.066,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.8,68.274,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.85,71.037,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.9,74.807,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.95,80.927,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.975,84.432,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.99,90.534,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.01,3.837,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.025,8.958,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.05,19.322,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.1,22.655,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.15,29.498,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.2,35.62,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.25,38.076,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.3,39.991,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.35,44.289,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.4,45.659,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.45,47.832,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.5,50.614,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.55,52.926,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.6,58.41,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.65,60.924,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.7,64.732,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.75,69.352,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.8,71.996,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.85,76.011,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.9,81.181,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.95,87.636,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.975,96.033,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.99,102.564,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.01,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.025,6.321,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.05,15.085,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.1,20.85,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.15,23.396,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.2,28.032,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.25,32.44,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.3,34.854,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.35,38.902,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.4,44.11,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.45,48.959,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.5,51.42,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.55,54.873,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.6,57.752,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.65,61.346,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.7,65.401,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.75,69.821,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.8,75.02,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.85,80.97,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.9,85.593,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.95,108.417,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.975,115.78,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.99,120.127,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.01,1.459,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.025,2.705,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.05,3.506,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.1,4.567,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.15,4.986,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.2,6.23,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.25,6.757,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.3,7.404,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.35,8.13,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.4,8.512,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.45,8.99,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.5,9.515,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.55,9.776,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.6,10.283,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.65,10.599,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.7,11.16,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.75,11.354,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.8,11.856,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.85,12.222,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.9,12.811,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.95,14.363,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.975,16.063,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.99,18.538,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.01,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.025,0.14,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.05,0.995,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.1,2.689,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.15,3.659,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.2,4.285,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.25,5.671,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.3,6.178,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.35,7.261,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.4,8.085,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.45,8.501,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.5,8.939,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.55,9.418,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.6,10.25,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.65,10.629,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.7,11.174,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.75,11.72,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.8,12.783,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.85,13.594,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.9,15.171,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.95,16.608,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.975,20.221,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.99,24.403,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.01,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.025,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.05,0.353,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.1,1.194,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.15,3.087,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.2,4.732,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.25,5.717,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.3,6.772,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.35,7.521,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.4,8.077,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.45,8.619,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.5,9.191,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.55,9.572,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.6,10.022,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.65,10.904,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.7,11.8,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.75,13.116,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.8,14.317,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.85,15.743,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.9,17.876,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.95,21.508,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.975,22.981,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.99,23.635,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.01,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.025,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.05,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.1,1.212,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.15,3.215,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.2,4.643,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.25,5.15,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.3,6.095,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.35,6.974,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.4,7.824,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.45,8.622,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.5,9.528,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.55,10.317,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.6,11.123,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.65,12.828,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.7,13.607,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.75,14.64,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.8,15.084,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.85,17.371,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.9,19.174,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.95,20.928,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.975,22.576,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.99,24.447,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.01,244.008,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.025,304.451,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.05,318.803,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.1,380.209,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.15,395.562,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.2,410.526,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.25,430.509,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.3,458.231,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.35,484.501,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.4,497.085,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.45,514.209,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.5,527.254,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.55,550.959,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.6,568.455,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.65,583.183,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.7,591.195,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.75,600.61,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.8,620.95,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.85,650.406,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.9,672.116,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.95,717.889,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.975,742.319,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.99,805.473,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.01,169.764,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.025,244.522,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.05,267.621,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.1,306.698,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.15,376.836,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.2,385.448,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.25,408.69,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.3,439.335,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.35,454.379,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.4,490.418,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.45,505.706,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.5,552.01,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.55,572.838,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.6,586.649,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.65,606.077,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.7,621.017,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.75,645.566,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.8,665.491,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.85,698.004,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.9,735.443,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.95,767.626,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.975,857.193,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.99,925.792,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.01,114.825,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.025,121.688,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.05,164.479,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.1,241.276,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.15,319.075,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.2,345.563,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.25,396.535,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.3,433.925,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.35,447.663,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.4,500.524,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.45,517.121,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.5,533.168,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.55,569.884,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.6,583.08,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.65,618.512,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.7,660.377,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.75,690.203,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.8,707.859,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.85,746.514,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.9,820.716,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.95,885.947,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.975,949.147,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.99,1116.558,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.01,81.942,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.025,114.413,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.05,213.795,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.1,246.378,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.15,311.797,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.2,362.609,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.25,398.158,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.3,421.313,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.35,452.379,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.4,474.982,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.45,500.593,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.5,544.972,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.55,587.805,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.6,615.218,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.65,652.046,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.7,687.929,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.75,721.232,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.8,753.19,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.85,804.926,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.9,882.994,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.95,1018.816,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.975,1082.229,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.99,1160.649,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.01,4.189,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.025,4.659,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.05,5.149,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.1,6.458,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.15,7.499,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.2,8.343,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.25,9.093,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.3,9.848,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.35,10.422,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.4,11.237,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.45,11.91,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.5,12.296,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.55,12.568,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.6,13.13,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.65,13.817,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.7,14.307,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.75,14.958,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.8,15.159,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.85,16.352,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.9,16.922,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.95,18.15,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.975,19.248,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.99,22.318,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.01,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.025,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.05,2.647,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.1,6.051,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.15,7.243,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.2,8.163,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.25,8.732,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.3,10.079,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.35,10.661,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.4,11.281,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.45,12.234,1
