,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
37,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.65,145.446
38,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.7,153.24
39,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.75,161.971
40,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.8,171.609
41,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.85,183.058
42,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.9,198.048
43,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.95,219.651
44,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.975,237.926
45,2023-12-16,wk inc flu hosp,0,2023-12-16,01,quantile,0.99,258.411
46,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.01,54.33
47,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.025,63.556
48,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.05,72.888
49,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.1,85.888
50,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.15,96.048
51,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.2,105.379
52,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.25,114.213
53,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.3,123.004
54,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.35,131.935
55,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.4,141.188
56,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.45,150.732
57,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.5,160.731
58,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.55,171.316
59,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.6,182.632
60,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.65,194.789
61,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.7,207.771
62,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.75,222.51
63,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.8,239.912
64,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.85,261.518
65,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.9,290.377
66,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.95,333.823
67,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.975,370.042
68,2023-12-16,wk inc flu hosp,1,2023-12-23,01,quantile,0.99,408.558
69,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.01,47.661
70,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.025,56.317
71,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.05,65.565
72,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.1,79.468
73,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.15,90.571
74,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.2,100.764
75,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.25,110.77
76,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.3,120.62
77,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.35,131.042
78,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.4,141.856
79,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.45,153.492
80,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.5,165.821
81,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.55,178.444
82,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.6,192.007
83,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.65,206.424
84,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.7,222.824
85,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.75,241.344
86,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.8,264.003
87,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.85,293.375
88,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.9,333.178
89,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.95,393.833
90,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.975,442.982
91,2023-12-16,wk inc flu hosp,2,2023-12-30,01,quantile,0.99,493.939
92,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.01,39.272
93,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.025,47.172
94,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.05,55.44
95,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.1,68.2
96,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.15,79.031
97,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.2,88.891
98,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.25,98.578
99,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.3,108.252
100,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.35,118.83
101,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.4,130.347
102,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.45,142.711
103,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.5,155.916
104,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.55,169.352
105,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.6,183.488
106,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.65,198.82
107,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.7,215.905
108,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.75,235.904
109,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.8,260.411
110,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.85,293.14
111,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.9,341.496
112,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.95,412.622
113,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.975,467.758
114,2023-12-16,wk inc flu hosp,3,2024-01-06,01,quantile,0.99,525.477
115,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.01,10.699
116,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.025,10.783
117,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.05,10.924
118,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.1,11.271
119,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.15,11.576
120,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.2,11.775
121,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.25,11.933
122,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.3,12.206
123,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.35,12.751
124,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.4,13.401
125,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.45,13.732
126,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.5,14.211
127,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.55,15.029
128,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.6,15.847
129,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.65,16.548
130,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.7,16.991
131,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.75,17.257
132,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.8,17.471
133,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.85,18.105
134,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.9,19.108
135,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.95,20.111
136,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.975,20.612
137,2023-12-16,wk inc flu hosp,-1,2023-12-09,02,quantile,0.99,20.913
138,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.01,7.953
139,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.025,8.093
140,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.05,8.326
141,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.1,8.505
142,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.15,8.794
143,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.2,9.235
144,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.25,9.702
145,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.3,10.549
146,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.35,11.3
147,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.4,11.904
148,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.45,12.185
149,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.5,12.561
150,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.55,12.925
151,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.6,13.235
152,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.65,13.932
153,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.7,14.653
154,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.75,15.963
155,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.8,18.529
156,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.85,19.615
157,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.9,20.702
158,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.95,21.788
159,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.975,22.332
160,2023-12-16,wk inc flu hosp,0,2023-12-16,02,quantile,0.99,22.658
161,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.01,9.117
162,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.025,9.277
163,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.05,9.545
164,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.1,9.939
165,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.15,10.113
166,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.2,10.51
167,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.25,10.675
168,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.3,10.941
169,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.35,11.163
170,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.4,11.248
171,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.45,11.525
172,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.5,11.795
173,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.55,12.131
174,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.6,12.474
175,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.65,12.569
176,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.7,12.884
177,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.75,13.29
178,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.8,13.702
179,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.85,14.458
180,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.9,15.215
181,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.95,16.046
182,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.975,17.134
183,2023-12-16,wk inc flu hosp,1,2023-12-23,02,quantile,0.99,17.786
184,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.01,3.304
185,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.025,3.362
186,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.05,3.459
187,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.1,3.652
188,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.15,3.846
189,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.2,4.04
190,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.25,5.023
191,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.3,5.57
192,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.35,5.887
193,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.4,6.036
194,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.45,7.189
195,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.5,8.358
196,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.55,8.61
197,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.6,8.824
198,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.65,9.132
199,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.7,9.288
200,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.75,9.646
201,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.8,9.77
202,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.85,10.153
203,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.9,10.268
204,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.95,10.983
205,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.975,13.179
206,2023-12-16,wk inc flu hosp,2,2023-12-30,02,quantile,0.99,14.496
207,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.01,3.239
208,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.025,3.296
209,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.05,3.391
210,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.1,3.581
211,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.15,3.771
212,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.2,3.961
213,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.25,4.673
214,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.3,4.964
215,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.35,5.092
216,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.4,5.146
217,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.45,5.178
218,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.5,5.335
219,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.55,5.468
220,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.6,5.484
221,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.65,5.607
222,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.7,5.789
223,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.75,5.796
224,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.8,5.875
225,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.85,6.112
226,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.9,6.153
227,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.95,6.516
228,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.975,7.307
229,2023-12-16,wk inc flu hosp,3,2024-01-06,02,quantile,0.99,7.782
230,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.01,223.143
231,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.025,235.978
232,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.05,249.544
233,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.1,267.325
234,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.15,281.083
235,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.2,292.765
236,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.25,303.316
237,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.3,314.101
238,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.35,324.363
239,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.4,334.538
240,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.45,344.954
241,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.5,355.856
242,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.55,366.835
243,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.6,378.279
244,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.65,390.484
245,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.7,403.229
246,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.75,417.644
247,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.8,433.543
248,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.85,452.109
249,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.9,474.381
250,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.95,503.622
251,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.975,522.641
252,2023-12-16,wk inc flu hosp,-1,2023-12-09,04,quantile,0.99,541.054
253,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.01,239.972
254,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.025,260.628
255,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.05,283.254
256,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.1,316.183
257,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.15,341.207
258,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.2,362.891
259,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.25,383.256
260,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.3,402.137
261,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.35,420.172
262,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.4,437.972
263,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.45,455.417
264,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.5,473.176
265,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.55,491.387
266,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.6,510.368
267,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.65,530.314
268,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.7,551.668
269,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.75,575.428
270,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.8,602.307
271,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.85,633.988
272,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.9,671.532
273,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.95,724.421
274,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.975,765.425
275,2023-12-16,wk inc flu hosp,0,2023-12-16,04,quantile,0.99,811.418
276,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.01,240.56
277,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.025,265.197
278,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.05,294.71
279,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.1,341.386
280,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.15,376.498
281,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.2,406.967
282,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.25,436.179
283,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.3,462.67
284,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.35,488.383
285,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.4,514.292
286,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.45,540.099
287,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.5,565.748
288,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.55,592.765
289,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.6,620.6
290,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.65,649.949
291,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.7,681.494
292,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.75,715.659
293,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.8,753.961
294,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.85,799.458
295,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.9,859.007
296,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.95,946.863
297,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.975,1018.738
298,2023-12-16,wk inc flu hosp,1,2023-12-23,04,quantile,0.99,1097.306
299,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.01,190.438
300,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.025,212.357
301,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.05,238.739
302,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.1,282.964
303,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.15,318.912
304,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.2,349.072
305,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.25,377.278
306,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.3,403.286
307,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.35,429.246
308,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.4,454.939
309,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.45,481.723
310,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.5,508.403
311,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.55,535.296
312,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.6,563.24
313,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.65,592.96
314,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.7,624.662
315,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.75,659.514
316,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.8,699.849
317,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.85,747.557
318,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.9,810.568
319,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.95,902.12
320,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.975,987.389
321,2023-12-16,wk inc flu hosp,2,2023-12-30,04,quantile,0.99,1087.971
322,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.01,134.792
323,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.025,152.272
324,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.05,173.363
325,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.1,208.176
326,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.15,238.701
327,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.2,264.291
328,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.25,286.989
329,2023-12-16,wk inc flu hosp,3,2024-01-06,04,quantile,0.3,308.713
