location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
Maryland,1,0.00353235966754934,0.00888504514872284,0.01684763765387714,0.0035,0.0089,0.0168,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Maryland,2,0.00280915348468348,0.007192978181415,0.01674045911356493,0.0028,0.0072,0.0167,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Massachusetts,0,0.00712241450944011,0.01327468236262097,0.02022877830892787,0.0071,0.0133,0.0202,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Massachusetts,1,0.00397140871760398,0.01170001476463601,0.02105096202750835,0.004,0.0117,0.0211,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Massachusetts,2,0.00284323454449461,0.00989649624218703,0.01940619489599044,0.0028,0.0099,0.0194,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Michigan,0,0.00418927801329914,0.00870036180181983,0.01507785918646967,0.0042,0.0087,0.0151,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Michigan,1,0.00185064705703562,0.00717856390537647,0.01689943415191783,0.0019,0.0072,0.0169,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Michigan,2,0.00133976368779332,0.0056793382882917,0.01586468105151718,0.0013,0.0057,0.0159,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Minnesota,0,0.01097983657993991,0.01861596674369143,0.02753178327041811,0.011,0.0186,0.0275,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Minnesota,1,0.00755465978944588,0.01563282506435894,0.03051303042536248,0.0076,0.0156,0.0305,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Minnesota,2,0.00546751121045571,0.01289256752027932,0.02883918023811347,0.0055,0.0129,0.0288,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Mississippi,0,0.00328953203154677,0.00923257937685781,0.01992091317185037,0.0033,0.0092,0.0199,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Mississippi,1,0.0019960797763582,0.0069739292734885,0.02073212790726993,0.002,0.007,0.0207,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Mississippi,2,0.001,0.00501567310698652,0.01958400271645263,0.001,0.005,0.0196,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Missouri,0,0.00860618509377053,0.01196963438814228,0.01707478508126093,0.0086,0.012,0.0171,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Missouri,1,0.00413826582250288,0.01053236821949173,0.02788129494407296,0.0041,0.0105,0.0279,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Montana,0,0.0070566831768405,0.01342940455358306,0.02271934674762178,0.0071,0.0134,0.0227,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Montana,1,0.00367233122924558,0.0107359565347079,0.02288984398179177,0.0037,0.0107,0.0229,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Montana,2,0.00182578232433123,0.00882279987917393,0.02218808460204211,0.0018,0.0088,0.0222,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Nebraska,0,0.0051,0.0103659227164926,0.0176906917328602,0.0051,0.0104,0.0177,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Nebraska,1,0.0035,0.00769044284618368,0.01838713778594143,0.0035,0.0077,0.0184,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Nebraska,2,0.00180546450395437,0.00565660592155285,0.01706681346425066,0.0018,0.0057,0.0171,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Nevada,0,0.00516830495138461,0.00996577629544915,0.01491139427156846,0.0052,0.01,0.0149,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Nevada,1,0.00297990976291191,0.00850082010146705,0.0156001337222533,0.003,0.0085,0.0156,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Nevada,2,0.0019,0.0072,0.0161645758676298,0.0019,0.0072,0.0162,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Hampshire,0,0.00681098572063579,0.01213408462974909,0.019,0.0068,0.0121,0.019,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Hampshire,1,0.00363876095174475,0.01016960358400758,0.0193,0.0036,0.0102,0.0193,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Hampshire,2,0.00254244982732095,0.0084330514831098009,0.01943672944076236,0.0025,0.0084,0.0194,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Jersey,0,0.008825952593611,0.01585340893420887,0.024,0.0088,0.0159,0.024,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Jersey,1,0.00630589387737563,0.014,0.02447250541948845,0.0063,0.014,0.0245,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Jersey,2,0.00432325834206725,0.0109655141593392,0.02457010797947281,0.0043,0.011,0.0246,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Mexico,0,0.01290597390594888,0.02034828171735876,0.02972008096206982,0.0129,0.0203,0.0297,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Mexico,1,0.00876000645174446,0.01702976852713579,0.03114856134305477,0.0088,0.017,0.0311,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New Mexico,2,0.00574718931812098,0.01384125582020472,0.02979641107422476,0.0057,0.0138,0.0298,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New York,0,0.00426574591381992,0.00913138375138391,0.01423067792274086,0.0043,0.0091,0.0142,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New York,1,0.00259719913881979,0.00784258410462928,0.01487695455548693,0.0026,0.0078,0.0149,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
New York,2,0.00192383172206647,0.00663692120959759,0.015,0.0019,0.0066,0.015,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
North Carolina,0,0.00860107216392713,0.0148823086107432,0.023,0.0086,0.0149,0.023,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
North Carolina,1,0.00489506700707973,0.0126095343863842,0.02665834818846673,0.0049,0.0126,0.0267,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
North Carolina,2,0.00315671197271493,0.01058621918498352,0.02488521805893716,0.0032,0.0106,0.0249,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
North Dakota,0,0.01746398943977747,0.03085168597738078,0.04382463504343031,0.0175,0.0309,0.0438,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
North Dakota,1,0.01132554114179608,0.02647328994429098,0.04541718448650966,0.0113,0.0265,0.0454,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
North Dakota,2,0.00738371377152795,0.02185162418800854,0.0394911039991401,0.0074,0.0219,0.0395,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Ohio,0,0.00858817047826071,0.01296713598219791,0.0223934319351181,0.0086,0.013,0.0224,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Ohio,1,0.00425107158152047,0.01001728745899255,0.0233,0.0043,0.01,0.0233,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Ohio,2,0.00203624566426515,0.00754608750848914,0.0224176307061489,0.002,0.0075,0.0224,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Oklahoma,0,0.00498195096773259,0.01007347838741751,0.01592952728010032,0.005,0.0101,0.0159,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Oklahoma,1,0.00226203954331699,0.00772449299385983,0.01888401918151977,0.0023,0.0077,0.0189,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Oklahoma,2,0.00156761196651412,0.00555186348592825,0.01714298362247988,0.0016,0.0056,0.0171,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Oregon,0,0.004,0.01097271809187903,0.0187853854954455,0.004,0.011,0.0188,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Oregon,1,0.00235732934710906,0.00922161036910074,0.018,0.0024,0.0092,0.018,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Oregon,2,0.0014579936232771,0.00769216351866555,0.01718621350014801,0.0015,0.0077,0.0172,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Pennsylvania,0,0.00813531421497076,0.01360908750868698,0.02194367327371346,0.0081,0.0136,0.0219,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Pennsylvania,1,0.00486932132655738,0.01140029662995854,0.02168702915597414,0.0049,0.0114,0.0217,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Pennsylvania,2,0.0022,0.00957938194869676,0.02050224674109183,0.0022,0.0096,0.0205,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Rhode Island,0,0.00369448853383638,0.00870936328870635,0.01520221056150111,0.0037,0.0087,0.0152,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Rhode Island,1,0.0026718469000898302,0.00837236689114816,0.01612064602567081,0.0027,0.0084,0.0161,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Rhode Island,2,0.0018,0.00721059571734644,0.01556717842273036,0.0018,0.0072,0.0156,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
South Carolina,0,0.00436130448156507,0.00937365379234673,0.017,0.0044,0.0094,0.017,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
South Carolina,1,0.00200793492337696,0.00752742955979133,0.01817034006661706,0.002,0.0075,0.0182,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
South Carolina,2,0.00140622126287884,0.00575859189427026,0.01762505129903709,0.0014,0.0058,0.0176,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
South Dakota,0,0.005337747520991,0.01233087045620794,0.0209627019761508,0.0053,0.0123,0.021,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
South Dakota,1,0.0024813058574972,0.0099945924036812,0.02184865469894716,0.0025,0.01,0.0218,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
South Dakota,2,0.00180915408619623,0.00788944615857637,0.02025661033061155,0.0018,0.0079,0.0203,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Tennessee,0,0.00811207821571617,0.01384053037628826,0.0234033390578016,0.0081,0.0138,0.0234,2026-03-28,2026-03-28,"March 28, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Tennessee,1,0.00412834016659021,0.01171375176739502,0.02424286568059494,0.0041,0.0117,0.0242,2026-04-04,2026-03-28,"April 04, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
Tennessee,2,0.00223935282375346,0.00927089326571915,0.02174960135557973,0.0022,0.0093,0.0217,2026-04-11,2026-03-28,"April 11, 2026","March 28, 2026",2026-03-25,"March 25, 2026",FluSight-ensemble
