"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","ratio","ratio_quant","value"
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.1,NA,0.815789473684211,22
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.15,NA,0.815789473684211,26
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.2,NA,0.815789473684211,30
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.25,NA,0.815789473684211,35
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.3,NA,0.815789473684211,39
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.35,NA,0.815789473684211,44
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.4,NA,0.815789473684211,49
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.45,NA,0.815789473684211,54
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.55,NA,0.815789473684211,65
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.6,NA,0.815789473684211,70
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.65,NA,0.815789473684211,75
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.7,NA,0.815789473684211,80
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.75,NA,0.815789473684211,85
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.8,NA,0.815789473684211,90
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.85,NA,0.815789473684211,93
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.9,NA,0.815789473684211,97
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.95,NA,0.815789473684211,101
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.975,NA,0.815789473684211,103
"2025-04-12","2025-04-12",0,"01","wk inc flu hosp","quantile",0.99,NA,0.815789473684211,104
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.5,0.571428571428571,0.571428571428571,42
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.01,NA,0.571428571428571,10
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.025,NA,0.571428571428571,10
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.05,NA,0.571428571428571,11
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.1,NA,0.571428571428571,14
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.15,NA,0.571428571428571,17
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.2,NA,0.571428571428571,20
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.25,NA,0.571428571428571,23
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.3,NA,0.571428571428571,27
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.35,NA,0.571428571428571,31
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.4,NA,0.571428571428571,35
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.45,NA,0.571428571428571,39
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.55,NA,0.571428571428571,46
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.6,NA,0.571428571428571,50
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.65,NA,0.571428571428571,54
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.7,NA,0.571428571428571,58
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.75,NA,0.571428571428571,61
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.8,NA,0.571428571428571,64
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.85,NA,0.571428571428571,68
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.9,NA,0.571428571428571,70
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.95,NA,0.571428571428571,73
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.975,NA,0.571428571428571,74
"2025-04-12","2025-04-19",1,"01","wk inc flu hosp","quantile",0.99,NA,0.571428571428571,75
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.5,0.448717948717949,0.448717948717949,34
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.01,NA,0.448717948717949,6
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.025,NA,0.448717948717949,7
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.05,NA,0.448717948717949,8
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.1,NA,0.448717948717949,10
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.15,NA,0.448717948717949,13
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.2,NA,0.448717948717949,15
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.25,NA,0.448717948717949,18
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.3,NA,0.448717948717949,21
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.35,NA,0.448717948717949,24
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.4,NA,0.448717948717949,27
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.45,NA,0.448717948717949,30
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.55,NA,0.448717948717949,37
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.6,NA,0.448717948717949,40
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.65,NA,0.448717948717949,43
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.7,NA,0.448717948717949,46
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.75,NA,0.448717948717949,49
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.8,NA,0.448717948717949,52
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.85,NA,0.448717948717949,55
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.9,NA,0.448717948717949,57
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.95,NA,0.448717948717949,60
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.975,NA,0.448717948717949,60
"2025-04-12","2025-04-26",2,"01","wk inc flu hosp","quantile",0.99,NA,0.448717948717949,61
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.5,0.315789473684211,0.315789473684211,23
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.01,NA,0.315789473684211,5
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.025,NA,0.315789473684211,5
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.05,NA,0.315789473684211,6
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.1,NA,0.315789473684211,8
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.15,NA,0.315789473684211,9
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.2,NA,0.315789473684211,11
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.25,NA,0.315789473684211,13
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.3,NA,0.315789473684211,15
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.35,NA,0.315789473684211,17
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.4,NA,0.315789473684211,19
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.45,NA,0.315789473684211,21
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.55,NA,0.315789473684211,25
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.6,NA,0.315789473684211,27
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.65,NA,0.315789473684211,29
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.7,NA,0.315789473684211,31
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.75,NA,0.315789473684211,33
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.8,NA,0.315789473684211,35
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.85,NA,0.315789473684211,37
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.9,NA,0.315789473684211,38
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.95,NA,0.315789473684211,40
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.975,NA,0.315789473684211,41
"2025-04-12","2025-05-03",3,"01","wk inc flu hosp","quantile",0.99,NA,0.315789473684211,41
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.5,1.125,1.125,8
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.01,NA,1.125,0
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.025,NA,1.125,0
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.05,NA,1.125,0
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.1,NA,1.125,0
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.15,NA,1.125,1
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.2,NA,1.125,2
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.25,NA,1.125,3
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.3,NA,1.125,4
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.35,NA,1.125,5
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.4,NA,1.125,6
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.45,NA,1.125,7
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.55,NA,1.125,9
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.6,NA,1.125,10
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.65,NA,1.125,13
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.7,NA,1.125,13
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.75,NA,1.125,14
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.8,NA,1.125,15
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.85,NA,1.125,16
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.9,NA,1.125,17
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.95,NA,1.125,18
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.975,NA,1.125,18
"2025-04-12","2025-04-05",-1,"02","wk inc flu hosp","quantile",0.99,NA,1.125,18
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.5,0.777777777777778,0.777777777777778,6
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.01,NA,0.777777777777778,0
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.025,NA,0.777777777777778,0
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.05,NA,0.777777777777778,0
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.1,NA,0.777777777777778,0
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.15,NA,0.777777777777778,0
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.2,NA,0.777777777777778,1
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.25,NA,0.777777777777778,2
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.3,NA,0.777777777777778,3
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.35,NA,0.777777777777778,3
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.4,NA,0.777777777777778,4
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.45,NA,0.777777777777778,5
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.55,NA,0.777777777777778,6
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.6,NA,0.777777777777778,8
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.65,NA,0.777777777777778,9
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.7,NA,0.777777777777778,9
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.75,NA,0.777777777777778,10
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.8,NA,0.777777777777778,11
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.85,NA,0.777777777777778,12
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.9,NA,0.777777777777778,12
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.95,NA,0.777777777777778,12
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.975,NA,0.777777777777778,12
"2025-04-12","2025-04-12",0,"02","wk inc flu hosp","quantile",0.99,NA,0.777777777777778,13
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.5,0.625,0.625,4
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.01,NA,0.625,0
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.025,NA,0.625,0
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.05,NA,0.625,0
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.1,NA,0.625,0
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.15,NA,0.625,0
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.2,NA,0.625,1
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.25,NA,0.625,1
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.3,NA,0.625,2
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.35,NA,0.625,3
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.4,NA,0.625,3
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.45,NA,0.625,4
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.55,NA,0.625,5
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.6,NA,0.625,6
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.65,NA,0.625,6
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.7,NA,0.625,7
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.75,NA,0.625,7
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.8,NA,0.625,8
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.85,NA,0.625,9
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.9,NA,0.625,9
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.95,NA,0.625,9
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.975,NA,0.625,10
"2025-04-12","2025-04-19",1,"02","wk inc flu hosp","quantile",0.99,NA,0.625,10
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.5,0.5,0.5,3
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.01,NA,0.5,0
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.025,NA,0.5,0
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.05,NA,0.5,0
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.1,NA,0.5,0
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.15,NA,0.5,0
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.2,NA,0.5,0
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.25,NA,0.5,1
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.3,NA,0.5,1
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.35,NA,0.5,2
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.4,NA,0.5,2
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.45,NA,0.5,3
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.55,NA,0.5,4
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.6,NA,0.5,4
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.65,NA,0.5,5
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.7,NA,0.5,5
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.75,NA,0.5,6
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.8,NA,0.5,6
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.85,NA,0.5,7
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.9,NA,0.5,7
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.95,NA,0.5,7
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.975,NA,0.5,7
"2025-04-12","2025-04-26",2,"02","wk inc flu hosp","quantile",0.99,NA,0.5,7
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.5,0.25,0.25,1
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.01,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.025,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.05,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.1,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.15,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.2,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.25,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.3,NA,0.25,0
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.35,NA,0.25,1
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.4,NA,0.25,1
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.45,NA,0.25,1
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.55,NA,0.25,2
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.6,NA,0.25,2
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.65,NA,0.25,2
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.7,NA,0.25,2
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.75,NA,0.25,3
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.8,NA,0.25,3
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.85,NA,0.25,3
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.9,NA,0.25,3
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.95,NA,0.25,3
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.975,NA,0.25,3
"2025-04-12","2025-05-03",3,"02","wk inc flu hosp","quantile",0.99,NA,0.25,3
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.5,1.04081632653061,1.04081632653061,99
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.01,NA,1.04081632653061,13
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.025,NA,1.04081632653061,15
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.05,NA,1.04081632653061,18
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.1,NA,1.04081632653061,25
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.15,NA,1.04081632653061,33
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.2,NA,1.04081632653061,41
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.25,NA,1.04081632653061,49
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.3,NA,1.04081632653061,59
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.35,NA,1.04081632653061,69
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.4,NA,1.04081632653061,79
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.45,NA,1.04081632653061,89
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.55,NA,1.04081632653061,110
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.6,NA,1.04081632653061,120
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.65,NA,1.04081632653061,131
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.7,NA,1.04081632653061,140
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.75,NA,1.04081632653061,149
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.8,NA,1.04081632653061,158
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.85,NA,1.04081632653061,166
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.9,NA,1.04081632653061,174
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.95,NA,1.04081632653061,181
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.975,NA,1.04081632653061,184
"2025-04-12","2025-04-05",-1,"04","wk inc flu hosp","quantile",0.99,NA,1.04081632653061,186
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.5,0.778761061946903,0.778761061946903,85
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.01,NA,0.778761061946903,19
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.025,NA,0.778761061946903,20
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.05,NA,0.778761061946903,22
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.1,NA,0.778761061946903,28
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.15,NA,0.778761061946903,34
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.2,NA,0.778761061946903,41
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.25,NA,0.778761061946903,47
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.3,NA,0.778761061946903,54
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.35,NA,0.778761061946903,62
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.4,NA,0.778761061946903,69
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.45,NA,0.778761061946903,77
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.55,NA,0.778761061946903,93
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.6,NA,0.778761061946903,101
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.65,NA,0.778761061946903,109
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.7,NA,0.778761061946903,117
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.75,NA,0.778761061946903,123
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.8,NA,0.778761061946903,130
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.85,NA,0.778761061946903,136
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.9,NA,0.778761061946903,142
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.95,NA,0.778761061946903,148
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.975,NA,0.778761061946903,151
"2025-04-12","2025-04-12",0,"04","wk inc flu hosp","quantile",0.99,NA,0.778761061946903,152
"2025-04-12","2025-04-19",1,"04","wk inc flu hosp","quantile",0.5,0.488,0.488,59
